"cell_line_id","target_name","uniprot_id","ensg_id"
1551,"IPO11","Q9UI26","ENSG00000086200"
1552,"IPO13","O94829","ENSG00000117408"
1553,"IPO4","Q8TEX9","ENSG00000285248"
1554,"IPO5","O00410","ENSG00000065150"
1555,"IPO7","O95373","ENSG00000205339"
1556,"IPO8","O15397","ENSG00000133704"
1558,"KPNA1","P52294","ENSG00000114030"
1559,"KPNA2","P52292","ENSG00000182481"
1560,"KPNA3","O00505","ENSG00000102753"
1561,"KPNA4","O00629","ENSG00000186432"
1563,"KPNA6","O60684","ENSG00000025800"
1564,"KPNB1","Q14974","ENSG00000108424"
1565,"NUTF2","P61970","ENSG00000102898"
1566,"NXF1","Q9UBU9","ENSG00000162231"
1568,"NXT2","Q9NPJ8","ENSG00000101888"
1569,"PHAX","Q9H814","ENSG00000164902"
1570,"RANBP10","Q6VN20","ENSG00000141084"
1574,"RANBP9","Q96S59","ENSG00000010017"
1575,"SNUPN","O95149","ENSG00000169371"
1576,"TNPO1","Q92973","ENSG00000083312"
1578,"TNPO3","Q9Y5L0","ENSG00000064419"
1579,"XPO4","Q9C0E2","ENSG00000132953"
1580,"XPO5","Q9HAV4","ENSG00000124571"
1581,"XPO6","Q96QU8","ENSG00000169180"
1583,"XPOT","O43592","ENSG00000184575"
1586,"PEX3","P56589","ENSG00000034693"
1589,"WASL","O00401","ENSG00000106299"
1592,"GYS1","P13807","ENSG00000104812"
1593,"GYG1","P46976","ENSG00000163754"
1594,"GYG2","O15488","ENSG00000056998"
1595,"SRP14","P37108","ENSG00000140319"
1596,"SRP19","P09132","ENSG00000153037"
1597,"SRP72","O76094","ENSG00000174780"
1598,"SRPRA","P08240","ENSG00000182934"
1599,"SRPRB","Q9Y5M8","ENSG00000144867"
1603,"GATAD1","Q8WUU5","ENSG00000157259"
1607,"ERI3","O43414","ENSG00000117419"
1608,"GET4","Q7L5D6","ENSG00000239857"
1609,"UGDH","O60701","ENSG00000109814"
1610,"UBE2M","P61081","ENSG00000130725"
1612,"RRP36","Q96EU6","ENSG00000124541"
1613,"PHLDB1","Q86UU1","ENSG00000019144"
1614,"PPP6R1","Q9UPN7","ENSG00000105063"
1616,"KIAA1143","Q96AT1","ENSG00000163807"
1617,"DRG1","Q9Y295","ENSG00000185721"
1618,"MFSD11","O43934","ENSG00000092931"
1619,"RANGRF","Q9HD47","ENSG00000108961"
1623,"CD2BP2","O95400","ENSG00000169217"
1628,"DPH2","Q9BQC3","ENSG00000132768"
1640,"ATP6AP2","O75787","ENSG00000182220"
1641,"ATP6V0A1","Q93050","ENSG00000033627"
1642,"ATP6V0A2","Q9Y487","ENSG00000185344"
1643,"ATP6V0D1","P61421","ENSG00000159720"
1646,"ATP6V1A","P38606","ENSG00000114573"
1647,"ATP6V1B2","P21281","ENSG00000147416"
1650,"ATP6V1F","Q16864","ENSG00000128524"
1651,"ATP6V1G1","O75348","ENSG00000136888"
1652,"ATP6V1H","Q9UI12","ENSG00000047249"
1653,"EMC3","Q9P0I2","ENSG00000125037"
1654,"GOLT1B","Q9Y3E0","ENSG00000111711"
1656,"CLCN7","P51798","ENSG00000103249"
1657,"JUN","P05412","ENSG00000177606"
1658,"MCOLN1","Q9GZU1","ENSG00000090674"
1659,"JUNB","P17275","ENSG00000171223"
1664,"TRPM7","Q96QT4","ENSG00000092439"
1667,"INO80","Q9ULG1","ENSG00000128908"
1668,"ARID1A","O14497","ENSG00000117713"
1670,"SMARCA1","P28370","ENSG00000102038"
1672,"SMARCA4","P51532","ENSG00000127616"
1673,"ATXN10","Q9UBB4","ENSG00000130638"
1674,"SMARCAD1","Q9H4L7","ENSG00000163104"
1675,"SMARCAL1","Q9NZC9","ENSG00000138375"
1676,"SMARCB1","Q12824","ENSG00000099956"
1677,"SMARCC1","Q92922","ENSG00000173473"
1678,"SMARCC2","Q8TAQ2","ENSG00000139613"
1679,"SMARCD1","Q96GM5","ENSG00000066117"
1680,"SMARCD2","Q92925","ENSG00000108604"
1682,"SMARCE1","Q969G3","ENSG00000073584"
1683,"ATXN3","P54252","ENSG00000066427"
1687,"DDX6","P26196","ENSG00000110367"
1688,"LSM14A","Q8ND56","ENSG00000262860"
1689,"LSM14B","Q9BX40","ENSG00000149657"
1690,"EIF3E","P60228","ENSG00000104408"
1691,"EIF3I","Q13347","ENSG00000084623"
1693,"RICTOR","Q6R327","ENSG00000164327"
1695,"AKT1S1","Q96B36","ENSG00000204673"
1697,"FKBP8","Q14318","ENSG00000105701"
1698,"RELA","Q04206","ENSG00000173039"
1699,"NFKB1","P19838","ENSG00000109320"
1700,"NFKB2","Q00653","ENSG00000077150"
1703,"MDH1","P40925","ENSG00000014641"
1705,"CASP2","P42575","ENSG00000106144"
1706,"CASP3","P42574","ENSG00000164305"
1707,"CASP6","P55212","ENSG00000138794"
1708,"CASP7","P55210","ENSG00000165806"
1711,"ACTN1","P12814","ENSG00000072110"
1713,"ACTN4","O43707","ENSG00000130402"
1714,"NUP98","P52948","ENSG00000110713"
1715,"NUP107","P57740","ENSG00000111581"
1716,"NUP155","O75694","ENSG00000113569"
1717,"NUP214","P35658","ENSG00000126883"
1719,"TPR","P12270","ENSG00000047410"
1720,"WAPL","Q7Z5K2","ENSG00000062650"
1721,"STAG1","Q8WVM7","ENSG00000118007"
1722,"STAG2","Q8N3U4","ENSG00000101972"
1723,"RAD21","O60216","ENSG00000164754"
1724,"CTCF","P49711","ENSG00000102974"
1726,"RUVBL1","Q9Y265","ENSG00000284901"
1727,"RUVBL2","Q9Y230","ENSG00000183207"
1728,"POT1","Q9NUX5","ENSG00000128513"
1729,"TERF1","P54274","ENSG00000147601"
1730,"TERF2","Q15554","ENSG00000132604"
1731,"VPS29","Q9UBQ0","ENSG00000111237"
1733,"PGRMC1","O00264","ENSG00000101856"
1734,"CLPTM1","O96005","ENSG00000104853"
1735,"PGRMC2","O15173","ENSG00000164040"
1736,"RPL4","P36578","ENSG00000174444"
1737,"RPL13","P26373","ENSG00000167526"
1738,"RPL19","P84098","ENSG00000108298"
1739,"HNRNPH1","P31943","ENSG00000169045"
1740,"EIF3M","Q7L2H7","ENSG00000149100"
1741,"U2AF2","P26368","ENSG00000063244"
1742,"PGK1","P00558","ENSG00000102144"
1743,"UBA1","P22314","ENSG00000130985"
1744,"EDF1","O60869","ENSG00000107223"
1745,"AP2S1","P53680","ENSG00000042753"
1746,"SARS1","P49591","ENSG00000031698"
1747,"EIF2S3","P41091","ENSG00000130741"
1748,"RPS18","P62269","ENSG00000235650"
1749,"EEF1G","P26641","ENSG00000254772"
1751,"EIF4A1","P60842","ENSG00000161960"
1752,"DDX39B","Q13838","ENSG00000230624"
1753,"CNBP","P62633","ENSG00000169714"
1754,"EIF5","P55010","ENSG00000100664"
1755,"HMGB2","P26583","ENSG00000164104"
1756,"EIF3G","O75821","ENSG00000130811"
1759,"EIF3B","P55884","ENSG00000106263"
1760,"EIF4A3","P38919","ENSG00000141543"
1761,"AHCY","P23526","ENSG00000101444"
1762,"PABPC4","Q13310","ENSG00000090621"
1763,"RNF40","O75150","ENSG00000103549"
2001,"TMEM106B","Q9NUM4","ENSG00000106460"
2011,"FAM207A","Q9NSI2","ENSG00000160256"
2014,"C4orf32","Q8N8J7","ENSG00000174749"
2023,"FAM117B","Q6P1L5","ENSG00000138439"
2025,"TIA1","P31483","ENSG00000116001"
2038,"CCDC47","Q96A33","ENSG00000108588"
2039,"NCLN","Q969V3","ENSG00000125912"
73,"PTGES3","Q15185","ENSG00000110958"
74,"AGTRAP","Q6RW13","ENSG00000177674"
75,"ATG9A","Q7Z3C6","ENSG00000198925"
76,"CHM","P24386","ENSG00000188419"
78,"RAB4A","P20338","ENSG00000168118"
79,"SCAMP1","O15126","ENSG00000085365"
80,"SCAMP2","O15127","ENSG00000140497"
81,"SCAMP4","Q969E2","ENSG00000227500"
82,"SLC7A1","P30825","ENSG00000139514"
84,"STX12","Q86Y82","ENSG00000117758"
85,"VAMP3","Q15836","ENSG00000049245"
86,"VDAC1","P21796","ENSG00000213585"
87,"VDAC2","P45880","ENSG00000165637"
88,"VDAC3","Q9Y277","ENSG00000078668"
90,"UBC","P0CG48","ENSG00000150991"
91,"SACM1L","Q9NTJ5","ENSG00000211456"
92,"NUP35","Q8NFH5","ENSG00000163002"
93,"ARL6IP1","Q15041","ENSG00000170540"
96,"PSMA4","P25789","ENSG00000041357"
97,"PSMB4","P28070","ENSG00000159377"
98,"SEM1","P60896","ENSG00000127922"
99,"PSMB1","P20618","ENSG00000008018"
100,"PSMB3","P49720","ENSG00000277791"
101,"PSME3","P61289","ENSG00000131467"
102,"PSMB7","Q99436","ENSG00000136930"
103,"PSMD4","P55036","ENSG00000159352"
104,"PSMC3","P17980","ENSG00000165916"
105,"PSMD2","Q13200","ENSG00000175166"
106,"PSMB6","P28072","ENSG00000142507"
107,"PSMB5","P28074","ENSG00000100804"
1764,"PRPF19","Q9UMS4","ENSG00000110107"
1765,"SAE1","Q9UBE0","ENSG00000142230"
1766,"GNB1","P62873","ENSG00000078369"
1767,"METAP2","P50579","ENSG00000111142"
1768,"CTPS1","P17812","ENSG00000171793"
1769,"EFTUD2","Q15029","ENSG00000108883"
1770,"U2SURP","O15042","ENSG00000163714"
1771,"GSPT1","P15170","ENSG00000103342"
1773,"PPM1G","O15355","ENSG00000115241"
1774,"USP22","Q9UPT9","ENSG00000124422"
1775,"ARPC2","O15144","ENSG00000163466"
1776,"FAM50A","Q14320","ENSG00000071859"
1777,"DCTN2","Q13561","ENSG00000175203"
