,target,prey
3432079,STK24,SLMAP
3432089,STK24,STK24
3432095,STK24,STK26
3432568,STK24,STRN
3432609,STK24,ZNF569
3432676,STK24,PIK3C2A
3433118,STK25,STK25
3433217,STK25,STRN
3433386,STK25,CLCN7
3433602,STK25,PPP2R1A
3433690,STK25,STK26
3433695,STK25,STK24
3433706,STK25,SLMAP
3433839,STK25,PDCD10
3434415,STK25,MANF
3434428,STK25,AKAP9
3435006,STK25,STRN4
3435007,STK25,UBQLN4
3435079,STK25,FGFR1OP2
3435088,STK25,CTTNBP2NL
3435249,STK25,STRN3
3435309,STK25,ANGPT1
3435417,STK25,GNG2
3435922,STK25,STRIP1
3435952,STK26,STRIP1
3436077,STK26,CCDC6
3436154,STK26,HOMER1
3436207,STK26,MINK1
3436350,STK26,DYNLL1;DYNLL2
3436358,STK26,PPP2CA;PPP2CB
3436420,STK26,SRP54
3436426,STK26,ACTR3
3436427,STK26,ACTR2
3436454,STK26,GNG2
3436472,STK26,PPP2CB
3436550,STK26,CTTN
3436613,STK26,PTPN13
3436648,STK26,STRN3
3436767,STK26,FGFR1OP2
3436784,STK26,CTTNBP2NL
3436863,STK26,STRN4
3436947,STK26,HSPE1-MOB4;MOB4
3437028,STK26,STRIP2
3437237,STK26,ARPC1A
3437320,STK26,C6ORF106
3437446,STK26,ARPC5L
3437455,STK26,SIKE1
3437647,STK26,MAP4K4
3437648,STK26,CTTNBP2
3437660,STK26,ARPC4-TTLL3;ARPC4
3437847,STK26,UNNAMED
3437872,STK26,GOLGA2
3438033,STK26,PDCD10
3438096,STK26,UNNAMED
3438167,STK26,SLMAP
3438177,STK26,STK24
3438183,STK26,STK26
3438270,STK26,PPP2R1A
3438271,STK26,PPP2R1B
3438399,STK26,GLUL
3438467,STK26,CAPZA1
3438570,STK26,CAPZA2
3438571,STK26,CAPZB
3438618,STK26,ARPC5
3438621,STK26,ARPC3
3438622,STK26,ARPC2
3438623,STK26,ARPC1B
3438656,STK26,STRN
3438947,STK26,FRYL
3438953,STK26,RTN3
3441681,STK32C,STK32C
3442904,STK38L,MOB1A;MOB1B
3443138,STK38L,STK38L
3444023,STK38L,MOB2
3444989,STK38L,PEX14
3445157,STK4,MAP1S
3445299,STK4,ITPRIP
3445363,STK4,RASSF6
3445553,STK4,SPCS3
3445782,STK4,STRN3
3445783,STK4,STK4
3445815,STK4,STK3
3445855,STK4,FGFR1OP2
3445911,STK4,VAPA
3445914,STK4,ACTR3B
3445976,STK4,RASSF1
3446035,STK4,DMXL1
3446390,STK4,RASSF5;FLJ00186
3446493,STK4,RASSF4
3446579,STK4,AKAP9
3446739,STK4,SPCS2
3446796,STK4,ITPRIPL1
3446975,STK4,RASSF3
3447299,STK4,SLMAP
3447410,STK4,S100A7
3447467,STK4,HSPA5
3447553,STK4,RASSF2
3447698,STK4,MAP1B
3447790,STK4,STRN
3447947,STK4,VAPB
3448089,STK4,ATP5H
3378111,STRN3,STRIP1
3378518,STRN3,PPP2CA;PPP2CB
3378785,STRN3,STRN3
3378956,STRN3,FGFR1OP2
3379047,STRN3,STRN4
3379164,STRN3,STRIP2
3379617,STRN3,SIKE1
3379742,STRN3,MAP4K4
3379906,STRN3,CTTNBP2
3380332,STRN3,SLMAP
3380342,STRN3,STK24
3380357,STRN3,STK26
3380435,STRN3,PPP2R1A
3380821,STRN3,STRN
1712961,STT3A,RPN2
1712962,STT3A,RPN1
1713276,STT3A,STT3A
1713649,STT3A,TIA1
1714063,STT3A,KAT6A;MYST3
1714099,STT3A,DDOST
1715466,STT3A,FKBP8
1715475,STT3A,MLEC
1716068,STT3A,C4ORF32
1716433,STT3B,SUPT6H
1716576,STT3B,RNF10
1716581,STT3B,EMC1
1716643,STT3B,STT3B
1716669,STT3B,VRK2
1716984,STT3B,SIX1;SIX2
1717082,STT3B,CTC1
1717114,STT3B,DSG2
1717138,STT3B,TUSC3
1717139,STT3B,PICALM
1717162,STT3B,EMC2
1717178,STT3B,MLEC
1717187,STT3B,FKBP8
1717240,STT3B,EIF2AK3
1717252,STT3B,VAPA
1717427,STT3B,LAS1L
1717468,STT3B,DMXL1
1717685,STT3B,TONSL
1717774,STT3B,UBXN4
1717846,STT3B,CCDC47
1718072,STT3B,HIRIP3
1718194,STT3B,KAT7
1718222,STT3B,STAU2
1718402,STT3B,ANKRD17
1718554,STT3B,DDOST
1718565,STT3B,DPYSL2
1718574,STT3B,SEC23B
1718619,STT3B,KAT6A;MYST3
1718660,STT3B,MAGT1
1718694,STT3B,TOR1AIP1
1718716,STT3B,APBB1
1718752,STT3B,ZC3HAV1
1718787,STT3B,MID1;MID2
1718957,STT3B,EEF1G
1718965,STT3B,CANX
1719028,STT3B,TIA1
1719101,STT3B,MYBL2
1719145,STT3B,HSP90B1
1719163,STT3B,POR
1719208,STT3B,SSR4
1719238,STT3B,RAB2A
1719260,STT3B,EMD
1719376,STT3B,STT3A
1719396,STT3B,PGRMC2
1719400,STT3B,SPTLC1
1719423,STT3B,BACH1
1719487,STT3B,EMC8
1719567,STT3B,SCD
1719598,STT3B,PGRMC1
1719643,STT3B,SEC24B
1719690,STT3B,RPN1
1719691,STT3B,RPN2
1719747,STT3B,BUB1B
1719809,STT3B,PIAS1
659834,STX10,VAMP4
660466,STX10,NSF
661534,STX10,STX16;STX16-NPEPL1
661830,STX10,SCFD1
662235,STX10,VPS45
662760,STX10,NAPA
663177,STX10,VAMP3;VAMP2
663305,STX10,STX10
529836,STX12,STX6
529847,STX12,ATP9A
529921,STX12,TFRC
529957,STX12,SNAP29
529969,STX12,AHSA1
530014,STX12,SNAP23
530125,STX12,LAMTOR5
530240,STX12,ATP6V1A
530272,STX12,ATP6V0C
530346,STX12,RAB5C
530411,STX12,NSF
530464,STX12,IGF2R
530689,STX12,PTTG1IP
530708,STX12,LMBRD1
530789,STX12,VAMP8
530881,STX12,PTGES3
530930,STX12,ATP11C
530953,STX12,SCAMP1
530990,STX12,KIAA1279
531469,STX12,VPS28
531511,STX12,ATP6V1G2-DDX39B;ATP6V1G2;ATP6V1G1
531608,STX12,NAPG
531645,STX12,SLC6A15
531669,STX12,RPAP3
531974,STX12,STX8
532091,STX12,ENPP4
532149,STX12,ATP6V0A2
532328,STX12,VTI1B
532446,STX12,FKBP5
532662,STX12,RAB14
532666,STX12,RAB2A
532692,STX12,VAMP7
532705,STX12,NAPA
532762,STX12,FKBP4
532946,STX12,STX12
533118,STX12,RAB11B
533121,STX12,VAMP3;VAMP2
533249,STX12,STX10
663353,STX16,STX10
663894,STX16,NAPA
664138,STX16,BNIP1
664290,STX16,STX18
664419,STX16,VPS45
664813,STX16,SCFD1
665120,STX16,STX16;STX16-NPEPL1
666188,STX16,NSF
666464,STX16,ZW10
666765,STX16,STX6
666865,STX18,SEC22B
667043,STX18,SNAP29
667118,STX18,PGRMC1
667223,STX18,ZW10
667499,STX18,NSF
667747,STX18,NBAS
668269,STX18,STIM1
668324,STX18,SRPRB
668915,STX18,SCFD2
668917,STX18,SCFD1
669034,STX18,TBC1D20
669039,STX18,RNF25
669373,STX18,STX18
669464,STX18,USE1
669479,STX18,TECR
669564,STX18,BNIP1
669792,STX18,NAPA
670295,STX18,RINT1
670854,STX2,STX2
671012,STX2,NSF
671582,STX2,STXBP1
673722,STX2,STXBP2
4222869,STX3,SNAP23
4222957,STX3,ZW10
4223125,STX3,NSF
4223404,STX3,NBAS
4223665,STX3,STXBP1
4224274,STX3,SCFD1
4224650,STX3,STX18
4224715,STX3,USE1
4224749,STX3,BNIP1
4224813,STX3,STX3
4224970,STX3,NAPA
4225339,STX3,STXBP2
4225365,STX3,RINT1
673892,STX5,SEC22B
673894,STX5,VAMP4
674070,STX5,SNAP29
674201,STX5,ASNA1
674205,STX5,YKT6
674527,STX5,NSF
674962,STX5,BET1L
675089,STX5,GOSR2
675352,STX5,SRPRB
675891,STX5,SCFD1
676066,STX5,RNF25
676349,STX5,TMEM165
676526,STX5,STX5
676617,STX5,GALNT2
676782,STX5,RAB2A
676821,STX5,NAPA
676972,STX5,HS2ST1
677222,STX5,SFT2D3
4163883,STX6,SNAP23
4163903,STX6,STX6
4164116,STX6,NSF
4164351,STX6,PTTG1IP
4164900,STX6,STX16;STX16-NPEPL1
4165177,STX6,OSBPL6
4165288,STX6,SCFD1
4165578,STX6,VPS45
4165796,STX6,SEMG2
4165984,STX6,NAPA
4166112,STX6,STX12
4166252,STX6,CKAP2L
4166344,STX6,VAMP3;VAMP2
4166423,STX6,SURF4
677407,STX7,STX10
677484,STX7,AP1AR
677534,STX7,VAMP3;VAMP2
677537,STX7,RAB11B
677648,STX7,WDFY1
677795,STX7,STX12
677949,STX7,NAPA
678016,STX7,RAB14
678043,STX7,RAB2A
678327,STX7,VTI1B
678336,STX7,LAMTOR3
678446,STX7,TMEM184C
678450,STX7,ARL8B
678681,STX7,STX8
678850,STX7,SVIP
678977,STX7,SLC39A8
679010,STX7,SLC6A15
679048,STX7,NAPG
679148,STX7,ATP6V1G2-DDX39B;ATP6V1G2;ATP6V1G1
679316,STX7,ACP2
679706,STX7,SCAMP1
679868,STX7,VAMP8
679997,STX7,PTTG1IP
680114,STX7,M6PR
680192,STX7,IGF2R
680272,STX7,NSF
680309,STX7,RAB5C
680565,STX7,STX7
680645,STX7,SNAP23
680701,STX7,SNAP29
680792,STX7,TFRC
680879,STX7,VAMP4
681057,STX8,VAMP3;VAMP2
681154,STX8,STX12
681472,STX8,NAPA
681850,STX8,VTI1B
682204,STX8,STX8
682418,STX8,SCFD1
682940,STX8,SRPRB
683386,STX8,VAMP8
683487,STX8,PTTG1IP
683764,STX8,NSF
684219,STX8,SNAP29
684374,STX8,ZMPSTE24
684397,STX8,VAMP4
2553070,SUPT16H,SSRP1
2553404,SUPT16H,SUPT16H
2554268,SUPT16H,MMS22L
2554632,SUPT16H,CCDC82
2555314,SUPT16H,ATRX
1988787,SUPT5H,PRPF8
1988795,SUPT5H,CTR9
1988814,SUPT5H,INTS3
1988824,SUPT5H,SMEK1
1988834,SUPT5H,CDC73
1988866,SUPT5H,WDR82
1988887,SUPT5H,INTS8
1988888,SUPT5H,SUPT6H
1988899,SUPT5H,CRNKL1
1988948,SUPT5H,RPRD2
1988999,SUPT5H,CPSF3L
1989035,SUPT5H,ZNF655
1989038,SUPT5H,PAF1
1989054,SUPT5H,ATL2
1989055,SUPT5H,CT45A3;CT45A1;CT45A2;CT45A9;CT45A8;CT45A7;CT45A10;CT45A5;CT45A6
1989073,SUPT5H,LEO1
1989174,SUPT5H,INTS1
1989274,SUPT5H,SSRP1
1989305,SUPT5H,NCBP1
1989337,SUPT5H,POLR2G
1989341,SUPT5H,PPP2CB
1989352,SUPT5H,POLR2L
1989404,SUPT5H,ERH
1989425,SUPT5H,SUPT4H1
1989433,SUPT5H,CSNK2A1;CSNK2A3
1989442,SUPT5H,TERF2
1989561,SUPT5H,DDX39B
1989602,SUPT5H,SAFB2
1989622,SUPT5H,EFTUD2
1989779,SUPT5H,INIP
1989808,SUPT5H,RPRD1B
1989840,SUPT5H,PPP4R2
1989854,SUPT5H,INTS9
1989858,SUPT5H,INTS7
1989866,SUPT5H,INTS10
1989891,SUPT5H,SUPT16H
1989897,SUPT5H,RBM8A
1989937,SUPT5H,ACIN1
1989952,SUPT5H,NELFCD;TH1L
1990026,SUPT5H,INTS6
1990117,SUPT5H,INTS4
1990151,SUPT5H,IWS1
1990177,SUPT5H,C7ORF26
1990192,SUPT5H,PPP1R10
1990229,SUPT5H,PHF3
1990232,SUPT5H,NELFB
1990273,SUPT5H,SNRNP40
1990303,SUPT5H,MAGOHB
1990312,SUPT5H,PNN
1990317,SUPT5H,NELFA
1990345,SUPT5H,INTS2
1990588,SUPT5H,SCAF11
1990689,SUPT5H,ZC3H18
1990691,SUPT5H,POLR2D
1990702,SUPT5H,BCLAF1
1990729,SUPT5H,CAP2
1990752,SUPT5H,RNPS1
1990799,SUPT5H,PPP4C
1990821,SUPT5H,DDX5
1990849,SUPT5H,EIF4A3
1990875,SUPT5H,PHF8
1990913,SUPT5H,ASUN
1990996,SUPT5H,POLR2J3;POLR2J;POLR2J2
1991048,SUPT5H,DDX26B
1991055,SUPT5H,DDX17
1991076,SUPT5H,THOC1
1991085,SUPT5H,INTS12
1991107,SUPT5H,TAF15
1991200,SUPT5H,POLR2B
1991285,SUPT5H,NABP2
1991308,SUPT5H,POLR2A
1991325,SUPT5H,THRAP3
1991369,SUPT5H,VWA9
1991495,SUPT5H,PPP2R1A
1991497,SUPT5H,PPP2R1B
1991577,SUPT5H,NELFE
1991582,SUPT5H,POLR2C
1991583,SUPT5H,POLR2E
1991623,SUPT5H,NCBP2
1991641,SUPT5H,POLR2K
1991705,SUPT5H,ATP1B3
1991930,SUPT5H,SART1
1992030,SUPT5H,ZC3H4
1992051,SUPT5H,SUPT5H
1992120,SUPT5H,HNRNPC
1992170,SUPT5H,PHF2
1992222,SUPT5H,TOX4;TOX3;TOX2;TOX
1992236,SUPT5H,SCAF4
1992252,SUPT5H,SNRNP200
4627257,SVIL,SVIL
94979,SYAP1,MED25
95255,SYAP1,GPR107
95747,SYAP1,TM9SF2
96045,SYAP1,SYAP1
97133,SYAP1,ATAD1
97174,SYAP1,SCYL3
4664624,SYNE3,PRPF40A
449187,SYVN1,GATAD2A
449788,SYVN1,OS9
451014,SYVN1,SEL1L
451763,SYVN1,HSPA5
451965,SYVN1,HSPA4
4343651,TAF1,TAF4
4345388,TAF1,TAF9B
4345524,TAF1,CHD3
586115,TAF12,TAF9
586139,TAF12,TAF12
586392,TAF12,TADA2B
586725,TAF12,SF3B3
586737,TAF12,TAF5
586866,TAF12,TAF10
586995,TAF12,ZDBF2
587043,TAF12,TAF9B
587104,TAF12,TRRAP
587202,TAF12,TAF6L
587329,TAF12,TADA1
587406,TAF12,CCDC101
587409,TAF12,NRBF2
587432,TAF12,KAT2A
587485,TAF12,KAT2B
587727,TAF12,SF3B5
587834,TAF12,MON2
587849,TAF12,ATL3
587861,TAF12,SUPT20H
588262,TAF12,ATXN7
589105,TAF12,TAF4
589227,TAF12,TAF6
589293,TAF12,NPC1
589331,TAF12,SUPT7L
589387,TAF12,WHSC1
589506,TAF12,TAF5L
589507,TAF12,TADA3
589511,TAF12,SUPT3H
3448681,TAOK1,RASSF2
3448815,TAOK1,S100A7
3450822,TAOK1,TAOK1
3451726,TAOK2,MAPRE1
3452213,TAOK2,TAOK2
3453100,TAOK2,HIST1H2AJ;HIST1H2AH;HIST1H2AD;HIST1H2AG;H2AFJ
3453493,TAOK2,S100A7
4386503,TARDBP,PSMD1
4387683,TARDBP,TARDBP;TDP43
97533,TATDN3,TATDN3
97973,TATDN3,HSPA2
99282,TATDN3,RAD50
213499,TBP,TAF3
213519,TBP,TAF9
213567,TBP,TAF12
213572,TBP,TBP
213598,TBP,TAF1B
213851,TBP,POLR2L
213911,TBP,DR1
213959,TBP,POLR2K
213989,TBP,MNAT1
214009,TBP,GTF2A1
214139,TBP,TAF5
214141,TBP,TAF7
214144,TBP,TAF1A
214200,TBP,TAF10
214264,TBP,TARDBP;TDP43
214322,TBP,POLR3B
214447,TBP,TAF9B
214519,TBP,POLR3H
214733,TBP,TADA1
214759,TBP,BRF1
214953,TBP,FAM192A;NIP30
215001,TBP,POLR3F
215121,TBP,POLR3C
215200,TBP,DRAP1
215373,TBP,POLR2D
215618,TBP,BDP1
215676,TBP,POLR1C
215880,TBP,POLR2B
215900,TBP,POLR3G
216019,TBP,POLR2A
216101,TBP,POLR2E
216119,TBP,BRD2
216124,TBP,MSN
216144,TBP,TAF1;TAF1L
216473,TBP,GTF2F1
216497,TBP,POLR3A
216515,TBP,TAF4
216525,TBP,BTAF1
216620,TBP,TAF4B
216638,TBP,TAF6
216677,TBP,PSME3
216704,TBP,POLR3D
216741,TBP,SUPT7L
216896,TBP,CRCP
216919,TBP,TADA3
216920,TBP,TAF5L
4547104,TCF25,TCF25
4547268,TCF25,USP9X
4547373,TCF25,GPRASP2
1993091,TCOF1,TCOF1
1328674,TDP1,APTX
1329672,TDP1,TDP1
1331405,TDP1,XRCC1
1331554,TDP1,LIG3
1331633,TDP1,NUP153
1331988,TDP1,POLB
3899437,TERF2,PCM1
3899449,TERF2,TPP2
3899800,TERF2,TINF2
3900869,TERF2,TERF2IP
3901029,TERF2,TERF2
3901076,TERF2,LBR
217059,TFRC,TFRC
217561,TFRC,IREB2
4467962,TGFBRAP1,VPS11
4468322,TGFBRAP1,RPL32
4468563,TGFBRAP1,VPS16
4468658,TGFBRAP1,TGFBRAP1
4468730,TGFBRAP1,VPS33A
1014735,TIAM1,TIAM1
1602167,TJP1,TJP1
1603591,TJP1,TJP2
1603846,TJP1,ANGPT1
1605693,TJP2,TJP1
1605722,TJP2,MAGI1
1606044,TJP2,BCKDK
1606677,TJP2,PGAM5
1607006,TJP2,BIN3
1607083,TJP2,TJP2
1607353,TJP2,KIF14
1607943,TJP2,GTF2H5
3454332,TLK2,H1F0
3456192,TLK2,TLK1
3456830,TLK2,DYNLL1;DYNLL2
3456905,TLK2,TLK2
2100185,TMA16,MRPS15
2101305,TMA16,TNPO1
2102014,TMA16,TMA16
2102836,TMA16,HK2
2103041,TMA16,TNPO2
4470798,TMCO1,TMCO1
4471180,TMCO1,C20ORF24
4472376,TMCO1,PGRMC1
220456,TMED10,SURF4
220478,TMED10,DPM1
220521,TMED10,GLT8D1
220598,TMED10,RAB11B
220645,TMED10,VMA21
220717,TMED10,XXYLT1
220757,TMED10,TMEM57
220759,TMED10,CISD2
220760,TMED10,JAGN1
220762,TMED10,PARP16
220763,TMED10,TMEM251
220797,TMED10,CASC4
220828,TMED10,TMED4
220862,TMED10,HS2ST1
220881,TMED10,RAB1A
220900,TMED10,GNG5
221018,TMED10,ALDH3A2
221043,TMED10,SLC12A2
221051,TMED10,RAB2A
221053,TMED10,RAB10
221055,TMED10,RAB14
221138,TMED10,LBR
221160,TMED10,TMED2
221208,TMED10,ARFRP1
221217,TMED10,GALNT2
221224,TMED10,ASPH
221270,TMED10,TMED1
221323,TMED10,QPCTL
221339,TMED10,TECR
221425,TMED10,VAPA
221440,TMED10,PREB
221443,TMED10,JPH1
221457,TMED10,METTL7A
221461,TMED10,GORASP2
221523,TMED10,ITM2C
221562,TMED10,TMED3
221567,TMED10,LEMD3
221584,TMED10,TMED5
221599,TMED10,ARHGAP19
221604,TMED10,RAB3A
221625,TMED10,UBIAD1
221695,TMED10,MOSPD1
221728,TMED10,PA2G4
221731,TMED10,TMCO1
221761,TMED10,LRRC59
221773,TMED10,NSUN4
221777,TMED10,FAF2
221823,TMED10,CDK5RAP3
221825,TMED10,TMX3
221875,TMED10,SPPL3
221885,TMED10,GPX8
221917,TMED10,SLC30A5
221937,TMED10,PIGK
221948,TMED10,FAM3C
221957,TMED10,SCFD1
221974,TMED10,CYP20A1
222068,TMED10,BLZF1
222072,TMED10,LMAN2L
222079,TMED10,TMX1
222130,TMED10,PIGS
222136,TMED10,OSBPL9
222158,TMED10,C20ORF24
222162,TMED10,TMED9
222197,TMED10,SSR4
222227,TMED10,WLS
222310,TMED10,PIGG
222340,TMED10,SEC31A
222377,TMED10,YIF1A
222416,TMED10,OSBPL8
222430,TMED10,HACD3
222479,TMED10,SRPRB
222560,TMED10,ZDHHC3
222667,TMED10,TMED7-TICAM2;TMED7
222822,TMED10,DDRGK1
222870,TMED10,STEAP3
222895,TMED10,ATP2C1
222900,TMED10,SLC30A6
222919,TMED10,SEC22A
222925,TMED10,RABL3
222949,TMED10,EPT1
223001,TMED10,SSR1
223011,TMED10,RAB2B
223079,TMED10,POR
223331,TMED10,TMPO
223357,TMED10,EMD
223369,TMED10,RAB5C
223376,TMED10,TMED10
223434,TMED10,MSN
223449,TMED10,CANX
223485,TMED10,TIMP3
223493,TMED10,MAN1A1
223537,TMED10,RAB29
223546,TMED10,PGRMC1
223589,TMED10,EMC8
223593,TMED10,B4GAT1
223666,TMED10,DNAJB12
223740,TMED10,VAPB
223768,TMED10,JTB
223776,TMED10,UFL1
223836,TMED10,CYB5R3
223843,TMED10,CYB5A
223870,TMED10,MAN1A2
223949,TMED10,GPC4
4388353,TMED2,NAN
4388432,TMED2,SEC22B
4388595,TMED2,PGRMC1
4388617,TMED2,CALU
4388633,TMED2,B4GAT1
4388645,TMED2,BUB1B
4388649,TMED2,MAN1A2
4388779,TMED2,MAN1A1
4388797,TMED2,TMED10
4389143,TMED2,LMAN2
4389156,TMED2,RABL3
4389192,TMED2,STEAP3
4389263,TMED2,TMED7-TICAM2;TMED7
4389435,TMED2,NDUFB10
4389585,TMED2,RAB1B;RAB1C
4389761,TMED2,ERP44
4389778,TMED2,DIDO1
4389783,TMED2,TMED9
4389850,TMED2,TMX1
4389913,TMED2,LMAN2L
4390005,TMED2,SCFD1
4390146,TMED2,PA2G4
4390243,TMED2,TMED5
4390475,TMED2,GALNT2
4390609,TMED2,TMED1
4390667,TMED2,RAB2A
4390796,TMED2,RAB1A
4390848,TMED2,TMED4
4391040,TMED2,TMED2
4391041,TMED2,RCN1
4391095,TMED2,RAB18
4391109,TMED2,GLT8D1
4391133,TMED2,NAN
4391140,TMED2,SURF4
4472774,TMEM147,SFT2D3
4472941,TMEM147,KTN1
4473011,TMEM147,RPS23
4473015,TMEM147,RPS8
4473045,TMEM147,RPL38
4473109,TMEM147,SPCS3
4473133,TMEM147,MARS
4473740,TMEM147,CCDC47
4474111,TMEM147,RPL32
4474223,TMEM147,NOMO3;NOMO1;NOMO2
4475060,TMEM147,RPL22
4475194,TMEM147,NCLN
4392464,TMEM192,MYO1B
4392545,TMEM192,ACTR6
4392865,TMEM192,PWWP2A
4393784,TMEM192,TMEM192
4667429,TMEM63B,SLC19A2
4667436,TMEM63B,PRPF40A
4667519,TMEM63B,TMEM63B
4667697,TMEM63B,RBM25
4668806,TMEM63B,SUB1
101205,TMEM87A,TMEM87A
102122,TMEM87A,ARFGEF1
3634191,TMPO,TMPO
3635736,TMPO,FAM50B
3707256,TNPO1,RANGAP1
3707287,TNPO1,FUS
3707341,TNPO1,KPNA2
3707343,TNPO1,HNRNPA3
3707378,TNPO1,RANBP2
3707379,TNPO1,NUP153
3707573,TNPO1,HNRNPA2B1
3707786,TNPO1,FAM207A
3708010,TNPO1,TMA16
3708071,TNPO1,SIK3
3708092,TNPO1,CLIP1
3708154,TNPO1,UBE2I
3708265,TNPO1,ALYREF
3708320,TNPO1,HNRNPA1;HNRNPA1L2
3708335,TNPO1,QKI
3708400,TNPO1,KIFC1
3708670,TNPO1,C5ORF30
3708728,TNPO1,TNPO1
3708808,TNPO1,DCTN4
3708846,TNPO1,NUP50
3709206,TNPO1,HNRNPD
3709210,TNPO1,HNRNPA0
3709279,TNPO1,KPNB1
3709530,TNPO1,HEATR3
3709892,TNPO1,PRR14L
3709938,TNPO3,RBM26
3710369,TNPO3,TRA2B
3710486,TNPO3,DHX8
3710510,TNPO3,ZNF638
3710744,TNPO3,RBM27
3710771,TNPO3,NCOA5
3710796,TNPO3,LUC7L
3710896,TNPO3,SRSF9
3711149,TNPO3,CACTIN
3711298,TNPO3,CXORF56
3711372,TNPO3,DIDO1
3711507,TNPO3,SCAF11
3711735,TNPO3,CPSF6
3711990,TNPO3,TNPO3
3712089,TNPO3,HCFC1
3712409,TNPO3,CLK3
3712434,TNPO3,MFAP1
3712439,TNPO3,ACLY
3712610,TNPO3,NUDT21
3712658,TNPO3,CIRBP
3712902,TNPO3,PCF11
3712906,TNPO3,SCAF4
4548874,TOLLIP,CLTC
4549449,TOLLIP,MYO6
4549889,TOLLIP,TOM1L2
4550087,TOLLIP,KIAA0368;ECM29
4550120,TOLLIP,TOM1L1
4550454,TOLLIP,TOLLIP
4550699,TOLLIP,CLTA
4551098,TOLLIP,TOM1
104670,TOMM20A,RHOT1
105039,TOMM20A,HK2
105051,TOMM20A,RAB2A
105163,TOMM20A,TOMM20
105414,TOMM20A,TOMM7
105481,TOMM20A,PLGRKT
105539,TOMM20A,TOMM22
105614,TOMM20A,TIMM17B
105716,TOMM20A,VDAC3
105921,TOMM20A,GDAP1
106566,TOMM20A,TOMM5
106818,TOMM20A,VDAC2
106923,TOMM20A,CHCHD3
107177,TOMM20A,HK1
107183,TOMM20A,VDAC1
107600,TOMM20A,TIMM44
107830,TOMM20A,TOMM40
107838,TOMM20A,CYB5R3
107897,TOMM20A,OPA1
111291,TOMM70A,TOMM70A
111347,TOMM70A,TOMM40
111420,TOMM70A,CPNE3
1332107,TOP1,BCAS2
1332110,TOP1,EIF3J
1332116,TOP1,SNRNP200
1332123,TOP1,PRPF6
1332131,TOP1,SCAF4
1332138,TOP1,PCF11
1332144,TOP1,TOX4;TOX3;TOX2;TOX
1332147,TOP1,MTA2
1332149,TOP1,BANF1
1332158,TOP1,PQBP1
1332169,TOP1,SYNCRIP
1332192,TOP1,H2AFY
1332237,TOP1,SNRNP70
1332245,TOP1,HNRNPC
1332252,TOP1,P4HB
1332257,TOP1,POLB
1332261,TOP1,STAU1
1332306,TOP1,ACTL6A
1332316,TOP1,SUPT5H
1332325,TOP1,DDX39A
1332329,TOP1,SNRPA
1332337,TOP1,ZC3H4
1332346,TOP1,ARID1A
1332354,TOP1,PSMD14
1332359,TOP1,SAP18
1332387,TOP1,YTHDC1
1332390,TOP1,SUZ12
1332407,TOP1,EIF3K
1332431,TOP1,PRPF3
1332432,TOP1,HNRNPR
1332438,TOP1,SART1
1332443,TOP1,PRPF4
1332451,TOP1,PLRG1
1332453,TOP1,SMARCA5
1332454,TOP1,PRPSAP2
1332464,TOP1,AKAP8
1332482,TOP1,HNRNPDL
1332498,TOP1,TCERG1
1332522,TOP1,TRIM24
1332532,TOP1,SNRPC
1332564,TOP1,YLPM1
1332565,TOP1,MCM2
1332589,TOP1,FEN1
1332625,TOP1,SKIV2L2
1332633,TOP1,BUD31
1332638,TOP1,RFC5
1332654,TOP1,BRPF1
1332658,TOP1,MFAP1
1332707,TOP1,SMARCA4
1332722,TOP1,HNRNPA3
1332724,TOP1,HNRNPM
1332728,TOP1,POLR2K
1332736,TOP1,LIG3
1332742,TOP1,MSH6
1332746,TOP1,NCBP2
1332751,TOP1,RFC1
1332752,TOP1,RFC4
1332766,TOP1,HNRNPL
1332784,TOP1,POLR2E
1332785,TOP1,POLR2C
1332788,TOP1,XRCC1
1332791,TOP1,SON
1332804,TOP1,P4HA1
1332806,TOP1,XRCC5
1332821,TOP1,H2AFZ;H2AFV
1332823,TOP1,PARP1
1332834,TOP1,XRCC6
1332846,TOP1,PCNA
1332847,TOP1,PRPS2
1332853,TOP1,TOP2A
1332854,TOP1,TOP1
1332872,TOP1,PPP2R1B
1332895,TOP1,MCM7
1332926,TOP1,SFPQ
1332928,TOP1,HNRNPA2B1
1332941,TOP1,MCM3
1332990,TOP1,HCFC1
1333005,TOP1,EIF3H
1333007,TOP1,JMJD6
1333020,TOP1,NHP2L1
1333032,TOP1,RBM15
1333036,TOP1,PRPF40A
1333041,TOP1,MCM4
1333042,TOP1,THRAP3
1333059,TOP1,POLR2A
1333061,TOP1,NIPBL
1333077,TOP1,ADAR
1333086,TOP1,PPIH
1333098,TOP1,SETD2
1333121,TOP1,HNRNPAB
1333155,TOP1,ILF2
1333167,TOP1,POLR2B
1333179,TOP1,USP39
1333218,TOP1,PPP1R8
1333226,TOP1,SMARCA1
1333227,TOP1,ZNF326
1333252,TOP1,CTNNBL1
1333259,TOP1,TAF15
1333291,TOP1,THOC1
1333294,TOP1,INTS12
1333312,TOP1,DDX17
1333320,TOP1,HNRNPU
1333370,TOP1,SRCAP
1333371,TOP1,POLR2J3;POLR2J;POLR2J2
1333373,TOP1,SNRPF
1333384,TOP1,DHX16
1333387,TOP1,GATAD2B
1333388,TOP1,PHF14
1333404,TOP1,MATR3
