,target,prey
3078393,SRP72,PRRC2C
3078405,SRP72,RPS24
3078406,SRP72,STAU2
3078409,SRP72,RPL26L1;RPL26
3078462,SRP72,RPL27A
3078515,SRP72,RPL13
3078540,SRP72,RPL23A
3078543,SRP72,RPS17
3078567,SRP72,NOMO3;NOMO1;NOMO2
3078604,SRP72,SRPRB
3078614,SRP72,RPS3A
3078630,SRP72,RPL18
3078643,SRP72,RPSA
3078656,SRP72,RPL32
3078690,SRP72,ATXN2
3078699,SRP72,EIF2S1
3078732,SRP72,RPL9
3078808,SRP72,C4ORF29
3078866,SRP72,RPL17;RPL17-C18ORF32
3079001,SRP72,PABPC4
3079007,SRP72,EIF3H
3079017,SRP72,SEC61A1
3079034,SRP72,RPS27L
3079043,SRP72,RPL31
3079045,SRP72,RPL24
3079079,SRP72,SSR3
3079085,SRP72,RPL37A
3079086,SRP72,SSR1
3079131,SRP72,RPL29
3079211,SRP72,EIF2S2
3079235,SRP72,NCL
3079254,SRP72,RPL35A
3079256,SRP72,RPL7
3079297,SRP72,RPS3
3079311,SRP72,RPS12
3079325,SRP72,SRP19
3079354,SRP72,EIF4E
3079377,SRP72,SRPR
3079397,SRP72,DARS
3079404,SRP72,RPS2
3079427,SRP72,PABPC1;PABPC3
3079435,SRP72,CKMT1A;CKMT1B
3079441,SRP72,RPL12
3079446,SRP72,QARS
3079454,SRP72,PRRC2A
3079461,SRP72,RPL34
3079492,SRP72,RPL5
3079493,SRP72,RPL21
3079494,SRP72,RPL28
3079495,SRP72,RPS9
3079496,SRP72,RPS5
3079500,SRP72,SRP9
3079553,SRP72,FXR1
3079578,SRP72,RPL22
3079637,SRP72,RPS27
3079642,SRP72,RPL35
3079646,SRP72,EIF2S3;EIF2S3L
3079655,SRP72,RPL4
3079666,SRP72,RPS19
3079667,SRP72,RPL3
3079671,SRP72,RPL13A;RPL13A
3079776,SRP72,EIF3D
3079817,SRP72,EIF3G
3079854,SRP72,RPS15
3079896,SRP72,EIF3K
3079937,SRP72,STAU1
3079973,SRP72,TOP3B
3079992,SRP72,RPLP1
3079993,SRP72,RPLP2
3079994,SRP72,RPLP0;RPLP0P6
3080089,SRP72,SRP72
3080101,SRP72,EIF3J
1908454,SRP9,RSBN1L
1908456,SRP9,CTR9
1908461,SRP9,LARP1
1908471,SRP9,CDC73
1908492,SRP9,C3ORF17
1908493,SRP9,DHX57
1908499,SRP9,MEPCE
1908500,SRP9,CENPQ
1908521,SRP9,NUFIP2
1908522,SRP9,EIF3M
1908523,SRP9,DHX30
1908525,SRP9,SND1
1908541,SRP9,USP34
1908546,SRP9,LARP4
1908549,SRP9,SUPT6H
1908551,SRP9,DHX29
1908556,SRP9,PRRC2B
1908564,SRP9,CDK11A
1908570,SRP9,HP1BP3
1908573,SRP9,NOL9
1908589,SRP9,RPL39P5;RPL39
1908616,SRP9,RPL11
1908644,SRP9,CDC16
1908651,SRP9,ANP32E
1908686,SRP9,FAM98A
1908689,SRP9,SERBP1
1908699,SRP9,PAF1
1908703,SRP9,ASCC1
1908734,SRP9,LEO1
1908735,SRP9,RPS21
1908740,SRP9,UTP15
1908765,SRP9,DDX54
1908767,SRP9,BRIX1
1908769,SRP9,HEATR3
1908783,SRP9,DDX42
1908818,SRP9,KTN1
1908838,SRP9,ASCC3
1908873,SRP9,FTSJ3
1908881,SRP9,EIF4G1
1908894,SRP9,EXOSC9
1908907,SRP9,TOP2B
1908909,SRP9,MPP1
1908932,SRP9,DHX9
1908937,SRP9,DLG1
1908961,SRP9,TRIM26
1908964,SRP9,NSUN2
1908989,SRP9,RPL19
1908990,SRP9,RPS13
1908991,SRP9,RPS11
1908993,SRP9,SNRPD1
1908994,SRP9,SNRPD2
1908997,SRP9,RPL7A
1909001,SRP9,RPS4X
1909005,SRP9,RPS6
1909009,SRP9,RPS25
1909010,SRP9,RPS26
1909011,SRP9,RPS28
1909013,SRP9,RPS18
1909018,SRP9,RPL15
1909020,SRP9,RPL27
1909026,SRP9,UFM1
1909031,SRP9,RPS7
1909036,SRP9,RPS8
1909037,SRP9,RPS15A
1909038,SRP9,RPS16
1909043,SRP9,RPL10A
1909071,SRP9,RPL8
1909084,SRP9,GNB2L1
1909101,SRP9,SKIV2L
1909146,SRP9,SF3B3
1909163,SRP9,LARP7
1909172,SRP9,PDCD4
1909189,SRP9,KNOP1
1909199,SRP9,TSR1
1909221,SRP9,GNL2
1909224,SRP9,EXOSC2
1909238,SRP9,EIF3I
1909250,SRP9,SF3B2
1909266,SRP9,RRP1B
1909291,SRP9,EIF3A
1909299,SRP9,EIF4A2
1909318,SRP9,CALCOCO1
1909327,SRP9,RRBP1
1909354,SRP9,IGF2BP1
1909361,SRP9,MPP6
1909380,SRP9,HERC5
1909394,SRP9,ANAPC4
1909419,SRP9,SRP68
1909456,SRP9,EXOSC4
1909490,SRP9,LYAR
1909501,SRP9,PPP4R2
1909509,SRP9,LIN7C
1909526,SRP9,DDX18
1909531,SRP9,SDAD1
1909544,SRP9,LAS1L
1909552,SRP9,SUPT16H
1909569,SRP9,SF3B6
1909580,SRP9,RPL36
1909605,SRP9,WDR18
1909609,SRP9,RPL10
1909627,SRP9,GPC6
1909650,SRP9,NOB1
1909661,SRP9,NOL7
1909724,SRP9,EIF3L
1909728,SRP9,DIMT1
1909739,SRP9,PA2G4
1909774,SRP9,ZFR
1909812,SRP9,IWS1
1909864,SRP9,LARP4B
1909869,SRP9,ANP32B
1909883,SRP9,GLG1
1909884,SRP9,UPF1
1909905,SRP9,H1FX
1909926,SRP9,CCDC124
1909929,SRP9,NMD3
1909937,SRP9,ZBTB10
1909958,SRP9,ZNF622
1909970,SRP9,EIF3C;EIF3CL
1909991,SRP9,YTHDC2
1910001,SRP9,LSG1
1910014,SRP9,ANAPC1
1910029,SRP9,CLSPN
1910083,SRP9,LLPH
1910106,SRP9,C7ORF50
1910129,SRP9,MYBBP1A
1910144,SRP9,GTPBP4
1910170,SRP9,GNL3
1910175,SRP9,DDA1
1910182,SRP9,SRRT
1910198,SRP9,CCDC53
1910200,SRP9,ANAPC5
1910211,SRP9,C12ORF43
1910229,SRP9,FAU
1910252,SRP9,TARBP2
1910256,SRP9,OSBPL8
1910271,SRP9,RPL6
1910289,SRP9,RPS10;RPS10-NUDT3
1910305,SRP9,RPS24
1910310,SRP9,PELP1
1910320,SRP9,EIF4B
1910336,SRP9,RPL26L1;RPL26
1910338,SRP9,MTDH
1910344,SRP9,RPL14
1910346,SRP9,PRRC2C
1910353,SRP9,POLR2D
1910361,SRP9,RPL27A
1910401,SRP9,NOP14
1910408,SRP9,PNO1
1910412,SRP9,RPL13
1910420,SRP9,RPL23A
1910438,SRP9,SRPK1
1910453,SRP9,HNRNPUL2-BSCL2;HNRNPUL2
1910461,SRP9,EBNA1BP2
1910481,SRP9,CASC3
1910484,SRP9,TEFM
1910488,SRP9,NOMO3;NOMO1;NOMO2
1910492,SRP9,GPC1
1910495,SRP9,SRPRB
1910502,SRP9,C17ORF80
1910510,SRP9,FAM195B
1910511,SRP9,EIF4A3
1910550,SRP9,RPSA
1910563,SRP9,RPL18
1910576,SRP9,ATXN2
1910584,SRP9,EIF2S1
1910586,SRP9,DICER1
1910594,SRP9,SRP14
1910595,SRP9,HADHA
1910610,SRP9,ANKRD17
1910624,SRP9,VCAN
1910656,SRP9,SNRPF
1910672,SRP9,RSBN1
1910689,SRP9,CHD8
1910709,SRP9,HNRNPU
1910745,SRP9,RPL17;RPL17-C18ORF32
1910824,SRP9,SLC4A1AP
1910854,SRP9,WASH3P;WASH2P;WASH6P;WASH1;WASH4P
1910863,SRP9,RPL37A
1910873,SRP9,ILF2
1910898,SRP9,SSR3
1910903,SRP9,SDC3
1910910,SRP9,RPL9
1910911,SRP9,RPS3A
1910924,SRP9,RPL24
1910949,SRP9,RPL31
1910950,SRP9,RPS27L
1910952,SRP9,SEC61A1
1910956,SRP9,SART3
1910970,SRP9,POLR2A
1910981,SRP9,ADAR
1910984,SRP9,BLM
1911024,SRP9,EIF3H
1911058,SRP9,PPAN;PPAN-P2RY11
1911070,SRP9,DDX6
1911072,SRP9,EEF1G
1911107,SRP9,RPS3
1911172,SRP9,EIF2S2
1911184,SRP9,PABPC1;PABPC3
1911189,SRP9,TPR
1911204,SRP9,SNRPA1
1911236,SRP9,RPL7
1911243,SRP9,NCL
1911244,SRP9,POLR2C
1911271,SRP9,RPS2
1911279,SRP9,RFC4
1911281,SRP9,RFC1
1911323,SRP9,SSR4
1911332,SRP9,HNRNPA3
1911338,SRP9,SEC61G
1911340,SRP9,EIF3E
1911344,SRP9,EIF4A1
1911345,SRP9,RPS20
1911352,SRP9,SRP54
1911373,SRP9,HADHB
1911381,SRP9,EIF3B
1911385,SRP9,MARS
1911394,SRP9,EIF2S3;EIF2S3L
1911400,SRP9,IARS
1911411,SRP9,RBM34
1911415,SRP9,RPL13A;RPL13A
1911418,SRP9,RPL22
1911429,SRP9,RPL35
1911439,SRP9,RPS19
1911440,SRP9,RPL3
1911442,SRP9,RPL4
1911450,SRP9,RPL34
1911459,SRP9,SRP9;DKFZP564M2223
1911469,SRP9,PRRC2A
1911483,SRP9,RPL5
1911485,SRP9,RPL21
1911486,SRP9,RPS9
1911487,SRP9,RPS5
1911497,SRP9,RPL28
1911513,SRP9,NKRF
1911518,SRP9,PPM1G
1911519,SRP9,EIF3D
1911552,SRP9,P4HA2
1911553,SRP9,MAGEB2
1911562,SRP9,HTATSF1
1911599,SRP9,HNRNPR
1911603,SRP9,EPB41L2
1911611,SRP9,RPS15
1911614,SRP9,SF3A2
1911623,SRP9,EIF3K
1911636,SRP9,EIF3G
1911649,SRP9,RSL1D1
1911663,SRP9,SLC1A5
1911671,SRP9,IGF2BP3
1911767,SRP9,STAU1
1911789,SRP9,SRPR
1911795,SRP9,SRP19
1911804,SRP9,TP53
1911813,SRP9,RPLP2
1911814,SRP9,RPLP0;RPLP0P6
1911817,SRP9,SSB
1911824,SRP9,RPLP1
1911850,SRP9,GPC4
1911872,SRP9,DKC1
1911885,SRP9,TOX4;TOX3;TOX2;TOX
1911890,SRP9,FARP2
1911909,SRP9,SRP72
1911910,SRP9,SF3B1
1911922,SRP9,EIF3J
1911935,SRP9,ABCE1
3423780,SRPK2,RBM26
3424143,SRPK2,SRPK2
3425109,SRPK2,NSRP1;CCDC55
3425654,SRPK2,COMMD5
3426242,SRPK2,CDK9
3080977,SRPRA,ASPH
3081414,SRPRA,MOSPD2
3081905,SRPRA,TMX1
3082373,SRPRA,SRPRB
3083006,SRPRA,POR
3083144,SRPRA,SRPR
3083775,SRPRA,CYB5A
3086146,SRPRB,SRPRB
1911948,SSB,SRP72
1911984,SSB,RPP14
1911989,SSB,RPP40
1912064,SSB,SSB
1912067,SSB,RPLP0;RPLP0P6
1912068,SSB,RPLP2
1912069,SSB,RPLP1
1912072,SSB,LDHC
1912113,SSB,STAU1
1912215,SSB,RPS15
1912258,SSB,EIF3K
1912259,SSB,POP4
1912314,SSB,RRP9
1912332,SSB,HNRNPDL
1912374,SSB,U2AF1;U2AF1L4
1912395,SSB,RPS5
1912399,SSB,RPL21
1912412,SSB,NUP153
1912422,SSB,SRP9;DKFZP564M2223
1912426,SSB,RPL5
1912437,SSB,RPL13A;RPL13A
1912441,SSB,RPL3
1912442,SSB,RPS19
1912451,SSB,RPL4
1912468,SSB,RPL35
1912476,SSB,SKIV2L2
1912514,SSB,RPL27
1912528,SSB,SRP54
1912534,SSB,RPS20
1912544,SSB,KPNA2
1912557,SSB,SSR4
1912575,SSB,SUB1
1912610,SSB,RPS2
1912621,SSB,FBL
1912643,SSB,RPL7
1912645,SSB,SNRPB;SNRPN
1912665,SSB,TROVE2
1912736,SSB,RPL22
1912757,SSB,DDX6
1912780,SSB,U2AF2
1912816,SSB,NHP2L1
1912855,SSB,EIF3H
1912863,SSB,SNRPE
1912868,SSB,SART3
1912912,SSB,SRSF6
1912926,SSB,POP7
1912930,SSB,RPL31
1912941,SSB,RPS27L
1912947,SSB,HNRNPAB
1912967,SSB,RPS3A
1913014,SSB,ZC3HAV1
1913055,SSB,HNRNPUL1
1913059,SSB,SNRPF
1913134,SSB,RPL17;RPL17-C18ORF32
1913192,SSB,GTF3A
1913252,SSB,DUS1L
1913414,SSB,RPL13
1913461,SSB,RPL23A
1913488,SSB,WDR6
1913517,SSB,RPL27A
1913535,SSB,RPL14
1913544,SSB,RPS24
1913603,SSB,RPSA
1913643,SSB,TRMT2A
1913651,SSB,FAU
1913680,SSB,TUT1
1913790,SSB,TSEN34
1913852,SSB,TRIT1
1913857,SSB,DHX36
1913954,SSB,CCDC124
1914010,SSB,TRMT61A
1914012,SSB,DUS3L
1914023,SSB,TGS1
1914031,SSB,PUS7
1914064,SSB,POP1
1914092,SSB,RSRC1
1914109,SSB,ZFR
1914179,SSB,NOB1
1914267,SSB,EIF2B4
1914303,SSB,RPL36
1914332,SSB,SUPT16H
1914344,SSB,ARGLU1
1914367,SSB,DUS2
1914448,SSB,IGF2BP1
1914464,SSB,SRP68
1914476,SSB,TRMT6
1914556,SSB,METTL1
1914608,SSB,KPNB1
1914647,SSB,EIF3A
1914655,SSB,HNRNPD
1914657,SSB,BYSL
1914677,SSB,TRMT5
1914680,SSB,CWF19L2
1914684,SSB,TSR1
1914695,SSB,LARP7
1914710,SSB,PDCD4
1914746,SSB,SF1
1914772,SSB,ELAVL1
1914785,SSB,RPP30
1914786,SSB,RPP38
1914795,SSB,YBX1
1914816,SSB,RPL19
1914832,SSB,RPL7A
1914834,SSB,SNRPD3
1914835,SSB,SNRPD2
1914836,SSB,SNRPD1
1914839,SSB,RPS13
1914840,SSB,RPS18
1914845,SSB,RPS16
1914846,SSB,RPS15A
1914847,SSB,RPS8
1914858,SSB,RPS4X
1914864,SSB,RPS27A
1914868,SSB,RPL10A
1914873,SSB,RPS28
1914874,SSB,RPS26
1914875,SSB,RPS25
1914896,SSB,ILF3
1914956,SSB,DSG1
1914974,SSB,NSUN2
1914976,SSB,SSRP1
1914980,SSB,DHX9
1914993,SSB,RPL39P5;RPL39
1914994,SSB,RPS7
1915030,SSB,RPP25L
1915057,SSB,METTL16
1915101,SSB,ERI1
1915103,SSB,PAF1
1915139,SSB,TRUB1
1915156,SSB,ZCRB1
1915157,SSB,NPLOC4
1915166,SSB,TSEN2
1915170,SSB,SERBP1
1915239,SSB,RPL11
1915284,SSB,HSD17B10
1915330,SSB,EIF3M
1915331,SSB,DHX30
1915332,SSB,TRMT10C
1915359,SSB,HEATR3
1915425,SSB,LARP1
1915439,SSRP1,PRPF8
1915442,SSRP1,CTR9
1915449,SSRP1,BRWD3
1915452,SSRP1,ANKRD11
1915456,SSRP1,CDC73
1915459,SSRP1,SPTY2D1
1915461,SSRP1,INTS3
1915467,SSRP1,THOC7;NIF3L1BP1
1915470,SSRP1,JADE1
1915482,SSRP1,INTS8
1915484,SSRP1,EIF3M
1915498,SSRP1,APTX
1915502,SSRP1,SETX
1915510,SSRP1,SUPT6H
1915513,SSRP1,WDR82
1915530,SSRP1,HIST2H3A
1915544,SSRP1,CRNKL1
1915547,SSRP1,RALY
1915553,SSRP1,CSNK2B
1915594,SSRP1,RPRD2
1915615,SSRP1,RIF1
1915632,SSRP1,CPSF3L
1915681,SSRP1,ZNF655
1915684,SSRP1,PAF1
1915692,SSRP1,ZFP62
1915704,SSRP1,GEMIN5
1915719,SSRP1,LEO1
1915756,SSRP1,THOC6
1915768,SSRP1,DDX42
1915774,SSRP1,GATAD2A
1915776,SSRP1,HIST2H2AB
1915781,SSRP1,NAA40
1915784,SSRP1,HDGFRP2
1915786,SSRP1,RAI1
1915790,SSRP1,RBBP6
1915803,SSRP1,PBRM1
1915808,SSRP1,CCDC71
1915818,SSRP1,ZNF687
1915819,SSRP1,REXO1
1915821,SSRP1,INTS1
1915822,SSRP1,HIST3H2BB
1915850,SSRP1,CCAR1
1915861,SSRP1,SUGP2
1915885,SSRP1,KHDRBS1
1915886,SSRP1,POLE
1915888,SSRP1,KMT2A
1915893,SSRP1,RBM10
1915910,SSRP1,XPC
1915915,SSRP1,TOP2B
1915917,SSRP1,DHX9
1915932,SSRP1,CHAF1A
1915935,SSRP1,RLF
1915936,SSRP1,TARDBP;TDP43
1915937,SSRP1,HNRNPA0
1915941,SSRP1,CBX3
1915942,SSRP1,ILF3
1915947,SSRP1,SSRP1
1915950,SSRP1,RBBP4
1915951,SSRP1,NCBP1
1915958,SSRP1,CPSF1
1915967,SSRP1,SMARCB1
1915977,SSRP1,LSM6
1915978,SSRP1,SNRPD1
1915979,SSRP1,SNRPD2
1915983,SSRP1,POLR2G
1915986,SSRP1,RPS4X
1915987,SSRP1,PPP2CB
1915991,SSRP1,HIST1H4A
1916004,SSRP1,MAGOH;MAGOHB
1916014,SSRP1,HNRNPK
1916017,SSRP1,PPP1CA;PPP1CB
1916018,SSRP1,PPP1CB
1916034,SSRP1,PRKDC
1916047,SSRP1,TXNL4A
1916050,SSRP1,ERH
1916054,SSRP1,CSNK2A1;CSNK2A3
1916060,SSRP1,TRA2B
1916071,SSRP1,SUPT4H1
1916088,SSRP1,TERF2
1916096,SSRP1,ELAVL1
1916110,SSRP1,POLD3
1916123,SSRP1,RBBP5
1916133,SSRP1,SAFB
1916164,SSRP1,DDB1
1916171,SSRP1,HIST2H2AC;HIST2H2AA3
1916172,SSRP1,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ
1916195,SSRP1,TRA2A
1916200,SSRP1,CUL4A
1916204,SSRP1,THOC5
1916207,SSRP1,DDX39B
1916213,SSRP1,HNRNPD
1916218,SSRP1,PRPF4B
1916254,SSRP1,CBX2
1916257,SSRP1,CHD4
1916258,SSRP1,ZNF638
1916263,SSRP1,WTAP
1916267,SSRP1,EFTUD2
1916273,SSRP1,MORC3
1916274,SSRP1,SAFB2
1916275,SSRP1,EIF3A
1916295,SSRP1,MCM6
1916324,SSRP1,H2AFY2
1916330,SSRP1,FASTKD2
1916338,SSRP1,IGF2BP1
1916388,SSRP1,DAXX
1916399,SSRP1,HMGXB4
1916409,SSRP1,TERF2IP
1916410,SSRP1,DDX21
1916414,SSRP1,POLE3
1916418,SSRP1,DROSHA
1916422,SSRP1,APOBEC3C
1916424,SSRP1,INIP
1916430,SSRP1,BRWD1
1916446,SSRP1,BRD7
1916453,SSRP1,RPRD1B
1916465,SSRP1,RBM22
1916490,SSRP1,SDAD1
1916495,SSRP1,TDP1
1916499,SSRP1,INTS9
1916511,SSRP1,INTS10
1916515,SSRP1,INTS7
1916518,SSRP1,LSM7
1916536,SSRP1,SUPT16H
1916543,SSRP1,RBM8A
1916547,SSRP1,LSM2
1916556,SSRP1,PPIL1
1916581,SSRP1,SRSF9
1916582,SSRP1,ACIN1
1916586,SSRP1,PHF10
1916592,SSRP1,LSM4
1916593,SSRP1,CHTOP
1916596,SSRP1,MAU2
1916624,SSRP1,SPIN1;SPIN3
1916631,SSRP1,ISY1
1916635,SSRP1,AKAP8L
1916642,SSRP1,PRPF19
1916656,SSRP1,FAM208A
1916671,SSRP1,INTS6
1916697,SSRP1,RCL1
1916707,SSRP1,GINS2
1916709,SSRP1,ING4
1916711,SSRP1,PPIE
1916713,SSRP1,TIMELESS
1916716,SSRP1,TRIM33
1916722,SSRP1,SRRM2
1916724,SSRP1,EXO1
1916739,SSRP1,INTS4
1916747,SSRP1,RSRC1
1916759,SSRP1,ZFR
1916785,SSRP1,TONSL
1916797,SSRP1,IWS1
1916803,SSRP1,RSF1
1916812,SSRP1,MPHOSPH8
1916823,SSRP1,C7ORF26
1916826,SSRP1,ZNF830
1916827,SSRP1,ZMAT2
1916838,SSRP1,PPP1R10
1916842,SSRP1,RPRD1A
1916848,SSRP1,JADE3
1916863,SSRP1,DPF2
1916866,SSRP1,SYMPK
1916869,SSRP1,PHF3
1916877,SSRP1,PHIP
1916878,SSRP1,NELFB
1916899,SSRP1,SMARCC1
1916911,SSRP1,CCDC124
1916919,SSRP1,SNRNP40
1916949,SSRP1,MAGOHB
1916951,SSRP1,TOP1MT
1916958,SSRP1,PNN
1916963,SSRP1,NELFA
1916970,SSRP1,ZNF644
1916978,SSRP1,ADNP
1916982,SSRP1,WDR61
1916991,SSRP1,INTS2
1917003,SSRP1,UPF3A
1917014,SSRP1,CLSPN
1917023,SSRP1,NCOA5
1917037,SSRP1,SCAF1
1917070,SSRP1,GINS3
1917082,SSRP1,DIDO1
1917101,SSRP1,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ
1917131,SSRP1,TBL1XR1
1917133,SSRP1,DPY30
1917148,SSRP1,DDX23
1917151,SSRP1,DSCC1
1917158,SSRP1,TIPIN
1917160,SSRP1,HIRIP3
1917167,SSRP1,SRRT
1917180,SSRP1,ARL6IP4
1917211,SSRP1,ZC3H11A
1917216,SSRP1,FAU
1917231,SSRP1,NEDD8;NEDD8-MDP1
1917237,SSRP1,SCAF11
1917238,SSRP1,PPP1CC
1917244,SSRP1,PPHLN1
1917249,SSRP1,HNRNPA1;HNRNPA1L2
1917261,SSRP1,ZCCHC8
1917264,SSRP1,PPWD1
1917270,SSRP1,ZNF384
1917284,SSRP1,ZC3H18
1917290,SSRP1,MTA1
1917296,SSRP1,KAT7
1917301,SSRP1,PRPF31
1917305,SSRP1,CSTF2
1917316,SSRP1,MMS22L
1917319,SSRP1,CHRAC1
1917327,SSRP1,MEN1
1917350,SSRP1,EED
1917351,SSRP1,BCLAF1
1917366,SSRP1,ALYREF
1917367,SSRP1,POLR2D
1917371,SSRP1,MTA3
1917372,SSRP1,SRRM1
1917382,SSRP1,ING5
1917400,SSRP1,RNPS1
1917420,SSRP1,ZNF592
1917424,SSRP1,SRPK1
1917439,SSRP1,HNRNPUL2-BSCL2;HNRNPUL2
1917441,SSRP1,RBMX;RBMXL2
1917472,SSRP1,EIF4A3
1917482,SSRP1,ZMYND8
1917484,SSRP1,SLTM
1917501,SSRP1,SNW1
1917502,SSRP1,ZC3H14
1917510,SSRP1,ZNF512
1917512,SSRP1,LAMB1
1917539,SSRP1,SETD5
1917553,SSRP1,CDK7
1917562,SSRP1,ASUN
1917569,SSRP1,PABPN1
1917603,SSRP1,KIAA1429
1917626,SSRP1,MATR3
1917630,SSRP1,PHF14
1917644,SSRP1,SNRPF
1917646,SSRP1,POLR2J3;POLR2J;POLR2J2
1917671,SSRP1,CCDC82
1917697,SSRP1,HNRNPU
1917698,SSRP1,DDX26B
1917705,SSRP1,DDX17
1917718,SSRP1,PPP1R8
1917726,SSRP1,THOC1
1917735,SSRP1,INTS12
1917743,SSRP1,UHRF1
1917759,SSRP1,TAF15
1917764,SSRP1,POLA1
1917790,SSRP1,ZNF326
1917791,SSRP1,SMARCA1
1917798,SSRP1,NCOR1
1917827,SSRP1,DDX5
1917835,SSRP1,SUMO1
1917839,SSRP1,USP39
1917851,SSRP1,POLR2B
1917862,SSRP1,ILF2
1917909,SSRP1,NABP2
1917920,SSRP1,SETD2
1917932,SSRP1,PPIH
1917933,SSRP1,SATB2
1917956,SSRP1,SRSF6
1917957,SSRP1,NIPBL
1917959,SSRP1,POLR2A
1917966,SSRP1,KAT6A;MYST3
1917970,SSRP1,ADAR
1917974,SSRP1,POLA2
1917976,SSRP1,THRAP3
1917978,SSRP1,MCM4
1917982,SSRP1,PRPF40A
1917986,SSRP1,RBM15
1918013,SSRP1,EIF3H
1918029,SSRP1,HCFC1
1918087,SSRP1,HNRNPA2B1
1918108,SSRP1,HNRNPH3
1918115,SSRP1,GTF2H1
1918120,SSRP1,MCM7
1918144,SSRP1,PPP2R1B
1918157,SSRP1,ATP2B1
1918163,SSRP1,TOP2A
1918171,SSRP1,PCNA
1918193,SSRP1,PARP1
1918195,SSRP1,H2AFZ;H2AFV
1918211,SSRP1,XRCC6
1918214,SSRP1,ZNF22
1918225,SSRP1,SON
1918228,SSRP1,XRCC1
1918231,SSRP1,POLR2C
1918232,SSRP1,POLR2E
1918235,SSRP1,CSNK2A2
1918251,SSRP1,XRCC5
1918252,SSRP1,HNRNPL
1918267,SSRP1,RFC2
1918268,SSRP1,HNRNPM
1918271,SSRP1,NCBP2
1918275,SSRP1,MSH6
1918289,SSRP1,POLR2K
1918293,SSRP1,HNRNPA3
1918309,SSRP1,SMARCA4
1918317,SSRP1,MNAT1
1918320,SSRP1,SUB1
1918360,SSRP1,LIG3
1918362,SSRP1,MLLT10
1918363,SSRP1,BRPF1
1918379,SSRP1,RFC5
1918380,SSRP1,RFC3
1918403,SSRP1,FEN1
1918404,SSRP1,RFC1
1918429,SSRP1,RFC4
1918432,SSRP1,PRRC2A
1918448,SSRP1,PRIM2
1918452,SSRP1,MCM2
1918453,SSRP1,YLPM1
1918459,SSRP1,MSH2
1918467,SSRP1,ATRX
1918488,SSRP1,KDM6B
1918498,SSRP1,TRIM24
1918513,SSRP1,HNRNPDL
1918514,SSRP1,CHD2
1918521,SSRP1,TCERG1
1918543,SSRP1,PLRG1
1918556,SSRP1,AKAP8
1918576,SSRP1,PRPF4
1918579,SSRP1,CHD1
1918581,SSRP1,SART1
1918587,SSRP1,HNRNPR
1918588,SSRP1,PRPF3
1918631,SSRP1,YTHDC1
1918642,SSRP1,MBD3
1918659,SSRP1,SAP18
1918660,SSRP1,IGF2BP3
1918672,SSRP1,ARID1A
1918676,SSRP1,SUPT5H
1918682,SSRP1,ZC3H4
1918684,SSRP1,PNKP
1918694,SSRP1,DDX39A
1918702,SSRP1,SNRPA
1918704,SSRP1,PRPSAP2
1918712,SSRP1,ACTL6A
1918738,SSRP1,CD2BP2
1918772,SSRP1,HNRNPC
1918780,SSRP1,SNRNP70
1918783,SSRP1,POLB
1918804,SSRP1,JUN
1918807,SSRP1,TFAP2A
1918812,SSRP1,SMARCA5
1918822,SSRP1,PHF2
1918843,SSRP1,ZFC3H1
1918844,SSRP1,AQR
1918849,SSRP1,SYNCRIP
1918860,SSRP1,PQBP1
1918865,SSRP1,TBL1X
1918871,SSRP1,MTA2
1918874,SSRP1,TOX4;TOX3;TOX2;TOX
1918880,SSRP1,PRPF6
1918881,SSRP1,PCF11
1918888,SSRP1,SCAF4
1918898,SSRP1,BANF1
1918904,SSRP1,SNRNP200
1918906,SSRP1,WDHD1
1918914,SSRP1,BCAS2
3810661,STAG1,RAD21
3810672,STAG1,ACTN4
3811121,STAG1,PDS5B
3811134,STAG1,CDCA5
3812092,STAG1,STAG1;DKFZP781D1416
3812272,STAG1,SMC3
3812802,STAG1,SMC1A
3813123,STAG1,STAG2
3813708,STAG2,RAD21
3814168,STAG2,PDS5B
3814181,STAG2,CDCA5
3814210,STAG2,NIPBL
3815318,STAG2,SMC3
3815851,STAG2,SMC1A
3816064,STAG2,WAPAL
3816171,STAG2,STAG2
3816319,STAG2,PDS5A
653235,STAM,RPS27A
653342,STAM,IST1
654289,STAM,STAM
654411,STAM,BLZF1
655877,STAM,HGS
656034,STAM,MVB12A
656258,STAM,STAM2
656339,STAM2,STAM2
656563,STAM2,MVB12A
656720,STAM2,HGS
658311,STAM2,STAM
445607,STIM1,AHSA1
446239,STIM1,HSP90B1
446612,STIM1,STIM2
446820,STIM1,STIM1
448138,STIM1,HSPA14
4625772,STIM2,STIM1
4626080,STIM2,STIM2
526770,STIP1,STIP1
526986,STIP1,HSP90AA1
527002,STIP1,HSP90AB1
527024,STIP1,ATP6V1B2
527555,STIP1,HSPA1B;HSPA1A
527955,STIP1,HSPA8
528153,STIP1,RPAP3
529489,STIP1,CCDC117
529586,STIP1,HSP90AB2P
529588,STIP1,HSP90AB4P
529738,STIP1,HSPH1
3427789,STK11,CAB39
3428141,STK11,STRADB
3428715,STK11,STRADA
3429568,STK11,STK11
3429860,STK24,STRIP1
3430533,STK24,STRN3
3430775,STK24,STRN4
3431945,STK24,PDCD10
