in_cluster_gene_name,mcl_community_id,core_cluster_id,module_id,branch_id,uniprot_id
TRAPPC12,65,64,M07,A,Q8WVT3
TRAPPC3,65,64,M07,A,O43617
TRAPPC8,65,64,M07,A,Q9Y2L5
TRAPPC10,65,64,M07,A,P48553
TRAPPC9,65,NULL,M07,A,Q96Q05
TRAPPC2,65,64,M07,A,P0DI81
TRAPPC2B,65,64,M07,A,P0DI82
TRAPPC5,65,64,M07,A,Q8IUR0
TRAPPC1,65,64,M07,A,Q9Y5R8
TRAPPC4,65,64,M07,A,Q9Y296
TRAPPC2L,65,64,M07,A,Q9UL33
TRAPPC6B,65,64,M07,A,Q86SZ2
TRAPPC13,65,64,M07,A,A5PLN9
TRAPPC11,65,64,M07,A,Q7Z392
RAB11FIP5,66,66,M12,B,Q9BXF6
SCAMP3,66,65,M12,B,O14828
SCAMP1,66,66,M12,B,O15126
RAB21,66,66,M12,B,Q9UL25
PDCD6IP,66,66,M12,B,Q8WUM4
SCAMP2,66,66,M12,B,O15127
RAB1A,66,65,M12,B,P62820
TFRC,66,66,M12,B,P02786
WDFY1,66,66,M12,B,Q8IWB7
RNF25,67,NULL,M12,B,Q96BH1
BET1L,67,67,M12,B,Q9NYM9
STX5,67,67,M12,B,Q13190
GOSR1,67,67,M12,B,O95249
GOSR2,67,67,M12,B,O14653
SFT2D3,67,67,M12,B,Q587I9
SCFD1,67,67,M12,B,Q8WVM8
YKT6,67,NULL,M12,B,O15498
SEC22B,67,67,M12,B,O75396
NAPA,67,67,M12,B,P54920
GET3,67,NULL,M12,B,O43681
NSF,67,67,M12,B,P46459
PRKAR2A,68,68,M06,A,P13861
PRKAR1A,68,68,M06,A,P10644
PRKACA,68,68,M06,A,P17612
H1-2,69,69,M01,A,P16403
H2AZ1,69,69,M01,A,P0C0S5
H2AZ2,69,69,M01,A,Q71UI9
H4C1,69,69,M01,A,P62805
MACROH2A1,69,69,M01,A,O75367
TMSB10,70,70,M06,A,P63313
H2AJ,70,70,M06,A,Q9BTM1
H2AC11,70,70,M06,A,P0C0S8
H2AC14,70,70,M06,A,Q99878
H2AC12,70,70,M06,A,Q96KK5
CFL1,70,70,M06,A,P23528
ACTB,70,70,M06,A,P60709
IQSEC2,71,NULL,M09,A,Q5JU85
DNAJB6,71,NULL,M09,A,O75190
IQSEC1,71,NULL,M09,A,Q6DN90
MAP3K21,71,NULL,M09,A,Q5TCX8
BAG2,71,71,M09,A,O95816
STUB1,71,NULL,M09,A,Q9UNE7
HSPA5,71,71,M09,A,P11021
DNAJC7,71,71,M09,A,Q99615
TUBA1A,71,71,M09,A,Q71U36
TUBA3E,71,71,M09,A,Q6PEY2
DCTN1,72,72,M06,A,Q6AWB1
DYNC1LI1,72,72,M06,A,Q9Y6G9
DYNC1LI2,72,72,M06,A,O43237
DYNC1I2,72,72,M06,A,Q13409
DCTN1,72,72,M06,A,Q14203
MAPRE1,72,72,M06,A,Q15691
DYNLRB1,72,72,M06,A,Q9NP97
PAFAH1B1,72,72,M06,A,P43034
DYNLT1,72,72,M06,A,P63172
ACTR1A,72,72,M06,A,P61163
DYNLT3,72,72,M06,A,P51808
DYNC1H1,72,72,M06,A,Q14204
RNF169,73,73,M12,B,Q8NCN4
DDX46,73,73,M12,B,Q7L014
SLC3A2,73,73,M12,B,P08195
SLC7A6,73,73,M12,B,Q92536
ANAPC11,73,73,M12,B,Q9NYG5
BSG,74,NULL,M12,B,P35613
SLC16A1,74,NULL,M12,B,P53985
YWHAB,75,74,M07,A,P31946
YWHAZ,75,74,M07,A,P63104
RRAS2,75,NULL,M07,A,P62070
YWHAE,75,74,M07,A,P62258
YWHAH,75,74,M07,A,Q04917
YWHAQ,75,74,M07,A,P27348
KRAS,75,74,M07,A,P01116
ARL1,75,74,M07,A,P40616
ARL3,75,74,M07,A,P36405
CWC15,76,75,M14,C,Q9P013
ZNF830,76,NULL,M14,C,Q96NB3
DNAJC17,76,NULL,M14,C,Q9NVM6
CDC5L,76,75,M14,C,Q99459
ISY1,76,NULL,M14,C,Q9ULR0
PPIE,76,NULL,M14,C,Q9UNP9
PLRG1,76,75,M14,C,O43660
CTNNBL1,76,75,M14,C,Q8WYA6
CRNKL1,76,NULL,M14,C,Q9BZJ0
BCAS2,76,75,M14,C,O75934
PRPF19,76,75,M14,C,Q9UMS4
XAB2,76,NULL,M14,C,Q9HCS7
SFPQ,77,76,M11,B,P23246
RBM7,77,76,M11,B,Q9Y580
ZNF768,77,NULL,M11,B,Q9H5H4
NONO,77,76,M11,B,Q15233
EXOSC10,77,NULL,M11,B,Q01780
MTREX,77,76,M11,B,P42285
EXOSC2,77,NULL,M11,B,Q13868
PTMA,78,NULL,M05,A,P06454
MIDEAS,78,NULL,M05,A,Q6PJG2
DNTTIP1,78,NULL,M05,A,Q9H147
RPS27A,78,NULL,M05,A,P62979
TMSB4X,79,NULL,M07,A,P62328
INPPL1,79,NULL,M07,A,O15357
EIF2S3B,80,77,M17,C,Q2VIR3
EIF2S2,80,77,M17,C,P20042
EIF5,80,77,M17,C,P55010
CDC123,80,77,M17,C,O75794
EIF2S1,80,77,M17,C,P05198
EIF2B2,80,77,M17,C,P49770
EIF2B3,80,77,M17,C,Q9NR50
EIF2S3,80,77,M17,C,P41091
EIF2B1,80,77,M17,C,Q14232
SEC16A,81,NULL,M10,B,O15027
CSNK1A1,81,NULL,M10,B,P48729
STX16-NPEPL1,82,78,M12,B,NA
VAMP4,82,78,M12,B,O75379
VTI1A,82,78,M12,B,Q96AJ9
VTI1B,82,78,M12,B,Q9UEU0
GOLPH3,82,78,M12,B,Q9H4A6
STX8,82,78,M12,B,Q9UNK0
STX6,82,78,M12,B,O43752
STX16,82,78,M12,B,O14662
STX10,82,78,M12,B,O60499
VPS26A,83,79,M06,A,O75436
VPS26B,83,79,M06,A,Q4G0F5
VPS35,83,79,M06,A,Q96QK1
WASHC4,83,79,M06,A,Q2M389
BRF1,84,80,M14,C,Q92994
GTF2A1,84,80,M14,C,P52655
TBP,84,80,M14,C,P20226
TAF5,84,80,M14,C,Q15542
BTAF1,84,80,M14,C,O14981
RBM10,85,NULL,M16,C,P98175
CCAR1,85,81,M16,C,Q8IX12
U2AF1,85,81,M16,C,Q01081
U2AF2,85,81,M16,C,P26368
U2AF1L4,85,81,M16,C,Q8WU68
RNASEK-C17ORF49,86,82,M01,A,NA
RSF1,86,82,M01,A,Q96T23
HMGXB4,86,82,M01,A,Q9UGU5
CECR2,86,82,M01,A,Q9BXF3
POLE3,86,82,M01,A,Q9NRF9
BPTF,86,82,M01,A,Q12830
BAP18,86,82,M01,A,Q8IXM2
C17ORF49,86,82,M01,A,Q8IXM2
BAZ1A,86,82,M01,A,Q9NRL2
CHRAC1,86,82,M01,A,Q9NRG0
SMARCA5,86,82,M01,A,O60264
SMARCA1,86,82,M01,A,P28370
POM121C,87,NULL,M03,A,A8CG34
POM121,87,NULL,M03,A,Q96HA1
NUSAP1,87,NULL,M03,A,Q9BXS6
KPNA2,87,83,M03,A,P52292
KPNA3,87,83,M03,A,O00505
IPO7,87,83,M03,A,O95373
KPNB1,87,83,M03,A,Q14974
GNG12,88,84,M12,B,Q9UBI6
GNAI2,88,84,M12,B,P04899
GNAO1,88,84,M12,B,P09471
GNB1,88,84,M12,B,P62873
GNA11,88,84,M12,B,P29992
GNAI1,88,84,M12,B,P63096
RAD23B,89,85,M08,A,P54727
CETN2,89,85,M08,A,P41208
POC5,89,NULL,M08,A,Q8NA72
CETN3,89,85,M08,A,O15182
SFI1,89,NULL,M08,A,A8K8P3
RAB1B,90,86,M13,B,Q9H0U4
YIF1B,90,86,M13,B,Q5BJH7
YIF1A,90,86,M13,B,O95070
YIPF5,90,86,M13,B,Q969M3
IER3IP1,90,86,M13,B,Q9Y5U9
VDAC1,91,87,M06,A,P21796
VDAC2,91,87,M06,A,P45880
VDAC3,91,87,M06,A,Q9Y277
HK1,91,NULL,M06,A,P19367
HK2,91,NULL,M06,A,P52789
SNTB2,92,NULL,M07,A,Q13425
UTRN,92,NULL,M07,A,P46939
UMAD1,93,88,M11,B,C9J7I0
VPS37B,93,88,M11,B,Q9H9H4
MVB12B,93,88,M11,B,Q9H7P6
TSG101,93,88,M11,B,Q99816
MVB12A,93,88,M11,B,Q96EY5
UBAP1,93,88,M11,B,Q9NZ09
CEP55,93,NULL,M11,B,Q53EZ4
VPS37A,93,88,M11,B,Q8NEZ2
VPS28,93,88,M11,B,Q9UK41
SEPTIN9,94,89,M13,B,Q9UHD8
SEPTIN7,94,89,M13,B,Q16181
SEPTIN11,94,89,M13,B,Q9NVA2
SEPTIN6,94,89,M13,B,Q14141
SEPTIN8,94,89,M13,B,Q92599
SEPTIN3,94,89,M13,B,Q9UH03
SEPTIN2,94,89,M13,B,Q15019
SEPTIN5,94,89,M13,B,Q99719
SEPTIN10,94,89,M13,B,Q9P0V9
CPVL,94,NULL,M13,B,Q9H3G5
WAC,95,90,M14,C,Q9BTA9
RBM12,95,NULL,M14,C,Q9NTZ6
RNF40,95,90,M14,C,O75150
RNF20,95,90,M14,C,Q5VTR2
SRRT,96,91,M03,A,Q9BXP5
YTHDF2,96,91,M03,A,Q9Y5A9
PHAX,96,91,M03,A,Q9H814
NCBP1,96,91,M03,A,Q09161
H1-5,97,92,M10,B,P16401
BMP2K,97,NULL,M10,B,Q9NSY1
NECAP2,97,92,M10,B,Q9NVZ3
CCDC32,97,92,M10,B,Q9BV29
CNBP,97,NULL,M10,B,P62633
AP2A2,97,92,M10,B,O94973
SMG1,97,NULL,M10,B,Q96Q15
AP2M1,97,92,M10,B,Q96CW1
AP2S1,97,92,M10,B,P53680
SMN1,98,93,M14,C,Q16637
SMN2,98,93,M14,C,Q16637
GEMIN8,98,93,M14,C,Q9NWZ8
DDX20,98,93,M14,C,Q9UHI6
GEMIN2,98,93,M14,C,O14893
GEMIN5,98,93,M14,C,Q8TEQ6
GEMIN6,98,93,M14,C,Q8WXD5
GEMIN4,98,93,M14,C,P57678
TRIM39-RPP21,99,94,M16,C,NA
RPP21,99,94,M16,C,Q9H633
POP1,99,94,M16,C,Q99575
POP7,99,94,M16,C,O75817
RPP30,99,94,M16,C,P78346
RPP40,99,94,M16,C,O75818
RANBP10,100,95,M17,C,Q6VN20
RANBP9,100,95,M17,C,Q96S59
GID4,100,95,M17,C,Q8IVV7
WDR26,100,95,M17,C,Q9H7D7
GID8,100,95,M17,C,Q9NWU2
MKLN1,100,95,M17,C,Q9UL63
MAEA,100,95,M17,C,Q7L5Y9
RMND5A,100,95,M17,C,Q9H871
ARMC8,100,95,M17,C,Q8IUR7
IRS4,101,96,M09,A,O14654
PIK3R2,101,96,M09,A,O00459
NISCH,101,NULL,M09,A,Q9Y2I1
PIK3R1,101,96,M09,A,P27986
WDR6,101,96,M09,A,Q9NNW5
PIK3CA,101,NULL,M09,A,P42336
PIK3CB,101,96,M09,A,P42338
LSM14A,102,NULL,M17,C,Q8ND56
FXR2,102,NULL,M17,C,P51116
LARP1,103,NULL,M17,C,Q6PKG0
PAIP1,103,NULL,M17,C,Q9H074
PABPC4,103,NULL,M17,C,Q13310
RPL36A-HNRNPH2,104,97,M17,C,NA
PRRC2C,104,97,M17,C,Q9Y520
SAP18,104,97,M17,C,O00422
RBM42,104,97,M17,C,Q9BTD8
RPL36A,104,97,M17,C,P83881
RPL36AL,104,97,M17,C,Q969Q0
LSM6,104,97,M17,C,P62312
SLK,105,NULL,M04,A,Q9H2G2
NOP58,105,98,M04,A,Q9Y2X3
SNU13,105,98,M04,A,P55769
RUVBL1,105,98,M04,A,Q9Y265
RUVBL2,105,98,M04,A,Q9Y230
ATF2,106,99,M01,A,P15336
ATF7,106,99,M01,A,P17544
JUN,106,99,M01,A,P05412
AXIN1,107,NULL,M06,A,O15169
GSK3A,107,100,M06,A,P49840
GSK3B,107,100,M06,A,P49841
PRUNE1,107,100,M06,A,Q86TP1
GSKIP,107,100,M06,A,Q9P0R6
OGT,107,NULL,M06,A,O15294
EEF1D,108,101,M17,C,P29692
EEF1B2,108,101,M17,C,P24534
EEF1G,108,101,M17,C,P26641
EEF1A1,108,101,M17,C,P68104
EEF1A1P5,108,101,M17,C,Q5VTE0
VARS1,108,101,M17,C,P26640
UPF2,109,NULL,M15,C,Q9HAU5
UPF1,109,NULL,M15,C,Q92900
UBA52,110,NULL,M05,A,P62987
UBB,110,NULL,M05,A,P0CG47
UBC,110,NULL,M05,A,P0CG48
TOMM22,111,102,M06,A,Q9NS69
TOMM7,111,102,M06,A,Q9P0U1
TIMM17B,111,102,M06,A,O60830
TOMM20,111,102,M06,A,Q15388
TOMM20,111,102,M06,A,Q15388
GDAP1,111,102,M06,A,Q8TB36
PLGRKT,111,102,M06,A,Q9HBL7
CYB5R3,111,102,M06,A,P00387
C19ORF25,112,103,M12,B,Q9UFG5
STX18,112,104,M12,B,Q9P2W9
USE1,112,103,M12,B,Q9NZ43
BNIP1,112,103,M12,B,Q12981
NBAS,112,104,M12,B,A2RRP1
ZW10,112,103,M12,B,O43264
RINT1,112,103,M12,B,Q6NUQ1
HEXIM1,113,105,M09,A,O94992
CDK13,113,105,M09,A,Q14004
MEPCE,113,105,M09,A,Q7L2J0
CCNT2,113,NULL,M09,A,O60583
CCNT1,113,105,M09,A,O60563
LARP7,113,105,M09,A,Q4G0J3
CDK9,113,105,M09,A,P50750
PACSIN2,114,NULL,M06,A,Q9UNF0
RHOQ,114,NULL,M06,A,P17081
C10ORF32-ASMT,115,106,M12,B,NA
BORCS5,115,106,M12,B,Q969J3
PIP4P1,115,106,M12,B,Q86T03
PIP4P1,115,106,M12,B,Q86T03
BORCS7,115,106,M12,B,Q96B45
BLOC1S2,115,106,M12,B,Q6QNY1
LAMTOR3,115,106,M12,B,Q9UHA4
LAMTOR2,115,106,M12,B,Q9Y2Q5
RAMAC,116,107,M03,A,Q9BTL3
LMNA,116,107,M03,A,P02545
RNMT,116,107,M03,A,O43148
KPNA6,116,107,M03,A,O60684
IGF2BP3,117,NULL,M15,C,O00425
IGF2BP1,117,NULL,M15,C,Q9NZI8
PMF1-BGLAP,118,108,M09,A,NA
DSN1,118,108,M09,A,Q9H410
PMF1,118,108,M09,A,Q6P1K2
NSL1,118,108,M09,A,Q96IY1
KNL1,118,108,M09,A,Q8NG31
MIS12,118,108,M09,A,Q9H081
SPC25,118,108,M09,A,Q9HBM1
MTX1,119,NULL,M06,A,Q13505
DNAJC11,119,NULL,M06,A,Q9NVH1
ATXN2,120,109,M17,C,Q99700
ATXN2L,120,109,M17,C,Q8WWM7
MCRIP1,120,109,M17,C,C9JLW8
NUFIP2,120,109,M17,C,Q7Z417
LSM12,120,NULL,M17,C,Q3MHD2
DDX6,120,109,M17,C,P26196
CTCF,121,NULL,M17,C,P49711
CKMT1A,121,NULL,M17,C,P12532
CKMT1B,121,NULL,M17,C,P12532
RPL38,122,NULL,M18,C,P63173
CERT1,122,NULL,M18,C,Q9Y5P4
CLIP1,123,NULL,M06,A,P30622
PDE4DIP,123,NULL,M06,A,Q5VU43
SCRIB,124,NULL,M10,B,Q14160
PAK1,124,110,M10,B,Q13153
GIT2,124,110,M10,B,Q14161
GIT1,124,110,M10,B,Q9Y2X7
PAK2,124,110,M10,B,Q13177
ARHGEF7,124,110,M10,B,Q14155
NCK2,124,NULL,M10,B,O43639
ARHGEF6,124,110,M10,B,Q15052
PPP6R1,125,111,M06,A,Q9UPN7
PPP6R3,125,111,M06,A,Q5H9R7
ARHGEF2,125,111,M06,A,Q92974
PPP6R2,125,111,M06,A,O75170
ANKRD44,125,NULL,M06,A,Q8N8A2
PPP6C,125,111,M06,A,O00743
ANKRD52,125,111,M06,A,Q8NB46
ANKRD28,125,111,M06,A,O15084
RAD21,126,112,M02,A,O60216
WAPL,126,112,M02,A,Q7Z5K2
WAPL,126,112,M02,A,Q7Z5K2
PDS5B,126,112,M02,A,Q9NTI5
SMC1A,126,112,M02,A,Q14683
SMC3,126,112,M02,A,Q9UQE7
CIRBP,127,113,M14,C,Q14011
LUC7L,127,113,M14,C,Q9NQ29
TNPO3,127,113,M14,C,Q9Y5L0
SDF2L1,128,NULL,M08,A,Q9HCN8
SNX1,128,114,M08,A,Q13596
SNX2,128,114,M08,A,O60749
DNAJB11,128,NULL,M08,A,Q9UBS4
SNX6,128,114,M08,A,Q9UNH7
SNX5,128,114,M08,A,Q9Y5X3
RBMX,129,NULL,M15,C,P38159
SAFB2,129,115,M15,C,Q14151
MATR3,129,115,M15,C,P43243
TOP1,129,115,M15,C,P11387
RAD9A,130,117,M07,A,Q99638
RAD17,130,117,M07,A,O75943
RFC2,130,NULL,M07,A,P35250
RAD1,130,116,M07,A,O60671
RFC5,130,NULL,M07,A,P40937
HUS1,130,116,M07,A,O60921
POMP,131,118,M05,A,Q9Y244
PSMG1,131,118,M05,A,O95456
PSMG4,131,118,M05,A,Q5JS54
MELK,131,NULL,M05,A,Q14680
PSMG3,131,118,M05,A,Q9BT73
PSMG2,131,118,M05,A,Q969U7
NUP214,132,119,M03,A,P35658
NUP62,132,119,M03,A,P37198
NUP88,132,119,M03,A,Q99567
NUP93,132,119,M03,A,Q8N1F7
EPS15L1,133,120,M10,B,Q9UBC2
EPS15,133,121,M10,B,P42566
FCHO2,133,121,M10,B,Q0JRZ9
ITSN1,133,NULL,M10,B,Q15811
AP2A1,133,120,M10,B,O95782
AP2B1,133,120,M10,B,P63010
NACA,134,NULL,M09,A,E9PAV3
BTF3,134,NULL,M09,A,P20290
BAIAP2,135,122,M06,A,Q9UQB8
CAMK2G,135,122,M06,A,Q13555
CARM1,135,122,M06,A,Q86X55
CAMK2D,135,122,M06,A,Q13557
CLASP2,136,NULL,M06,A,O75122
GCC2,136,NULL,M06,A,Q8IWJ2
ACTN4,137,NULL,M07,A,O43707
ACTN1,137,NULL,M07,A,P12814
SUGP1,138,123,M14,C,Q8IWZ8
RANBP2,138,123,M14,C,P49792
DHX15,138,123,M14,C,O43143
RANBP3,139,124,M03,A,Q9H6Z4
UBE2I,139,124,M03,A,P63279
XPO1,139,124,M03,A,O14980
ZBTB10,140,NULL,M01,A,Q96DT7
IPO8,140,NULL,M01,A,O15397
TJP1,141,NULL,M08,A,Q07157
TJP2,141,NULL,M08,A,Q9UDY2
SEC31A,142,NULL,M10,B,O94979
SEC13,142,NULL,M10,B,P55735
RNASEH2C,143,125,M02,A,Q8TDP1
FEN1,143,125,M02,A,P39748
RNASEH2B,143,125,M02,A,Q5TBB1
RNASEH2A,143,125,M02,A,O75792
PCNA,143,125,M02,A,P12004
RABGGTB,144,NULL,M10,B,P53611
RABGGTA,144,NULL,M10,B,Q92696
FAM50A,145,NULL,M14,C,Q14320
SPG21,145,NULL,M14,C,Q9NZD8
PRKAB1,146,126,M06,A,Q9Y478
PRKAB2,146,126,M06,A,O43741
PRKAG1,146,126,M06,A,P54619
PRKAA1,146,126,M06,A,Q13131
FAM126B,147,127,M09,A,Q8IXS8
FAM126A,147,127,M09,A,Q9BYI3
EFR3B,147,127,M09,A,Q9Y2G0
TTC7B,147,127,M09,A,Q86TV6
EFR3A,147,127,M09,A,Q14156
PI4KA,147,127,M09,A,P42356
PFDN2,148,128,M06,A,Q9UHV9
PFDN6,148,128,M06,A,O15212
VBP1,148,128,M06,A,P61758
PFDN1,148,128,M06,A,O60925
PFDN5,148,128,M06,A,Q99471
TSC22D2,149,129,M16,C,O75157
TSC22D1,149,129,M16,C,Q15714
ELOB,149,129,M16,C,Q15370
NRBP1,149,129,M16,C,Q9UHY1
EIF4E,150,130,M14,C,P06730
WDR77,150,130,M14,C,Q9BQA1
WDR3,150,130,M14,C,Q9UNX4
PRMT5,150,130,M14,C,O14744
TBL3,150,130,M14,C,Q12788
NCAPH,151,131,M17,C,Q15003
SMC4,151,131,M17,C,Q9NTJ3
SMC2,151,131,M17,C,O95347
NCAPD2,151,131,M17,C,Q15021
NCAPG,151,131,M17,C,Q9BPX3
MSN,152,NULL,M10,B,P26038
RDX,152,NULL,M10,B,P35241
EZR,152,NULL,M10,B,P15311
MSH6,153,NULL,M02,A,P52701
MSH2,153,NULL,M02,A,P43246
KLC2,154,132,M07,A,Q9H0B6
KLC4,154,132,M07,A,Q9NSK0
KLC3,154,NULL,M07,A,Q6P597
KLC1,154,132,M07,A,Q07866
KIF5B,154,132,M07,A,P33176
KIF5C,154,132,M07,A,O60282
KIF5A,154,NULL,M07,A,Q12840
INTS14,155,NULL,M05,A,Q96SY0
INTS14,155,NULL,M05,A,Q96SY0
H1-0,156,133,M01,A,P07305
MKI67,156,133,M01,A,P46013
NAP1L4,156,133,M01,A,Q99733
LRCH3,157,134,M08,A,Q96II8
LRCH1,157,134,M08,A,Q9Y2L9
DOCK7,157,134,M08,A,Q96N67
RBM33,158,NULL,M14,C,Q96EV2
POLDIP3,158,NULL,M14,C,Q9BY77
CTNND1,159,135,M06,A,O60716
CDH2,159,135,M06,A,P19022
CTNNA1,159,135,M06,A,P35221
CTNNB1,159,135,M06,A,P35222
VRK3,160,136,M18,C,Q8IV63
ULK3,160,136,M18,C,Q6PHR2
RCBTB2,160,136,M18,C,O95199
PES1,161,137,M17,C,O00541
RPL7L1,161,137,M17,C,Q6DKI1
WDR12,161,137,M17,C,Q9GZL7
WNK2,162,138,M18,C,Q9Y3S1
WNK1,162,138,M18,C,Q9H4A3
WNK3,162,NULL,M18,C,Q9BYP7
OXSR1,162,138,M18,C,O95747
VPS11,163,139,M07,A,Q9H270
VPS18,163,139,M07,A,Q9P253
VPS33A,163,139,M07,A,Q96AX1
VPS41,163,139,M07,A,P49754
TGFBRAP1,163,139,M07,A,Q8WUH2
VPS16,163,139,M07,A,Q9H269
VAMP2,164,140,M12,B,P63027
STX12,164,140,M12,B,Q86Y82
SLC6A15,164,140,M12,B,Q9H2J7
SPTLC1,166,NULL,M18,C,O15269
SPTLC2,166,NULL,M18,C,O15270
SEM1,167,NULL,M05,A,P60896
SUPT5H,167,141,M05,A,O00267
INTS13,167,141,M05,A,Q9NVM9
SUPT4H1,167,141,M05,A,P63272
TRIR,168,142,M14,C,Q9BQ61
U2SURP,168,142,M14,C,O15042
CHERP,168,142,M14,C,Q8IWX8
RBM17,168,142,M14,C,Q96I25
GPATCH11,168,142,M14,C,Q8N954
ETF1,168,142,M14,C,P62495
REPS1,169,143,M10,B,Q96D71
AAK1,169,143,M10,B,Q2M2I8
RALBP1,169,143,M10,B,Q15311
MYH10,170,144,M08,A,P35580
MYL9,170,144,M08,A,P24844
MYL12A,170,144,M08,A,P19105
NCKAP5L,171,145,M04,A,Q9HCH0
FXR1,171,145,M04,A,P51114
ANKRD39,171,145,M04,A,Q53RE8
MED18,171,145,M04,A,Q9BUE0
KSR1,172,NULL,M07,A,Q8IVT5
MAP2K2,172,NULL,M07,A,P36507
MAP2K1,172,NULL,M07,A,Q02750
LDHB,173,NULL,M06,A,P07195
LDHA,173,NULL,M06,A,P00338
LDHC,173,NULL,M06,A,P07864
DNAJC2,174,NULL,M09,A,Q99543
HSPA14,174,NULL,M09,A,Q0VDF9
NCOR2,175,146,M10,B,Q9Y618
NCOR1,175,146,M10,B,O75376
GPS2,175,146,M10,B,Q13227
HDAC3,175,146,M10,B,O15379
FBL,176,NULL,M04,A,P22087
ANXA5,176,NULL,M04,A,P08758
CDS1,177,NULL,M18,C,Q92903
CDS2,177,NULL,M18,C,O95674
ALDH3A2,177,NULL,M18,C,P51648
DCP1B,178,147,M10,B,Q8IZD4
DCP1A,178,147,M10,B,Q9NPI6
EDC4,178,147,M10,B,Q6P2E9
EDC3,178,147,M10,B,Q96F86
BAG6,179,148,M12,B,P46379
BAG6,179,148,M12,B,P46379
RNF126,179,148,M12,B,Q9BV68
GET4,179,148,M12,B,Q7L5D6
UBL4A,179,148,M12,B,P11441
ERLIN2,179,148,M12,B,O94905
ARFIP2,180,NULL,M16,C,P53365
ARFIP1,180,NULL,M16,C,P53367
TNRC6B,181,149,M01,A,Q9UPQ9
TNRC6A,181,149,M01,A,Q8NDV7
TNRC6C,181,149,M01,A,Q9HCJ0
AGO2,181,149,M01,A,Q9UKV8
AGO1,181,149,M01,A,Q9UL18
YY1,182,150,M04,A,P25490
INO80C,182,150,M04,A,Q6PI98
ACTR5,182,150,M04,A,Q9H9F9
WIPF1,183,151,M06,A,O43516
WIPF2,183,151,M06,A,Q8TF74
WASL,183,151,M06,A,O00401
STIP1,185,NULL,M09,A,P31948
HSPA1A,185,NULL,M09,A,P0DMV8
HSPA1B,185,NULL,M09,A,P0DMV9
SOX12,186,NULL,M17,C,O15370
GYG2,186,152,M17,C,O15488
GYS1,186,152,M17,C,P13807
GYG1,186,152,M17,C,P46976
SNX30,187,153,M08,A,Q5VWJ9
SNX4,187,153,M08,A,O95219
SNX7,187,153,M08,A,Q9UNH6
SHKBP1,188,NULL,M06,A,Q8TBC3
SNX27,188,NULL,M06,A,Q96L92
RELA,189,154,M09,A,Q04206
REL,189,154,M09,A,Q04864
NFKBIA,189,154,M09,A,P25963
RMI2,190,155,M06,A,Q96E14
BLM,190,155,M06,A,P54132
RMI1,190,155,M06,A,Q9H9A7
KAT6A,191,156,M18,C,Q92794
KAT6A,191,156,M18,C,Q92794
PICALM,191,156,M18,C,Q13492
OSTC,191,156,M18,C,Q9NRP0
NAPG,192,NULL,M11,B,Q99747
UBE3B,192,NULL,M11,B,Q7Z3V4
NFKBIB,193,157,M09,A,Q15653
RELB,193,NULL,M09,A,Q01201
NFKB2,193,157,M09,A,Q00653
NFKB1,193,157,M09,A,P19838
NFYA,194,NULL,M17,C,P23511
NXF1,194,NULL,M17,C,Q9UBU9
TAB3,195,158,M06,A,Q8N5C8
TAB2,195,158,M06,A,Q9NYJ8
MAP3K7,195,158,M06,A,O43318
TAB1,195,158,M06,A,Q15750
HGS,197,159,M11,B,O14964
IST1,197,NULL,M11,B,P53990
STAM,197,159,M11,B,Q92783
STAM2,197,159,M11,B,O75886
UTP3,198,160,M08,A,Q9NQZ2
MPHOSPH10,198,160,M08,A,O00566
UTP25,198,NULL,M08,A,Q68CQ4
IMP4,198,160,M08,A,Q96G21
IMP3,198,160,M08,A,Q9NV31
PARVA,199,161,M07,A,Q9NVD7
PARVB,199,161,M07,A,Q9HBI1
RSU1,199,161,M07,A,Q15404
ILK,199,161,M07,A,Q13418
LIMS1,199,161,M07,A,P48059
HMGN2,200,162,M07,A,P05204
MACROH2A2,200,162,M07,A,Q9P0M6
NAA40,200,162,M07,A,Q86UY6
TMEM192,201,NULL,M10,B,Q8IY95
LAMP2,201,NULL,M10,B,P13473
RYBP,202,163,M01,A,Q8N488
RING1,202,163,M01,A,Q06587
RNF2,202,163,M01,A,Q99496
WIZ,203,NULL,M17,C,O95785
BOP1,203,NULL,M17,C,Q14137
DYNC2LI1,204,164,M06,A,Q8TCX1
DYNLT2B,204,164,M06,A,Q8WW35
DYNC2H1,204,164,M06,A,Q8NCM8
NAF1,205,165,M02,A,Q96HR8
GAR1,205,165,M02,A,Q9NY12
NOP10,205,165,M02,A,Q9NPE3
DKC1,205,165,M02,A,O60832
MACO1,206,NULL,M13,B,Q8N5G2
CERS6,206,NULL,M13,B,Q6ZMG9
NRBF2,207,166,M10,B,Q96F24
ATG14,207,166,M10,B,Q6ZNE5
BECN1,207,166,M10,B,Q14457
PIK3C3,207,166,M10,B,Q8NEB9
PIK3R4,207,166,M10,B,Q99570
ULK1,208,167,M18,C,O75385
RB1CC1,208,167,M18,C,Q8TDY2
ATG101,208,167,M18,C,Q9BSB4
RABAC1,209,NULL,M13,B,Q9UI14
ARL6IP1,209,NULL,M13,B,Q15041
ATF7IP,210,168,M12,B,Q6VMQ6
SNAP29,210,168,M12,B,O95721
SETDB1,210,168,M12,B,Q15047
ARL14EP,210,168,M12,B,Q8N8R7
