,uniprot,gene_name,go_annot
695,Q12965,MYO1E,GO:0000146 GO:0001570 GO:0001701 GO:0003094 GO:0003774 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005516 GO:0005524 GO:0005737 GO:0005856 GO:0005903 GO:0005912 GO:0006807 GO:0006897 GO:0016459 GO:0016887 GO:0030048 GO:0032836 GO:0035091 GO:0035166 GO:0048008 GO:0051015 GO:0070062 GO:0072015 GO:0045334 GO:0031982 GO:0005737 GO:0030898 GO:0051015 GO:0015629 GO:0005886 GO:0007015 GO:0030050 GO:0098858 GO:0000146 GO:0005902
696,Q9UM54,MYO6,GO:0001726 GO:0001726 GO:0003774 GO:0003779 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005516 GO:0005516 GO:0005524 GO:0005634 GO:0005654 GO:0005654 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005765 GO:0005765 GO:0005794 GO:0005829 GO:0005884 GO:0005886 GO:0005886 GO:0005905 GO:0005938 GO:0006886 GO:0006897 GO:0006897 GO:0007605 GO:0016020 GO:0016461 GO:0016591 GO:0030048 GO:0030048 GO:0030175 GO:0030330 GO:0030665 GO:0031410 GO:0031941 GO:0031965 GO:0032587 GO:0042493 GO:0043531 GO:0045177 GO:0045944 GO:0048471 GO:0048471 GO:0051015 GO:0051015 GO:0051046 GO:0060001 GO:0070062 GO:0030139 GO:0045334 GO:0016020 GO:0042995 GO:0007015 GO:0005737 GO:0051015 GO:0000146 GO:0042491 GO:0006897 GO:0030050 GO:0005902 GO:0030139 GO:0005886 GO:0042472 GO:0001726 GO:0015629 GO:0031982 GO:0030898
697,Q6P2P2,PRMT9,GO:0005515 GO:0005737 GO:0005737 GO:0006397 GO:0016274 GO:0016274 GO:0019918 GO:0035243 GO:0035241
698,Q86XK2,FBXO11,GO:0000151 GO:0000151 GO:0000209 GO:0004842 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005694 GO:0005730 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006464 GO:0006511 GO:0007605 GO:0008270 GO:0016274 GO:0016567 GO:0035246 GO:0043687 GO:0042981 GO:0006511 GO:0016567
699,Q6P2Q9,PRPF8,GO:0000244 GO:0000375 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0006397 GO:0006508 GO:0008237 GO:0008380 GO:0016020 GO:0016607 GO:0046540 GO:0070122 GO:0070530 GO:0071005 GO:0071005 GO:0071005 GO:0071006 GO:0071007 GO:0071013 GO:0071222 GO:0071356 GO:0005682 GO:0030620 GO:0030619 GO:0000244 GO:0017070 GO:0071013 GO:0097157 GO:0030623
700,P98175,RBM10,GO:0000122 GO:0000381 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0008150 GO:0008285 GO:0016607 GO:0032991 GO:0034393 GO:0035198 GO:0042802 GO:0046872 GO:0048025 GO:0070935 GO:0005634 GO:0003723 GO:0000398
701,Q9NTZ6,RBM12,GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0043484 GO:0003723 GO:1990904
702,Q8IXT5,RBM12B,GO:0003723 GO:0003723 GO:0005515 GO:1990904 GO:0005654 GO:0043484 GO:0003723
703,Q96PK6,RBM14,GO:0002218 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005667 GO:0005667 GO:0005730 GO:0005737 GO:0009725 GO:0016575 GO:0016607 GO:0030374 GO:0045087 GO:0045944 GO:0045944 GO:0046600 GO:0060395 GO:0098534 GO:1990904 GO:0002218 GO:0003729 GO:0005667 GO:0016607 GO:0045944 GO:0003723 GO:0030374 GO:0005634
704,Q8NDT2,RBM15B,GO:0000381 GO:0001510 GO:0003723 GO:0003723 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005635 GO:0005654 GO:0005654 GO:0006406 GO:0009048 GO:0016032 GO:0016607 GO:0036396 GO:0005730 GO:0006913 GO:0045892 GO:0000398 GO:0005634 GO:0000381 GO:0003676
705,Q96I25,RBM17,GO:0000380 GO:0000398 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005681 GO:0006281 GO:0000380 GO:0000381
706,Q15459,SF3A1,GO:0000389 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0003723 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005681 GO:0005684 GO:0005686 GO:0005686 GO:0005686 GO:0006397 GO:0016607 GO:0016607 GO:0071004 GO:0071005 GO:0071005 GO:0071013 GO:1903241 GO:1903241 GO:0071013 GO:0071004 GO:0005686 GO:0003723
707,Q15428,SF3A2,GO:0000389 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005681 GO:0005686 GO:0006397 GO:0008270 GO:0010976 GO:0016607 GO:0071005 GO:0071013 GO:1903241 GO:0071004 GO:0005686 GO:0000245 GO:0071013
708,Q12874,SF3A3,GO:0000375 GO:0000389 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005681 GO:0005686 GO:0006397 GO:0008270 GO:0016607 GO:0016607 GO:0071005 GO:0071005 GO:0071013 GO:1903241 GO:0003723 GO:0005681 GO:0000398
709,O75533,SF3B1,GO:0000375 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0003723 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005681 GO:0005686 GO:0005689 GO:0008380 GO:0016607 GO:0034693 GO:0045815 GO:0071005 GO:0071005 GO:0071013 GO:1990935 GO:0005686 GO:0005689 GO:0000245 GO:0071004 GO:0003729 GO:0071013
710,Q13435,SF3B2,GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005681 GO:0005689 GO:0006397 GO:0008380 GO:0016032 GO:0016607 GO:0071005 GO:0071013 GO:0071011 GO:0000398 GO:0005684 GO:0005686 GO:0071013 GO:0005689
711,Q15393,SF3B3,GO:0000375 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0003676 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005689 GO:0005730 GO:0008380 GO:0042177 GO:0044877 GO:0071005 GO:0071005 GO:0071013 GO:0005634 GO:0000398
712,Q9BWJ5,SF3B5,GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005689 GO:0071005 GO:0071005 GO:1990935 GO:1990935 GO:0000398 GO:0005686 GO:0071011
713,Q9Y3B4,SF3B6,GO:0000398 GO:0000398 GO:0000398 GO:0001825 GO:0003723 GO:0003723 GO:0003729 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005689 GO:0005686 GO:0005689 GO:0000398 GO:0005684 GO:0071011 GO:0071013
714,Q96DI7,SNRNP40,GO:0000375 GO:0000398 GO:0000398 GO:0000398 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005682 GO:0005732 GO:0005829 GO:0006396 GO:0008380 GO:0016607 GO:0071007 GO:0071013
715,P09012,SNRPA,GO:0000398 GO:0000398 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005681 GO:0005685 GO:0005685 GO:0030619 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:1900363 GO:1990446 GO:0030619 GO:0005685 GO:0000398
716,P08579,SNRPB2,GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0001650 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005681 GO:0005686 GO:0016607 GO:0036464 GO:0070990 GO:0071005 GO:0071007 GO:0071013 GO:0000398 GO:0030619 GO:0005685
717,P09234,SNRPC,GO:0000243 GO:0000387 GO:0000398 GO:0000398 GO:0003723 GO:0003727 GO:0003729 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005685 GO:0005685 GO:0005685 GO:0008270 GO:0015030 GO:0042803 GO:0071004 GO:1990446 GO:0030619 GO:0030627 GO:0000395 GO:0005685
718,P62316,SNRPD2,GO:0000245 GO:0000387 GO:0000387 GO:0000387 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005681 GO:0005685 GO:0005685 GO:0005687 GO:0005689 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0008380 GO:0030532 GO:0034709 GO:0034715 GO:0034719 GO:0046540 GO:0051170 GO:0070062 GO:0071005 GO:0071007 GO:0071013 GO:0071013 GO:0005685 GO:0071011 GO:0000387 GO:0005682 GO:0046540 GO:0005686
719,P62306,SNRPF,GO:0000387 GO:0000387 GO:0000387 GO:0000398 GO:0000398 GO:0000398 GO:0000398 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005681 GO:0005683 GO:0005685 GO:0005685 GO:0005687 GO:0005689 GO:0005732 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006369 GO:0008334 GO:0008334 GO:0008334 GO:0008334 GO:0008380 GO:0030532 GO:0034709 GO:0034715 GO:0034719 GO:0046540 GO:0051170 GO:0071005 GO:0071007 GO:0071013 GO:0005685 GO:0000398 GO:0003723 GO:0071013
720,Q92900,UPF1,GO:0000184 GO:0000184 GO:0000184 GO:0000184 GO:0000184 GO:0000294 GO:0000784 GO:0000785 GO:0000932 GO:0000956 GO:0003682 GO:0003723 GO:0003723 GO:0003723 GO:0003723 GO:0003724 GO:0003724 GO:0004386 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005634 GO:0005654 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006260 GO:0006281 GO:0006406 GO:0006449 GO:0006449 GO:0008270 GO:0009048 GO:0016032 GO:0032201 GO:0032204 GO:0035145 GO:0042162 GO:0042162 GO:0044530 GO:0044770 GO:0061014 GO:0061014 GO:0061014 GO:0061158 GO:0061158 GO:0071044 GO:0071222 GO:0071347 GO:0003724 GO:0005737 GO:0003723 GO:0000184
721,Q8WUU5,GATAD1,GO:0005634 GO:0005654 GO:0006338 GO:0006355 GO:0008270 GO:0043565 GO:0005634 GO:0006325
722,P46976,GYG1,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005576 GO:0005576 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005978 GO:0005978 GO:0005978 GO:0008466 GO:0008466 GO:0008466 GO:0016020 GO:0030145 GO:0030145 GO:0034774 GO:0042803 GO:0042803 GO:0043202 GO:0043202 GO:0043312 GO:0102751 GO:0102751 GO:1904813
723,O15488,GYG2,GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005978 GO:0005978 GO:0005978 GO:0008466 GO:0008466 GO:0046872 GO:0102751 GO:0005737 GO:0008466 GO:0005978
724,P13807,GYS1,GO:0004373 GO:0004373 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005536 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005978 GO:0005978 GO:0005978 GO:0007507 GO:0016020 GO:0016234 GO:0019901 GO:0061547 GO:0004373 GO:0005978 GO:0005737
725,Q15233,NONO,GO:0000978 GO:0001650 GO:0002218 GO:0003682 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005654 GO:0006281 GO:0006310 GO:0006397 GO:0007623 GO:0008380 GO:0016020 GO:0016363 GO:0016607 GO:0042382 GO:0042752 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:0045087 GO:0045892 GO:0070888 GO:0090575 GO:1903377 GO:0003676 GO:0005634 GO:0000976 GO:0006355 GO:0000398
726,Q9Y4C8,RBM19,GO:0003723 GO:0003723 GO:0005654 GO:0005694 GO:0005730 GO:0005730 GO:0005730 GO:0005737 GO:0007275 GO:0016020 GO:0040019 GO:0003723 GO:0005634 GO:0045292 GO:0000381 GO:0016607 GO:0005730
727,Q9NW64,RBM22,GO:0000398 GO:0000398 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005737 GO:0017070 GO:0033120 GO:0035690 GO:0036002 GO:0042307 GO:0045292 GO:0046827 GO:0046872 GO:0048306 GO:0071007 GO:0071013 GO:0000974 GO:0071006 GO:0071007 GO:0017070 GO:0036002
728,P49756,RBM25,GO:0000381 GO:0003723 GO:0003723 GO:0003729 GO:0005515 GO:0005515 GO:0005515 GO:0005737 GO:0006397 GO:0008380 GO:0016607 GO:0016607 GO:0042981 GO:0000381 GO:0003729
729,P98179,RBM3,GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005737 GO:0006396 GO:0006417 GO:0030425 GO:0045727 GO:0015934 GO:0005681 GO:0048026 GO:0043023 GO:0015934 GO:0006417
730,Q96EV2,RBM33,GO:0003723 GO:0003723
731,P42696,RBM34,GO:0003723 GO:0003723 GO:0005654 GO:0005730
732,Q9H0Z9,RBM38,GO:0003723 GO:0003723 GO:0003729 GO:0005515 GO:0005515 GO:0006397 GO:0007049 GO:0008380 GO:0010830 GO:0016032 GO:0030154 GO:0043484 GO:0005634 GO:0005829
733,Q14498,RBM39,GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0006396 GO:0006397 GO:0008380 GO:0015630 GO:0016607 GO:0016607 GO:0032991 GO:0034451 GO:0048024 GO:0048024 GO:0048024
734,Q9BWF3,RBM4,GO:0000381 GO:0000381 GO:0000381 GO:0000381 GO:0000381 GO:0002190 GO:0002192 GO:0003723 GO:0003723 GO:0003723 GO:0003729 GO:0003730 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005730 GO:0005730 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005829 GO:0006396 GO:0008270 GO:0010494 GO:0016607 GO:0016607 GO:0017148 GO:0030154 GO:0030332 GO:0032055 GO:0035198 GO:0035278 GO:0043153 GO:0045947 GO:0046685 GO:0046822 GO:0046822 GO:0051149 GO:0097157 GO:0097158 GO:0097158 GO:0097167 GO:0003729 GO:0003723 GO:0045292 GO:0016607 GO:0005634 GO:0000381
735,Q96IZ5,RBM41,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005689 GO:0030626 GO:0000398 GO:0097157
736,Q9BTD8,RBM42,GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005737 GO:0048025 GO:0003723 GO:0048024 GO:1990904
737,P52756,RBM5,GO:0000245 GO:0000381 GO:0000381 GO:0000398 GO:0003677 GO:0003723 GO:0003729 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005681 GO:0006396 GO:0006915 GO:0008285 GO:0043065 GO:0043065 GO:0046872 GO:0000398 GO:0003723 GO:0005634
738,P78332,RBM6,GO:0003677 GO:0003723 GO:0003723 GO:0005515 GO:0006396 GO:0003723 GO:0005634 GO:0000398
