,uniprot,gene_name,go_annot
1105,Q99816,TSG101,GO:0000813 GO:0000813 GO:0000813 GO:0000813 GO:0000813 GO:0000813 GO:0001558 GO:0003677 GO:0003714 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005730 GO:0005737 GO:0005737 GO:0005768 GO:0005769 GO:0005769 GO:0005770 GO:0005771 GO:0005815 GO:0005829 GO:0005886 GO:0005886 GO:0006513 GO:0006858 GO:0007050 GO:0007175 GO:0008285 GO:0008333 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0015031 GO:0016197 GO:0016236 GO:0019058 GO:0030216 GO:0030374 GO:0031625 GO:0031901 GO:0031902 GO:0036258 GO:0039702 GO:0042059 GO:0042803 GO:0043130 GO:0043130 GO:0043130 GO:0043130 GO:0043162 GO:0043162 GO:0043162 GO:0043405 GO:0043657 GO:0044877 GO:0045892 GO:0046755 GO:0046755 GO:0046755 GO:0046790 GO:0048306 GO:0051301 GO:0070062 GO:0070062 GO:0070062 GO:0070062 GO:0070062 GO:0075733 GO:0090543 GO:0097352 GO:1902188 GO:1902188 GO:1903508 GO:1903543 GO:1903543 GO:1903551 GO:1903774 GO:1903774 GO:1990182 GO:2000397 GO:1902186
1106,P0CG47,UBB,GO:0000122 GO:0000187 GO:0000209 GO:0000715 GO:0000717 GO:0002755 GO:0002755 GO:0002756 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005615 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005739 GO:0005741 GO:0005789 GO:0005789 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0006283 GO:0006294 GO:0006294 GO:0006296 GO:0006297 GO:0006625 GO:0007141 GO:0007144 GO:0007179 GO:0007249 GO:0007249 GO:0007254 GO:0008585 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0010008 GO:0016055 GO:0016197 GO:0016567 GO:0016567 GO:0016579 GO:0019058 GO:0019068 GO:0019221 GO:0019985 GO:0021888 GO:0030512 GO:0030666 GO:0031145 GO:0031398 GO:0031982 GO:0033683 GO:0035666 GO:0035666 GO:0035666 GO:0036297 GO:0042276 GO:0042276 GO:0042276 GO:0042769 GO:0043005 GO:0043025 GO:0043065 GO:0043066 GO:0043488 GO:0043657 GO:0044267 GO:0045944 GO:0047497 GO:0048812 GO:0051092 GO:0051403 GO:0051881 GO:0055085 GO:0060613 GO:0061024 GO:0061136 GO:0061418 GO:0070062 GO:0070423 GO:0070498 GO:0070911 GO:0070987 GO:0072520 GO:0075733 GO:0097009 GO:1901214 GO:1902255 GO:1902527 GO:0031625 GO:0005737 GO:0016567 GO:0031386 GO:0019941 GO:0005634
1107,Q9BV40,VAMP8,GO:0002479 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005737 GO:0005765 GO:0005769 GO:0005829 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0006892 GO:0015031 GO:0016020 GO:0016021 GO:0016240 GO:0019869 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030665 GO:0030667 GO:0030667 GO:0030670 GO:0031201 GO:0031201 GO:0031201 GO:0031201 GO:0031901 GO:0031902 GO:0031982 GO:0035577 GO:0035577 GO:0035579 GO:0043312 GO:0046718 GO:0048471 GO:0055037 GO:0055038 GO:0061024 GO:0070062 GO:0070062 GO:0070254 GO:0070821 GO:0097352 GO:0098594 GO:1903076 GO:1903531 GO:1903595 GO:0043308 GO:0043312 GO:0098594 GO:0006906 GO:0005886 GO:0070254 GO:0035493 GO:0005484 GO:0019905 GO:0031201
1108,Q9BRG1,VPS25,GO:0000814 GO:0000814 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0007175 GO:0010008 GO:0010008 GO:0016197 GO:0016236 GO:0036258 GO:0042803 GO:0047485 GO:0070062 GO:0070062 GO:0005198 GO:0042803 GO:0043328 GO:0000814
1109,Q96AJ9,VTI1A,GO:0000139 GO:0000139 GO:0005484 GO:0005515 GO:0005768 GO:0005776 GO:0005794 GO:0005794 GO:0005829 GO:0006888 GO:0006914 GO:0008021 GO:0008021 GO:0016021 GO:0030136 GO:0031201 GO:0031201 GO:0031201 GO:0032588 GO:0032588 GO:0032588 GO:0032588 GO:0032588 GO:0032588 GO:0032588 GO:0032588 GO:0042147 GO:0042147 GO:0042147 GO:0043025 GO:0043025 GO:0043231 GO:0044306 GO:0048280 GO:0048471 GO:0050882 GO:0090161 GO:0006891 GO:0031201 GO:0048280 GO:0005794 GO:0006888 GO:0006623 GO:0005789 GO:0006896 GO:0031902 GO:0042147 GO:0012507 GO:0000149 GO:0005484
1110,Q9UEU0,VTI1B,GO:0000149 GO:0002576 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005576 GO:0005765 GO:0005765 GO:0005794 GO:0005794 GO:0005829 GO:0006904 GO:0008021 GO:0016021 GO:0016192 GO:0019869 GO:0031093 GO:0031901 GO:0031902 GO:0031902 GO:0031982 GO:0043025 GO:0043231 GO:0048471 GO:0055037 GO:0055038 GO:0061025 GO:1903076 GO:0097352 GO:0031902 GO:0006888 GO:0031201 GO:0000149 GO:0005484 GO:0042147 GO:0005789 GO:0006891 GO:0048280 GO:0006623 GO:0012507 GO:0006896 GO:0005794
1111,P46379,BAG6,GO:0001822 GO:0002429 GO:0005102 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006325 GO:0006511 GO:0006915 GO:0007130 GO:0007283 GO:0007420 GO:0010498 GO:0016020 GO:0016020 GO:0018393 GO:0030101 GO:0030154 GO:0030324 GO:0030433 GO:0030433 GO:0030433 GO:0030544 GO:0031593 GO:0031625 GO:0031625 GO:0031625 GO:0032435 GO:0042127 GO:0042771 GO:0043022 GO:0043066 GO:0043231 GO:0045861 GO:0045995 GO:0050821 GO:0051787 GO:0061857 GO:0070059 GO:0070062 GO:0070628 GO:0071712 GO:0071712 GO:0071816 GO:0071816 GO:0071818 GO:0071818 GO:0071818 GO:1904294 GO:1904378 GO:1904379 GO:1990381 GO:0071818 GO:0051787 GO:0030433 GO:0031593
1112,O60566,BUB1B,GO:0000278 GO:0000776 GO:0000776 GO:0000776 GO:0000776 GO:0000777 GO:0000940 GO:0004672 GO:0004674 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005680 GO:0005737 GO:0005815 GO:0005819 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006468 GO:0006468 GO:0006511 GO:0006915 GO:0007093 GO:0031145 GO:0048471 GO:0051301 GO:1901990 GO:0000776 GO:0000776 GO:0004672 GO:0051754 GO:0007094 GO:0000778
1113,Q9UPV0,CEP164,GO:0000086 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005615 GO:0005654 GO:0005813 GO:0005813 GO:0005814 GO:0005814 GO:0005814 GO:0005814 GO:0005814 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006281 GO:0010389 GO:0043231 GO:0051301 GO:0060271 GO:0060271 GO:0097539 GO:0097711 GO:0005654 GO:0005814 GO:0005813 GO:0060271 GO:0097539
1114,Q5SW79,CEP170,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005813 GO:0005813 GO:0005814 GO:0005814 GO:0005814 GO:0005814 GO:0005829 GO:0005874 GO:0072686 GO:0120103
1115,Q8TEP8,CEP192,GO:0000086 GO:0000242 GO:0005515 GO:0005515 GO:0005515 GO:0005813 GO:0005813 GO:0005813 GO:0005813 GO:0005814 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0009617 GO:0010389 GO:0010923 GO:0019902 GO:0051298 GO:0071539 GO:0090222 GO:0090307 GO:0097711
1116,Q9BV73,CEP250,GO:0000086 GO:0000278 GO:0001750 GO:0001917 GO:0005515 GO:0005515 GO:0005515 GO:0005813 GO:0005813 GO:0005813 GO:0005814 GO:0005814 GO:0005814 GO:0005814 GO:0005815 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0008022 GO:0008104 GO:0008104 GO:0008104 GO:0008104 GO:0008104 GO:0010389 GO:0010457 GO:0010457 GO:0010457 GO:0010457 GO:0019901 GO:0019904 GO:0030997 GO:0032991 GO:0033365 GO:0036064 GO:0048471 GO:0050908 GO:0060271 GO:0070062 GO:0097711 GO:1904781 GO:1905515 GO:0005814
1117,Q5VT06,CEP350,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005737 GO:0005813 GO:0005813 GO:0005814 GO:0005819 GO:0008017 GO:0016020 GO:0034453 GO:0042995
1118,Q9P209,CEP72,GO:0000086 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005813 GO:0005813 GO:0005813 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0007051 GO:0007099 GO:0010389 GO:0033566 GO:0034451 GO:0042802 GO:0097711 GO:1904779
1119,Q9Y3E7,CHMP3,GO:0000815 GO:0000815 GO:0000815 GO:0000815 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005770 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0006915 GO:0010824 GO:0016197 GO:0016236 GO:0019058 GO:0031210 GO:0031410 GO:0031902 GO:0036258 GO:0039702 GO:0039702 GO:0039702 GO:0039702 GO:0050792 GO:0051258 GO:0061763 GO:0061952 GO:0070062 GO:0071985 GO:0097352 GO:1902187 GO:1902188 GO:1902188 GO:1902188 GO:1902188 GO:1990381 GO:2000641 GO:0006997 GO:0007080 GO:1901673 GO:1903541 GO:0032509 GO:0005771 GO:0000815 GO:0015031 GO:0045324
1120,O75190,DNAJB6,GO:0001671 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005829 GO:0005829 GO:0005829 GO:0006457 GO:0016020 GO:0030018 GO:0030036 GO:0030198 GO:0031072 GO:0032781 GO:0032880 GO:0034504 GO:0043154 GO:0045109 GO:0045892 GO:0048471 GO:0051082 GO:0051087 GO:0051087 GO:0051087 GO:0051087 GO:0060710 GO:0060715 GO:0060717 GO:0090084 GO:0090084 GO:1900034
1121,Q9H819,DNAJC18,GO:0016021 GO:0030544 GO:0005789 GO:0030433 GO:0071218 GO:0051085
1122,Q99615,DNAJC7,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0005737 GO:0005829 GO:0005829 GO:0005856 GO:0006457 GO:0016020 GO:0031072 GO:0031072 GO:0051085 GO:0051085 GO:0070062 GO:1900034
1123,P19525,EIF2AK2,GO:0000186 GO:0001819 GO:0003723 GO:0003725 GO:0004672 GO:0004672 GO:0004672 GO:0004672 GO:0004674 GO:0004694 GO:0004715 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005634 GO:0005737 GO:0005829 GO:0005829 GO:0005840 GO:0006412 GO:0006468 GO:0008285 GO:0009615 GO:0010998 GO:0016020 GO:0017148 GO:0017148 GO:0017148 GO:0018108 GO:0018108 GO:0019888 GO:0030683 GO:0030968 GO:0032722 GO:0032874 GO:0033689 GO:0034198 GO:0035455 GO:0042802 GO:0043066 GO:0043666 GO:0045071 GO:0045071 GO:0045087 GO:0046777 GO:0046777 GO:0048471 GO:0051092 GO:0051607 GO:1900225 GO:1901224 GO:1901532 GO:1902033 GO:1902036 GO:0004694 GO:0004672 GO:0022626
1124,O95757,HSPA4L,GO:0005524 GO:0005634 GO:0005737 GO:0005829 GO:0006457 GO:0006986 GO:0005634 GO:0005829
1125,Q9Y547,HSPB11,GO:0001501 GO:0001822 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005929 GO:0005929 GO:0005929 GO:0005929 GO:0007224 GO:0007283 GO:0007507 GO:0030154 GO:0030324 GO:0030992 GO:0035735 GO:0046872 GO:0070986 GO:0097542 GO:0097542 GO:0097542 GO:0097542 GO:0060271 GO:0005929 GO:0030992 GO:0005813
1126,Q9NZL4,HSPBP1,GO:0004857 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006457 GO:0031398 GO:0031625 GO:0032436 GO:0043086 GO:0000774 GO:0005737 GO:0005783
1127,Q9NVA2,SEPTIN11,GO:0001725 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005525 GO:0030424 GO:0031105 GO:0031105 GO:0043197 GO:0050807 GO:0098978 GO:0098982 GO:0099629 GO:0031105 GO:0034613 GO:0015630 GO:0061640 GO:0005940 GO:0060090 GO:0003924 GO:0032153
1128,Q15019,SEPTIN2,GO:0000145 GO:0000777 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005525 GO:0005634 GO:0005654 GO:0005737 GO:0005819 GO:0005886 GO:0005930 GO:0007224 GO:0007283 GO:0015629 GO:0030496 GO:0031105 GO:0031105 GO:0031175 GO:0032154 GO:0032391 GO:0045171 GO:0045296 GO:0048471 GO:0060170 GO:0060271 GO:0070062 GO:0097227 GO:0097730 GO:0005938 GO:0031105 GO:0003924 GO:0060271 GO:0061640 GO:0060090 GO:0008021 GO:0017157 GO:0032153 GO:0034613 GO:0005940 GO:0015630
1129,Q16181,SEPTIN7,GO:0000777 GO:0001725 GO:0005198 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005525 GO:0005634 GO:0005819 GO:0005829 GO:0005829 GO:0005930 GO:0005930 GO:0007283 GO:0016476 GO:0030154 GO:0030496 GO:0031105 GO:0031105 GO:0031105 GO:0032154 GO:0042802 GO:0045296 GO:0060271 GO:0070062 GO:0097227 GO:0097730 GO:1902857 GO:0016324 GO:0061640 GO:0060090 GO:0060271 GO:0005940 GO:0031105 GO:0032153 GO:0034613 GO:0015630 GO:0003924
1130,Q92599,SEPTIN8,GO:0005515 GO:0005515 GO:0005515 GO:0005525 GO:0030424 GO:0030672 GO:0035542 GO:0098793 GO:0031105 GO:0060090 GO:0003924 GO:0005940 GO:0032153 GO:0034613 GO:0061640 GO:0015630
1131,Q9UHD8,SEPTIN9,GO:0001725 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005525 GO:0005737 GO:0005874 GO:0005930 GO:0015629 GO:0031105 GO:0031105 GO:0031105 GO:0045296 GO:0048471 GO:0097730 GO:1902857 GO:0003924 GO:0032153 GO:0061640 GO:0005940 GO:0015630 GO:0034613 GO:0060090 GO:0031105
