,target,prey,confidence
25264,CALML3,SIPA1L3,B+
25265,CALML3,WDR1,B+
25266,CALML3,COBL,A+
25267,CALML3,FLNB,A+
25268,CALML3,ERLIN1,B+
25269,CALML3,SVIL,A+
25271,CALML3,AP2A1,A+
25272,CALML3,GNAI2,B+
25273,CALML3,TPM3,B+
25274,CALML3,ANXA2;ANXA2P2,A+
25275,CALML3,LYN,B+
25276,CALML3,TPM2,B+
25277,CALML3,HSP90AB1,B+
25278,CALML3,LGALS1,A+
25279,CALML3,CLTA,A+
25280,CALML3,CLTB,A+
25281,CALML3,ACTN1,A+
25282,CALML3,CPM,B+
25283,CALML3,HSP90B1,A
25284,CALML3,MYL6B,A+
25285,CALML3,ATP2B1,B
25286,CALML3,FLNA,A+
25287,CALML3,GART,B
25288,CALML3,CFL1,B+
25289,CALML3,MSN,A+
25290,CALML3,HMGB2,B+
25291,CALML3,VARS,B
25292,CALML3,CALML3,A+
25293,CALML3,TMOD1,B+
25294,CALML3,SSFA2,A+
25295,CALML3,HLA,B-
25296,CALML3,EPS15,A+
25297,CALML3,IQGAP1,A+
25298,CALML3,CAPZB,B+
25299,CALML3,AARS,A-
25300,CALML3,CAPZA1,B+
25301,CALML3,CLTCL1,B+
25302,CALML3,MYL6,A+
25303,CALML3,CDC42,A+
25304,CALML3,ACTR3,C
25305,CALML3,RHOA,A
25306,CALML3,PPP1CA,A+
25307,CALML3,PPP1CB,B+
25308,CALML3,GNB1,B+
25309,CALML3,AP2B1,C
25310,CALML3,ACTG1,A+
25311,CALML3,TPM4,B+
25312,CALML3,ST5,A+
25313,CALML3,BASP1,A+
25314,CALML3,DAB2,A+
25315,CALML3,CLTC,A+
25316,CALML3,SPTBN1,A+
25318,CALML3,KIF23,A+
25320,CALML3,AHNAK,B+
25321,CALML3,NEXN,A+
25322,CALML3,TWF1,A+
25323,CALML3,MYO1E,A+
25324,CALML3,FLII,A+
25326,CALML3,CAMK2G,B+
25327,CALML3,SPTAN1,A+
25328,CALML3,DYNC1H1,B+
25329,CALML3,ITPR3,C
25330,CALML3,CLINT1,A+
25331,CALML3,PLEC,B+
25332,CALML3,PLEC,A+
25333,CALML3,FSCN1,A+
25334,CALML3,INF2,A+
25335,CALML3,TPRN,A+
25336,CALML3,SPECC1,A+
25337,CALML3,ARHGAP21,B+
25338,CALML3,ARHGAP11A,A+
25339,CALML3,MPRIP,A+
25340,CALML3,CD109,B+
25341,CALML3,PHLDB2,B+
25342,CALML3,LUZP1,A+
25343,CALML3,CCDC50,A+
25344,CALML3,C19orf21,A+
25345,CALML3,MAP7D3,B-
25346,CALML3,SYNPO,A+
25347,CALML3,AFAP1,A+
25348,CALML3,ACTRT1,C+
25349,CALML3,LMO7,B+
25350,CALML3,EFHD2,A+
25351,CALML3,AP2M1,A+
25352,CALML3,SIPA1,A+
25353,CALML3,MYO19,A+
25354,CALML3,PPP1R9B,A+
25355,CALML3,PHB2,B+
25356,CALML3,PIP5K1A,B+
25357,CALML3,ARPC5L,A+
25358,CALML3,CORO1B,A+
25359,CALML3,NLN,B-
25360,CALML3,RACGAP1,B+
25361,CALML3,ZBTB20,A+
25362,CALML3,MYO5C,A+
25363,CALML3,BMP2K,A+
25364,CALML3,NDE1,A-
25365,CALML3,TMOD3,B+
25366,CALML3,ADD3,B+
25367,CALML3,TES,A+
25368,CALML3,LIMA1,A+
25370,CALML3,PACSIN3,A+
25371,CALML3,MYO5B,A+
25372,CALML3,AKAP2,A+
25373,IQGAP3,SRGAP3,B
25374,IQGAP3,NPHP4,B-
25375,IQGAP3,SLC4A2,B
25376,IQGAP3,HIVEP1,B
25377,IQGAP3,PLXNA3,B
25378,IQGAP3,ITGA1,B+
25379,IQGAP3,CDC42,A-
25380,IQGAP3,MEF2A,B
25381,IQGAP3,COG2,B
25382,IQGAP3,ITPRIPL2,B-
25383,IQGAP3,ZCCHC6,B-
25384,IQGAP3,IQGAP3,A+
25385,IQGAP3,PPP1R16A,B-
25386,IQGAP3,IARS2,B-
25387,IQGAP3,BAIAP2L1,B
25388,SEL1L,HSP90B1,A
25389,SEL1L,LGALS3BP,A+
25390,SEL1L,OS9,A+
25391,SEL1L,HM13,A+
25392,SEL1L,ERLEC1,A+
25393,SEL1L,SEL1L,A+
25394,SPTLC2,EFCAB5,B
25395,SPTLC2,WBP11,B-
25396,SPTLC2,KIF3B,B-
25399,SPTLC2,CUL2,A
25400,SPTLC2,SCRIB,B-
25401,SPTLC2,EME1,B-
25402,CYR61,ELMO3,B-
25403,CYR61,CYR61,A+
25404,CYR61,SRGAP3,A-
25405,CYR61,ZNF207,B-
25406,CYR61,OPA1,A-
25407,CYR61,SLC4A2,B-
25408,CYR61,HIVEP1,B-
25409,CYR61,PLXNA3,A-
25410,CYR61,COG2,B-
25411,CYR61,KIF26B,B-
25412,CYR61,ITPRIPL2,B-
25413,CYR61,ZCCHC6,B-
25414,CYR61,SPICE1,B-
25415,CYR61,PARP16,B-
25416,CYR61,SS18L2,B-
25417,CYR61,TBC1D24,A-
25418,HNRNPF,MATR3,C
25419,HNRNPF,EHMT2,B-
25420,HNRNPF,PRICKLE3,B-
25421,HNRNPF,CHCHD3,B
25422,HNRNPF,ATP1A1,B
25423,HNRNPF,TUBB,B
25424,HNRNPF,HNRNPH1,B+
25425,HNRNPF,SLC25A11,B
25426,HNRNPF,SEC16A,B
25427,HNRNPF,TMCO1,B
25428,HNRNPF,RBFOX2;RBM9,B+
25429,HNRNPF,LMNB1,B-
25430,HNRNPF,EMD,B+
25431,HNRNPF,HNRNPM,A+
25432,HNRNPF,HNRNPF,A+
25433,HNRNPF,HNRNPH2,A+
25434,HNRNPF,LSM11,B-
25435,HNRNPF,SLC25A3,B
25436,HNRNPF,TARDBP,B+
25437,HNRNPF,MAP7,B+
25438,HNRNPF,TRIP12,B-
25439,HNRNPF,PKN3,B
25440,HNRNPF,LARP4B,B-
25441,HNRNPF,DNAJA3,B-
25442,HNRNPF,RBM14,B
25443,HNRNPF,MYBBP1A,B-
25444,HNRNPF,CBX8,B-
25445,HNRNPF,ATAD3A,B
25446,HNRNPF,FAM120A,A+
25447,HNRNPF,YTHDF2,B-
25448,PCIF1,FANCM,B
25449,PCIF1,POLR2A,B
25450,PCIF1,POLR2I,B+
25451,PCIF1,MNAT1,A+
25452,PCIF1,CAMSAP2,A+
25453,PCIF1,ZCCHC6,B-
25454,PCIF1,PARP16,B
25455,PCIF1,C19orf43,B+
25456,PCIF1,HNRNPUL1,B-
25457,PCIF1,PCIF1,A+
25458,PFKFB2,PGAP2,B
25459,PFKFB2,DOCK8,A+
25460,PFKFB2,H0YHG0,B
25461,PFKFB2,SRRM2,B-
25462,PFKFB2,PFKFB2,A+
25464,PFKFB2,ZC3H11A,B+
25465,PFKFB2,TRIM21,B+
25466,PFKFB2,CIP29;SARNP,B
25467,PFKFB2,PDE4D,B-
25468,PFKFB2,FAM83B,B-
25469,PFKFB2,CPSF7,B
25470,PFKFB2,RBM15,B+
25471,PFKFB2,FAM82A2,B
25472,PFKFB2,POLDIP3,B
25473,PFKFB2,ZCCHC17,A
25474,PFKFB2,SRRM2,B
25475,RIOK3,OSBPL5,B-
25476,RIOK3,RIOK3,A+
25477,RIOK3,SUPT6H,B-
25478,RIOK3,ZMAT3,B-
25479,MATR3,SAFB,A+
25480,MATR3,CXorf23,B+
25481,MATR3,PRR3,B-
25482,MATR3,MATR3,A+
25483,MATR3,APOBEC3B,A
25484,MATR3,EWSR1,B
25485,MATR3,EIF3D,A-
25486,MATR3,ZNF668,B-
25487,MATR3,ADAR,A-
25488,MATR3,PUM1,A+
25489,MATR3,STAU2,A-
25490,MATR3,NAP1L4;NAP1L4b,B-
25491,MATR3,PPHLN1,A+
25492,MATR3,ILF3,A-
25493,MATR3,HNRNPH1,A+
25494,MATR3,DDX17,A
25495,MATR3,DDX3X;DDX3Y,A-
25496,MATR3,HNRPDL,A+
25497,MATR3,RBFOX2;RBM9,A+
25498,MATR3,HNRNPR,A-
25499,MATR3,AKAP8,A+
25500,MATR3,DNAJB6,B-
25501,MATR3,PTBP3;ROD1,A+
25502,MATR3,HNRNPC,A+
25503,MATR3,SNRPA,B-
25504,MATR3,HNRNPA1,A
25505,MATR3,HNRNPL,A
25506,MATR3,DDX5,A-
25507,MATR3,HNRNPA2B1,A+
25508,MATR3,PTBP1,A
25509,MATR3,HNRNPH3,A+
25510,MATR3,FUS,B-
25511,MATR3,RBMX,A+
25514,MATR3,YLPM1,A+
25515,MATR3,HNRNPA3,A+
25516,MATR3,HNRNPM,A+
25517,MATR3,HNRNPF,B+
25518,MATR3,COPA,B
25519,MATR3,HNRNPH2,A+
25520,MATR3,NLRP5,B-
25521,MATR3,HNRNPK,A
25522,MATR3,PPP1CA,B-
25523,MATR3,PPP1CB,B-
25524,MATR3,RBM6,A+
25525,MATR3,RBM3,A-
25526,MATR3,SET,A+
25527,MATR3,KHDRBS1,A+
25528,MATR3,DHX9,A-
25529,MATR3,ILF2,B
25530,MATR3,HNRNPA0,A
25531,MATR3,SRSF9,B
25532,MATR3,TNK1,A+
25533,MATR3,SAFB2,A+
25534,MATR3,ZNF638,A+
25535,MATR3,NUMA1,B-
25536,MATR3,RCN1,A+
25537,MATR3,hCG_2044799;HNRNPUL2,A
25538,MATR3,ESCO2,B-
25539,MATR3,ZNF326,A+
25540,MATR3,ALYREF,B-
25541,MATR3,SUGP2,A+
25542,MATR3,RBM12B,A+
25543,MATR3,RBM15B,B+
25544,MATR3,PPHLN1,A
25545,MATR3,PPHLN1,B
25546,MATR3,GSG2,B
25547,MATR3,TAF15,A+
25548,MATR3,RBMXL1,A+
25549,MATR3,FUBP3,A
25550,MATR3,RBM14,A+
25551,MATR3,MPHOSPH8,A
25552,MATR3,PKP4,A+
25553,MATR3,PKP2,A+
25554,MATR3,RBM4B,A+
25555,MATR3,HNRNPUL1,A
25556,MATR3,DPY30,A-
25557,MATR3,ZFP106,B-
25558,MATR3,NCOA5,A+
25559,MATR3,DDX28,B-
25560,MATR3,POLR3B,B
25561,MATR3,SLTM,A+
25562,MATR3,FAM120A,B
25563,MATR3,EIF2AK4,B-
25564,MATR3,FAM208A,A
25565,MATR3,RALY,A+
25566,MATR3,AKAP8L,A+
25567,MATR3,C14orf166,B-
25568,MATR3,C22orf28,B-
25569,MATR3,PKP3,A+
25570,MATR3,TIMM13,B-
25571,MATR3,SQRDL,B
25572,PRKD2,H0YHG0,B-
25573,PRKD2,PRKD3,A+
25574,PRKD2,YWHAQ,B-
25575,PRKD2,CDK10,B-
25576,PRKD2,NGDN,B-
25577,PRKD2,PRKD2,A+
25578,PRKD2,NGRN,A+
25579,PRKD2,SEC23IP,B-
25580,MLKL,LRCH3,B-
25581,MLKL,CASP8,B-
25582,MLKL,PARP16,B+
25583,MLKL,MLKL,A+
25584,MLKL,GLG1,A+
25585,MLKL,SRA1,B
25586,TGM2,CDC42BPA,B
25587,TGM2,CDK11B,B-
25588,TGM2,SRGAP3,B
25589,TGM2,PLOD3,A
25590,TGM2,COL5A2,A+
25591,TGM2,COL5A1,B
25592,TGM2,TGM2,A+
25593,TGM2,RBM25,B
25594,TGM2,MVP,A+
25595,TGM2,SF3B4,B-
25596,TGM2,TWISTNB,B
25597,TGM2,GLT25D1,A+
25598,TGM2,TMEM126A,B
25599,TGM2,ENOPH1,B-
25600,FBXW11,SUN2;UNC84B,A+
25601,FBXW11,CTNNB1,A+
25602,FBXW11,FBXW11,A+
25603,FBXW11,PLOD1,A+
25604,FBXW11,SKP1,B+
25605,FBXW11,ICT1,A+
25606,FBXW11,HNRPDL,B-
25607,FBXW11,PLOD3,A+
25608,FBXW11,COL5A2,A+
25609,FBXW11,COL5A1,B
25610,FBXW11,HNRNPA2B1,A-
25611,FBXW11,APC,B
25612,FBXW11,CTNNA1,A+
25613,FBXW11,HNRNPU,A
25614,FBXW11,TFAP4,A+
25615,FBXW11,MRPL49,B
25616,FBXW11,MVP,A+
25617,FBXW11,NOLC1,B-
25618,FBXW11,GLT25D1,A+
25619,FBXW11,SPIRE2,A
25620,FBXW11,MRPL13,A+
25624,MPHOSPH9,TJP1,B-
25625,MPHOSPH9,KIF3B,B
25626,MPHOSPH9,SSB,B-
25627,MPHOSPH9,ETF1,B-
25628,MPHOSPH9,RAD51,B-
25629,MPHOSPH9,SF3A1,B-
25630,MPHOSPH9,MPHOSPH9,A+
25631,DCTN5,VWA8,B-
25632,DCTN5,DCTN1;DKFZp686E0752,A+
25633,DCTN5,UBFD1,B-
25634,DCTN5,DCTN6,A+
25635,DCTN5,DCTN3,A+
25636,DCTN5,ACTR1B,A+
25637,DCTN5,CAPZA2,B+
25638,DCTN5,CAPZB,A+
25639,DCTN5,CAPZA1,B
25640,DCTN5,ACTR1A,A+
25641,DCTN5,PTK2,A-
25642,DCTN5,DCTN2,A+
25643,DCTN5,TRIM25,A
25644,DCTN5,RNF219,B-
25645,DCTN5,MRPL45,B-
25646,DCTN5,DCTN5,A+
25647,DCTN5,ACTR10,A+
25648,DCTN5,DCTN4,A+
25649,HNRNPA1L2,STX18,B-
25650,HNRNPA1L2,UQCRQ,B-
25651,HNRNPA1L2,TOX4,B
25652,HNRNPA1L2,PAICS,B-
25653,HNRNPA1L2,KIF14,B-
25654,HNRNPA1L2,HNRNPA1L2,A+
25655,HNRNPA1L2,MIA3,B-
25656,HNRNPA1L2,SIRT1,B-
25657,HNRNPA1L2,TRIB1,A-
25658,ATL3,TAP1,B-
25659,ATL3,DVL3,B+
25660,ATL3,ATL2,A
25661,ATL3,SNX14,A
25662,ATL3,RNF5,A
25663,ATL3,ATL3,A+
25664,ATL3,RTN3,A+
25665,ATL3,RAB5C,A
25666,ATL3,ZNF768,B
25667,ATL3,ZNF609,B
25668,ATL3,SEC22B,B-
25669,ATL3,VAPB,B-
25670,ATL3,SLC4A2,B
25671,ATL3,ITGB1,A
25672,ATL3,PRSS56,B-
25673,ATL3,ATP2B1,B
25674,ATL3,GART,B-
25675,ATL3,ATP5A1,B-
25676,ATL3,ALDH1B1,B-
25677,ATL3,LONP1,B-
25678,ATL3,ETFB,A
25679,ATL3,ARCN1,A
25680,ATL3,ALDH3A2,B
25681,ATL3,ATP5E;ATP5EP2,B
25682,ATL3,RAB14,B-
25683,ATL3,RAB1A,B-
25684,ATL3,TAP2,A-
25685,ATL3,SPAG1,B-
25686,ATL3,BLMH,B
25687,ATL3,DALRD3,A
25688,ATL3,RABL3,A-
25689,ATL3,ZCCHC6,B-
25691,ATL3,SUPT6H,B
25692,ATL3,FASTKD5,B
25693,ATL3,LPGAT1,B
25694,ATL3,ESYT1,A
25695,ATL3,TMEM109,A
25696,ATL3,RBKS,A-
25697,ATL3,L2HGDH,A
25698,ATL3,ATP13A2,B-
25699,ATL3,RTN4,A+
25700,ATL3,TMEM161A,B-
25701,ATL3,USP15,B
25702,ATL3,SRPRB,B
25703,ATL3,TSSC4,B-
25705,SLAIN2,TACC2,B+
25707,SLAIN2,APPBP2,B
25708,SLAIN2,TRIB1,B
25709,SLAIN2,WAC,B
25711,MORC3,RDH10,A
25712,MORC3,DOCK8,A
25713,MORC3,HTT,A
25714,MORC3,DYNLL1,B
25715,MORC3,MOGS,A
25716,MORC3,SNTB1,B
25717,MORC3,MORC3,A+
25718,MORC3,DEPDC1,B
25719,MORC3,SYNE2,B
25720,MORC3,TRIB1,B+
25721,MORC3,CRIPT,B
25722,MAPRE1,ADD1,A+
25723,MAPRE1,DBN1,B-
25724,MAPRE1,CTNNB1,A+
25725,MAPRE1,WDR67,A-
25726,MAPRE1,PCM1,A
25727,MAPRE1,DCTN1;DKFZp686E0752,A
25731,MAPRE1,WDR90,A
25732,MAPRE1,ABLIM1,A-
25733,MAPRE1,CALM1;CALM2;CALM3,B-
25734,MAPRE1,HYI,B
25735,MAPRE1,SORBS2,B
25737,MAPRE1,SEC16A,B-
25738,MAPRE1,SORBS2,A
25739,MAPRE1,YES1,B-
25740,MAPRE1,AXIN1,A+
25741,MAPRE1,ACTN4,B
25742,MAPRE1,WDR1,B
25743,MAPRE1,COBL,B
25744,MAPRE1,OFD1,A
25745,MAPRE1,SVIL,A-
25746,MAPRE1,PCNT,B
25747,MAPRE1,FGFR1OP,A+
25748,MAPRE1,GNAI2,B-
25749,MAPRE1,FYN,B
25750,MAPRE1,HSP90AB1,B-
25751,MAPRE1,CLTA,B-
25752,MAPRE1,CLTB,A-
25753,MAPRE1,ACTN1,A
25755,MAPRE1,CD59,A
25756,MAPRE1,CPM,B-
25757,MAPRE1,KIN27;PRKACA,A+
25758,MAPRE1,FLNA,B-
25759,MAPRE1,PRKACB,A+
25760,MAPRE1,APC,A
25761,MAPRE1,CALML3,A-
25762,MAPRE1,TMOD1,A
25763,MAPRE1,SSFA2,B-
25765,MAPRE1,CTNNA1,A+
25766,MAPRE1,EPS15,B-
25767,MAPRE1,QARS,B-
25768,MAPRE1,CAPZA1,B-
25769,MAPRE1,ACTR1A,A
25771,MAPRE1,DAB2,B-
25772,MAPRE1,CLTC,B-
25773,MAPRE1,SPTBN1,A-
25774,MAPRE1,SPTBN1,A
25777,MAPRE1,NEXN,B-
25778,MAPRE1,MYO1E,B-
25779,MAPRE1,DYNC1I2,B
25780,MAPRE1,DCTN2,B-
25781,MAPRE1,SPTAN1,A-
25782,MAPRE1,BLMH,B
25783,MAPRE1,DYNC1H1,A
25784,MAPRE1,PLEC,B-
25785,MAPRE1,PCM1,A+
25786,MAPRE1,RAB35,A-
25788,MAPRE1,TPRN,B
25789,MAPRE1,SPECC1,B-
25790,MAPRE1,CEP170,A
25791,MAPRE1,KIAA1009,B
25792,MAPRE1,CEP350,B
25793,MAPRE1,CD109,B-
25794,MAPRE1,CLASP1,A
25795,MAPRE1,LUZP1,B-
25797,MAPRE1,MIB1,A+
25798,MAPRE1,ERC1,B
25799,MAPRE1,C19orf21,B-
25800,MAPRE1,SYNPO,A-
25801,MAPRE1,AFAP1,B-
25802,MAPRE1,PPP1R13L,A
25803,MAPRE1,PIBF1,A+
25804,MAPRE1,SPAG5,A+
25805,MAPRE1,CDK5RAP2,A
25807,MAPRE1,KIF2C,A-
25809,MAPRE1,CCDC77,A+
25810,MAPRE1,DYNLRB1,B
25812,MAPRE1,CEP72,A+
25813,MAPRE1,CLIP2,B
25814,MAPRE1,ADD3,A+
25815,MAPRE1,LIMA1,B
25816,MAPRE1,TAOK2,A
25817,MAPRE1,AZI1,A+
25818,MAPRE1,SSX2IP,B-
25819,MAPRE1,C15orf23;SKAP,A
25820,MBD2,GATAD2A,A+
25821,MBD2,MTA3,A+
25822,MBD2,CHD4,A+
25823,MBD2,CDK2AP1,A+
25824,MBD2,RPL6,B-
25825,MBD2,RASA3,B-
25826,MBD2,HDAC2,B-
25827,MBD2,TPP1,B-
25828,MBD2,KLF4,B
25829,MBD2,DKFZp686F2281;MTA2,A
25830,MBD2,RBBP4,B-
25831,MBD2,MTA1,B-
25832,MBD2,HDAC1,A
25833,MBD2,RBBP7,A
25834,MBD2,CCDC93,B
25835,MBD2,RUSC1,B
25836,MBD2,DHX30,B-
25837,MBD2,GATAD2B,A+
25838,MBD2,DHX36,B-
25839,MBD2,MBD2,A+
25840,HNRNPA3,SAFB,B+
25841,HNRNPA3,MATR3,A+
25842,HNRNPA3,SLC35B1,B
25843,HNRNPA3,TCEB1,B-
25844,HNRNPA3,GATC,B-
25845,HNRNPA3,HNRPDL,B+
25846,HNRNPA3,CEP290,A
25847,HNRNPA3,HNRNPR,B+
25848,HNRNPA3,HNRNPC,A+
25849,HNRNPA3,HNRNPA1,A+
25850,HNRNPA3,HNRNPA1,B+
25851,HNRNPA3,HNRNPA2B1,A+
25852,HNRNPA3,HNRNPH3,A+
25853,HNRNPA3,YLPM1,A+
25854,HNRNPA3,HNRNPA3,A+
25856,HNRNPA3,HNRNPM,A+
25857,HNRNPA3,BRPF1,A
25858,HNRNPA3,MRPS10,B-
25859,HNRNPA3,KHDRBS1,B+
25860,HNRNPA3,DHX9,C
25861,HNRNPA3,HNRNPA0,C
25862,HNRNPA3,SAFB2,B+
25863,HNRNPA3,ZNF638,C
25864,HNRNPA3,ZNF326,A+
25865,HNRNPA3,RBM12B,B+
25866,HNRNPA3,RBM14,A+
25867,HNRNPA3,HNRNPAB,B+
25868,HNRNPA3,OBFC1,B
25869,HNRNPA3,FAM120A,A+
25870,HNRNPA3,IMPACT,B-
25871,HNRNPA3,RALY,B+
25872,HNRNPA3,FAM50B,A
25873,FUS,SAFB,B+
25874,FUS,APOBEC3B,A
25875,FUS,NRD1,B-
25876,FUS,ADAR,A
25877,FUS,ITPR1,B-
25878,FUS,PPHLN1,B
25879,FUS,ILF3,A-
25880,FUS,DDX17,A
25881,FUS,DDX3X;DDX3Y,A+
25882,FUS,HNRPDL,B-
25883,FUS,HNRNPR,B
25884,FUS,TRUB2,A-
25885,FUS,HNRNPA1,B-
25886,FUS,HNRNPL,A-
25887,FUS,DDX5,A
25888,FUS,HNRNPA2B1,A
25889,FUS,HNRNPH3,A
25890,FUS,FUS,A+
25891,FUS,RBMX,A
25892,FUS,PRCP,B-
25893,FUS,YLPM1,A
25894,FUS,HNRNPA3,A
25895,FUS,HNRNPA3,B-
25896,FUS,HNRNPM,B
25897,FUS,HNRNPK,A+
25898,FUS,PPP1CA,A-
25899,FUS,RBM6,A+
25900,FUS,RBM3,A
25901,FUS,KHDRBS1,A
25902,FUS,DHX9,A-
25903,FUS,HNRNPA0,B-
25904,FUS,TNK1,A-
25905,FUS,SAFB2,A
25906,FUS,ZNF638,A-
25907,FUS,ZNF326,A
25908,FUS,RBM12B,A-
25909,FUS,NIN,B-
25910,FUS,FAM98A,A-
25911,FUS,PPHLN1,B-
25912,FUS,DDX1,A-
25913,FUS,TAF15,A
25914,FUS,RBMXL1,A-
25915,FUS,KIF16B,B
25916,FUS,RBM14,A-
25917,FUS,HNRNPUL1,A
25918,FUS,NCOA5,A
25919,FUS,SLTM,B
25920,ZBTB48,VWA8,A
25921,ZBTB48,ARHGEF7,A
25922,ZBTB48,REPIN1,A
25923,ZBTB48,NSFL1C,A
25924,ZBTB48,ABCC4,B
25925,ZBTB48,DKFZp586F0420;MAP3K7,B-
25926,ZBTB48,DBC1,B-
25927,ZBTB48,RNF40,B-
25928,ZBTB48,ABL1,B-
25929,ZBTB48,RAB34,B-
25930,ZBTB48,ZBTB48,A+
25931,ZBTB48,BTF3,B-
25932,ZBTB48,ZBTB25,B-
25933,ZBTB48,ACVR1B,A+
25934,ZBTB48,EIF4A3,B-
25935,ZBTB48,CLK3,B-
25936,ZBTB48,FXR2,B-
25937,ZBTB48,XIAP,B
25938,ZBTB48,AKAP12,B
25939,ZBTB48,TAP2,B
25940,ZBTB48,SRSF9,B-
25941,ZBTB48,ATM,A
25942,ZBTB48,PDS5A,A
25943,ZBTB48,HOOK3,A+
25944,ZBTB48,GPBP1,A-
25945,ZBTB48,CCAR1,B
25946,ZBTB48,FAM192A;NIP30,B
25947,ZBTB48,CRIPT,B-
25948,ZBTB48,ICAM5,B-
25949,ZBTB48,CHTOP,B-
25950,ZBTB48,DNMT3A,B
25951,CEP85L,CLK2,B-
25952,CEP85L,FANCM,B-
25953,CEP85L,POC1A,B-
25954,CEP85L,VKORC1,B-
25955,CEP85L,DBC1,B-
25956,CEP85L,HLA,B-
25957,CEP85L,NCBP1,B-
25958,CEP85L,CEP85L,A+
25959,CEP85L,WAPAL,B-
25960,CEP85L,PYCR2,B-
25961,CEP85L,LYST,B-
25962,CEP85L,SRRT,B-
25963,CEP85L,MAK16,B-
25964,CEP85L,DHX36,B-
25965,CEP85L,PNMA3,B-
25966,CEP85L,N6AMT1,B-
25967,PDLIM7,TCEB2,B
25968,PDLIM7,ATP6V1A,B
25969,PDLIM7,REPIN1,A-
25970,PDLIM7,RAI14,B-
25971,PDLIM7,SPECC1L,B-
25972,PDLIM7,ARPC4,B
25973,PDLIM7,MYO5A,B
25974,PDLIM7,ABLIM1,B
25975,PDLIM7,CALM1;CALM2;CALM3,B-
25976,PDLIM7,TPM1,B-
25977,PDLIM7,MYL12A;MYL12B,B-
25978,PDLIM7,YES1,B-
25979,PDLIM7,ARPC2,B+
25980,PDLIM7,ARPC3,B
25981,PDLIM7,ACTN4,A
25982,PDLIM7,MYO1B,B-
25983,PDLIM7,COBL,B-
25984,PDLIM7,SVIL,B-
25985,PDLIM7,SVIL,A
25986,PDLIM7,AP2A1,B-
25987,PDLIM7,GNAI2,B-
25988,PDLIM7,TPM3,B-
25989,PDLIM7,TPM2,A
25990,PDLIM7,CLTA,B-
25991,PDLIM7,CLTB,B-
25992,PDLIM7,ACTN1,A
25993,PDLIM7,CPM,B
25994,PDLIM7,MYL6B,A+
25995,PDLIM7,FLNA,B-
25996,PDLIM7,VARS,B
25997,PDLIM7,CALML3,B-
25998,PDLIM7,TMOD1,A
25999,PDLIM7,MYH9,B-
26000,PDLIM7,SOAT1,B-
26001,PDLIM7,EPS15,B
26002,PDLIM7,CAPZA2,B-
26003,PDLIM7,CAPZB,B-
26004,PDLIM7,MYL6,B-
26005,PDLIM7,ACTR3,A+
26006,PDLIM7,GNB1,B-
26007,PDLIM7,ACTG1,B-
26008,PDLIM7,TPM4,B-
26009,PDLIM7,CLTC,B-
26010,PDLIM7,SORD,A
26011,PDLIM7,SPTBN1,B-
26012,PDLIM7,SPTBN1,A
26013,PDLIM7,MYO1E,B-
26014,PDLIM7,SPTAN1,B-
26015,PDLIM7,PLEC,B-
26016,PDLIM7,QSER1,B-
26017,PDLIM7,TPRN,B
26018,PDLIM7,KIAA1009,B
26019,PDLIM7,MPRIP,B-
26020,PDLIM7,LUZP1,B-
26021,PDLIM7,C19orf21,B-
26022,PDLIM7,SYNPO,A-
26023,PDLIM7,ACTRT1,A+
26024,PDLIM7,PALLD,B-
26025,PDLIM7,AP2M1,B-
26026,PDLIM7,ARPC5L,B
26027,PDLIM7,MYO5C,A
26028,PDLIM7,PDLIM7,A+
26029,PDLIM7,BMP2K,B
26030,PDLIM7,AKAP2,B
26031,FGFR1,METAP2,A-
26032,FGFR1,HOMEZ,A
26033,FGFR1,FGFR1,A+
26034,FGFR1,HDLBP,B-
26035,HDAC6,GLOD5,A+
26036,HDAC6,VKORC1,B-
26038,HDAC6,AK2,B
26040,HDAC6,XPOT,B
26041,HDAC6,IPO7,B-
26048,HDAC6,DNAJA1,B-
26050,HDAC6,CPT1A,B-
26051,HDAC6,MRPS36,A
26053,HDAC6,IFRD2,B-
26054,HDAC6,ZMYM1,B-
26055,HDAC6,ZNF518A,B
26056,HDAC6,PKN3,B-
26057,HDAC6,TBC1D16,B
26058,HDAC6,UTP15,B
26059,HDAC6,GEMIN5,B-
26060,HDAC6,CIRH1A,B-
26061,HDAC6,ATAD3A,A-
26062,HDAC6,TMEM161A,B-
26064,HDAC6,ABT1,B-
26066,HDAC6,GTF3C5,B-
26067,BAX,BDP1,B-
26068,BAX,NSFL1C,B
26069,BAX,GEMIN2,B-
26070,BAX,PRSS23,B-
26071,BAX,YY1;YY2,B
26072,BAX,LIG3,B-
26073,BAX,ERCC6,B-
26074,BAX,BAX,A+
26075,BAX,BCL2L1,A+
26076,BAX,C18orf21,B-
26077,BAX,EDRF1,B-
26078,BAX,SERPINB12,B-
26079,BAX,PNPLA6,B-
26080,BAX,NIN,B
26081,BAX,ATAD5,B-
26082,ESPL1,BDP1,B-
26083,ESPL1,KIRREL,B-
26084,ESPL1,NARF,B-
26085,ESPL1,IMP4,B-
26086,ESPL1,PTTG1;PTTG2,A+
26087,ESPL1,PML,A-
26088,ESPL1,LONP1,B-
26089,ESPL1,MECP2,B-
26090,ESPL1,VAV2,B-
26091,ESPL1,GTF2I,B-
26092,ESPL1,ESPL1,A+
26093,ESPL1,ZMYM4,B-
