,target,prey,confidence
15570,CDK8,POLR2C,B
15571,CDK8,N;TAF1,B-
15572,CDK8,CDK8,A+
15573,CDK8,ZNF131,B
15574,CDK8,H3F3C;HIST1H3A;HIST3H3,B-
15575,CDK8,MED21,A+
15576,CDK8,MED1,A+
15577,CDK8,DENND4C,A+
15578,CDK8,MED27,A+
15579,CDK8,MED13L,A+
15580,CDK8,MED25,A+
15581,CDK8,GET4,A+
15582,CDK8,SRGAP1,B+
15583,CDK8,RBM45,B-
15584,CDK8,GEMIN5,B-
15585,CDK8,MED12,A+
15586,CDK8,MTBP,A+
15587,CDK8,MED8,B
15588,CDK8,MED15,A+
15589,CDK8,BUD13,B-
15590,CDK8,MED10,A+
15591,CDK8,MED18,A+
15592,CDK8,RBM4,A
15593,CDK8,WWP1,B
15594,CDK8,MED28,A+
15595,CDK8,MED20;TRFP,A+
15596,CDK8,MED4,A+
15597,CDK8,MED17,A+
15598,CDK8,MED9,A+
15599,CDK8,MED29,A+
15600,CDK8,MED11,A+
15601,CDK8,MED13,A+
15602,CDK8,POLR1D,B
15603,CDK8,MED16,A+
15604,CDK8,MED31,A+
15605,CDK8,CTDP1,B
15606,IP6K3,BAG6;BAT3,B
15607,IP6K3,MAP3K3,B-
15608,IP6K3,PCCA,B-
15609,IP6K3,UBL4A,B-
15610,IP6K3,NUP107,B-
15611,IP6K3,TARDBP,B-
15612,IP6K3,PHF21A,B
15613,IP6K3,IP6K3,A+
15614,IP6K3,SRRT,B-
15615,IP6K3,ELP3,B-
15616,IP6K3,BAIAP2L1,B-
15617,AK1,NBAS,B-
15618,AK1,DECR1,B-
15619,AK1,MRE11A,B
15620,AK1,TIA1,B-
15621,AK1,COBLL1,B-
15622,AK1,OGT,B-
15623,AK1,PCF11,B
15624,AK1,CD2BP2,B-
15625,AK1,AK1,A+
15626,AK1,SLC12A2,A
15627,AK1,B3GALTL,B
15628,AK1,RAB11FIP2,B
15629,AK1,KDM3B,B-
15630,AK1,GEMIN5,B-
15631,AK1,CIRH1A,B-
15632,AK1,SUCLG2,A
15633,AK1,BUD13,B
15634,ENTHD2,ISCA1,A+
15635,ENTHD2,YME1L1,B
15636,ENTHD2,MST4,A+
15637,ENTHD2,DERL1,B
15638,ENTHD2,AP4M1,A+
15639,ENTHD2,NARF,A+
15640,ENTHD2,BAP1,B
15641,ENTHD2,RPL10,B
15642,ENTHD2,SF3B2,B
15643,ENTHD2,SLC25A11,B-
15644,ENTHD2,AP4S1,A+
15645,ENTHD2,UNC50,A+
15646,ENTHD2,SCAMP3,B-
15647,ENTHD2,SF3B1,B-
15648,ENTHD2,HNRNPC,A+
15649,ENTHD2,HSPA5,B-
15650,ENTHD2,IMPDH2,B
15651,ENTHD2,LAMA2,B+
15652,ENTHD2,RBM10,B
15653,ENTHD2,TNFAIP1,B
15654,ENTHD2,SF3A1,B-
15655,ENTHD2,TNPO1,A-
15656,ENTHD2,KIF16B,B
15657,ENTHD2,ENTHD2,A+
15659,ENTHD2,ASCC2,B
15660,ENTHD2,AP4E1,A+
15661,ENTHD2,MED31,B
15662,ENTHD2,MRPS18B,B-
15663,TPX2,RBBP8,B-
15664,TPX2,NFKBIE,A-
15665,TPX2,CHD1,B
15666,TPX2,RRP9,B-
15667,TPX2,XRCC1,B
15668,TPX2,HSPA1L,B-
15669,TPX2,EOGT,A
15670,TPX2,SLC27A4,A-
15671,TPX2,PAXIP1,A
15672,TPX2,ZNF687,B
15674,TPX2,IPO4,B-
15675,TPX2,LCOR,B-
15676,TPX2,RSF1,B
15677,TPX2,COPS7B,B-
15678,TPX2,SLC38A10,A
15679,TPX2,HMG2L1;HMGXB4,B-
15680,TPX2,FBXL4,A
15682,TPX2,UBIAD1,A-
15683,NEDD1,BDP1,A-
15684,NEDD1,PRSS3,A+
15685,NEDD1,CFB,B
15686,NEDD1,LZIC,A-
15687,NEDD1,RRAS2,A
15688,NEDD1,DHCR24,B
15689,NEDD1,NARF,A
15690,NEDD1,PRSS1;PRSS2;TRY6,B
15691,NEDD1,PCM1,B
15692,NEDD1,TUBGCP5,A+
15693,NEDD1,CELF2;CUGBP2,A
15694,NEDD1,TPD52,B
15695,NEDD1,TUBGCP2,A+
15696,NEDD1,NAP1L4;NAP1L4b,B-
15697,NEDD1,FOPNL,A
15698,NEDD1,SSX2IP,A
15699,NEDD1,ACOT8,A
15700,NEDD1,CEP290,B
15701,NEDD1,ARHGEF11,B-
15702,NEDD1,SLC16A3,A
15703,NEDD1,CCP110,A+
15704,NEDD1,AKR1B10,A+
15705,NEDD1,SYNCRIP,B-
15706,NEDD1,PDCD6,B-
15707,NEDD1,PRPF40A,B
15708,NEDD1,TOP3B,B
15709,NEDD1,BCL10,A+
15710,NEDD1,S100A6,A+
15711,NEDD1,TXN,B
15712,NEDD1,TRIM27,B-
15713,NEDD1,TCP1,A-
15714,NEDD1,TUBG1,A
15715,NEDD1,S100A4,B-
15716,NEDD1,ECHS1,B
15717,NEDD1,ACVR1B,B
15718,NEDD1,CCT6A,A
15719,NEDD1,BRCC3,B
15720,NEDD1,CCT5,A
15721,NEDD1,CCT3,A
15722,NEDD1,GMPS,B-
15723,NEDD1,CCT8,A
15724,NEDD1,CCT4,A
15725,NEDD1,DAP3,B
15726,NEDD1,HSD17B4,B-
15727,NEDD1,PLXNA3,A-
15728,NEDD1,NDUFV3,B-
15729,NEDD1,EIF5A;EIF5A2,B-
15730,NEDD1,CCT2,A
15731,NEDD1,AKAP17A,B-
15732,NEDD1,ATM,B
15733,NEDD1,MLEC,B
15734,NEDD1,PCM1,A
15735,NEDD1,TRADD,A
15736,NEDD1,KIAA0753,B
15737,NEDD1,SMU1,B-
15738,NEDD1,SGOL1,A
15739,NEDD1,DNMBP;RP11,B
15740,NEDD1,ZC3H13,A
15741,NEDD1,ACBD5,B-
15742,NEDD1,ALKBH2,A-
15743,NEDD1,MIS18BP1,A-
15744,NEDD1,MZT2A,A
15745,NEDD1,FGD6,B-
15746,NEDD1,DHX30,B
15747,NEDD1,EFTUD1,B-
15748,NEDD1,VPS13B,A-
15749,NEDD1,CAND1,B
15750,NEDD1,HOOK3,A+
15751,NEDD1,MIB1,A+
15752,NEDD1,RBM45,A
15753,NEDD1,CEP97,A+
15754,NEDD1,DHX40,A+
15755,NEDD1,DYNC2H1,B
15756,NEDD1,FBXO18,A-
15757,NEDD1,NEDD1,A+
15758,NEDD1,INADL,B
15759,NEDD1,SNX33,A-
15760,NEDD1,PALLD,B
15761,NEDD1,PIBF1,A
15762,NEDD1,USP9X,A-
15763,NEDD1,TUBGCP3,A+
15764,NEDD1,ZFP91,B-
15765,NEDD1,TUBGCP6,A+
15766,NEDD1,CGRRF1,B
15767,NEDD1,CCT7,A
15768,NEDD1,HAUS7,A
15769,NEDD1,CCDC77,A
15770,NEDD1,MED10,B-
15771,NEDD1,MSTO1,A+
15772,NEDD1,C10orf88,A
15773,NEDD1,GRPEL1,A
15774,NEDD1,ZNF286A;ZNF286B,B-
15775,NEDD1,PALMD,B-
15776,NEDD1,BAZ1A,B-
15777,NEDD1,GAR1,B
15778,NEDD1,CEP72,B
15779,NEDD1,RCC2,A
15780,NEDD1,WDR35,B
15781,NEDD1,TUBGCP4,A+
15782,NEDD1,FBXL4,A
15783,NEDD1,AZI1,A
15784,NEDD1,CHMP3,A-
15785,NEDD1,NME7,A+
15786,NEDD1,PUS1,A+
15787,NEDD1,CCDC61,A
15788,CEP152,SH3PXD2B,A
15789,CEP152,ABHD14A;ACY1,B-
15790,CEP152,SEC61A1,B-
15791,CEP152,PAPD5,B-
15792,CEP152,AMACR,A-
15793,CEP152,PCM1,A-
15794,CEP152,ATXN3,A-
15795,CEP152,DST,B-
15796,CEP152,KIAA1211,B-
15797,CEP152,SMPDL3B,A
15798,CEP152,DAB2IP,B-
15799,CEP152,LGR4,A
15800,CEP152,TRPM7,B-
15801,CEP152,SPNS1,A
15802,CEP152,FOPNL,A
15803,CEP152,SSX2IP,B
15804,CEP152,GAK,B-
15805,CEP152,RHOBTB1,A-
15806,CEP152,CEP152,A+
15807,CEP152,PRSS23,B-
15808,CEP152,UBE4B,A
15809,CEP152,KRT6A,B
15810,CEP152,RAF1,B-
15811,CEP152,ALDOA,B-
15812,CEP152,ENO3,A
15813,CEP152,GNS,A-
15814,CEP152,HCFC1,A-
15815,CEP152,TTC3,B
15816,CEP152,ATP5I,B-
15817,CEP152,DYNLL1,B-
15818,CEP152,RAD51,B-
15819,CEP152,SPAG1,A-
15820,CEP152,PDE4D,A
15821,CEP152,CBLB,A
15822,CEP152,CUL2,A
15823,CEP152,E2F2,A
15824,CEP152,KCTD2,A-
15826,CEP152,CHD9,B
15827,CEP152,RABGAP1L,A
15828,CEP152,PRR14L,B-
15829,CEP152,RNF20,B-
15830,CEP152,ZCCHC6,A
15831,CEP152,KRT79,B-
15832,CEP152,OLFM1,A
15833,CEP152,ZC3H14,B-
15834,CEP152,BCOR,B-
15835,CEP152,PCGF5,B-
15836,CEP152,FAM134C,B
15837,CEP152,ANKMY2,A
15838,CEP152,GADD45GIP1,B-
15839,CEP152,PPP1R13L,B-
15840,CEP152,C3orf37,B
15841,CEP152,CEP63,A+
15842,CEP152,SPAG5,A+
15843,CEP152,ERBB2IP,A-
15844,CEP152,CCDC77,A
15845,CEP152,WAC,B-
15846,CEP152,KLC2,B
15847,CEP152,HEATR1,B-
15848,CEP152,BICC1,A
15849,CEP152,WDR26,A-
15850,CEP152,GEMIN7,B
15851,CEP152,SLC25A19,B-
15852,CEP152,CNTLN,B
15853,CEP152,VAPA,A
15854,CEP152,SH3BP4,A+
15855,CEP152,CEP72,A-
15856,CEP152,DHCR7,B-
15857,CEP152,B4GALT7,B-
15858,CEP152,MTUS1,B-
15859,CEP152,NOB1,B-
15860,CEP152,AZI1,A-
15861,CEP152,CEP164,A
15862,CEP152,C15orf23;SKAP,A+
15863,CEP152,TSSC4,B-
15864,CEP152,CCDC61,A-
15865,KAT8,HCFC1,A
15866,KAT8,R3HDM1,A+
15867,KAT8,PHF20L1,A+
15868,KAT8,IQCE,B
15869,KAT8,MSL1,A+
15870,KAT8,NDUFA4,B-
15871,KAT8,FANCG,A
15872,KAT8,OGT,B
15873,KAT8,MSL3P1,A+
15874,KAT8,KRT6C,B
15875,KAT8,NES,B-
15876,KAT8,HCFC1,B
15877,KAT8,WDR5,B-
15878,KAT8,FOXK2,A+
15879,KAT8,ARID5B,B-
15880,KAT8,RICTOR,B-
15881,KAT8,KANSL1,A+
15882,KAT8,MSL3,A+
15883,KAT8,MCRS1,A+
15884,KAT8,CHAMP1,B-
15885,KAT8,SIL1,B-
15886,KAT8,KAT8,A+
15887,KAT8,MSL2,A+
15888,KAT8,KANSL3,A+
15889,KAT8,RPL26L1,B-
15890,ECT2,KIAA0528,B-
15891,ECT2,STX18,B-
15892,ECT2,R3HDM1,A-
15893,ECT2,RPL10,A+
15894,ECT2,SF3B1,A
15895,ECT2,AES,A-
15896,ECT2,PLXNA3,B-
15897,ECT2,ELL,B-
15898,ECT2,NOP14,B-
15899,ECT2,NEIL3,B-
15900,ECT2,PPP1R9B,B-
15901,ECT2,ECT2,A+
15902,ECT2,PFDN2,B-
15903,ECT2,HPSE,B
15904,KIF1C,ZNF33A;ZNF33B,B
15905,KIF1C,ABLIM1,B-
15907,KIF1C,GAPDH,B-
15908,KIF1C,PLXNA3,B+
15909,KIF1C,ADNP2,B
15910,KIF1C,SLX4,B
15911,KIF1C,DYNC2H1,A
15912,NUP155,SUMO1,C
15913,NUP155,AP3B1,B-
15914,NUP155,CD3EAP,B-
15915,NUP155,NUP155,A+
15916,NUP155,PCCA,B-
15917,NUP155,NUP214,A+
15918,NUP155,RANGAP1,B+
15919,NUP155,RANBP2,A+
15920,NUP155,NUP98,A+
15921,NUP155,NUP107,A+
15922,NUP155,LRP1,B-
15923,NUP155,TOMM20,B
15924,NUP155,MTHFSD,B-
15925,NUP155,NUP43,C+
15926,NUP155,NUP35,A+
15927,NUP155,NUP133,B+
15928,NUP155,NUP205,B+
15929,NUP155,SEH1L,B+
15930,NUP155,TMEM209,C
15931,NUP155,TMEM48,B+
15932,NUP155,KANSL3,B-
15933,RANBP2,POM121C,A+
15934,RANBP2,HSPA8,B
15935,RANBP2,SENP2,A+
15936,RANBP2,RAN,A+
15937,RANBP2,SUMO1,A+
15938,RANBP2,NARF,B-
15939,RANBP2,PDCD6IP,B
15940,RANBP2,RANBP2,A+
15941,RANBP2,SUMO2,A+
15942,RANBP2,KPNA3,B+
15943,RANBP2,KPNA4,B+
15944,RANBP2,TMEM194A,A+
15945,RANBP2,RGPD8,A+
15946,RANBP2,NUPL2,B+
15947,RANBP2,CHMP2A,B
15948,RANBP2,PRMT3,A+
15949,RANBP2,NUP155,A+
15950,RANBP2,ERLIN2,B
15951,RANBP2,IPO7,B+
15952,RANBP2,TRIM27,B
15953,RANBP2,RCC1,A+
15954,RANBP2,NUP214,A+
15955,RANBP2,PPP1CC,B
15956,RANBP2,NUP62,B+
15957,RANBP2,RANGAP1,A+
15958,RANBP2,NUP153,A+
15960,RANBP2,NUP98,A+
15961,RANBP2,SEC13,A+
15962,RANBP2,NUP107,A+
15963,RANBP2,UBE2I,A+
15964,RANBP2,RAE1,A+
15965,RANBP2,XIAP,B-
15966,RANBP2,NUP160,A+
15967,RANBP2,LAMB3,B
15968,RANBP2,HLTF,B
15969,RANBP2,KPNB1,A+
15970,RANBP2,GLE1,A+
15971,RANBP2,NUP188,A+
15972,RANBP2,UBR4,B
15973,RANBP2,CDCA2,A+
15974,RANBP2,TMEM214,A+
15975,RANBP2,HEATR3,B-
15976,RANBP2,NUP93,A+
15977,RANBP2,NUP43,A+
15978,RANBP2,NUP37,A+
15979,RANBP2,NUP35,A+
15980,RANBP2,SLC35B2,B
15981,RANBP2,NUP133,A+
15982,RANBP2,NUP205,A+
15983,RANBP2,CCDC47,B
15984,RANBP2,SEH1L,A+
15985,RANBP2,ZNF512B,B-
15986,RANBP2,TMEM209,A+
15987,RANBP2,NUP88,A+
15988,RANBP2,RGPD5,A
15989,RANBP2,TMEM48,A+
15990,RANBP2,NUP85,A+
15991,RANBP2,CHMP4B,A
15992,RANBP2,ACTL8,B
15993,RANBP2,SFXN1,B+
15994,RANBP2,CHMP1A,A
15995,RANBP2,RANGRF,A+
15996,RANBP2,NXT2,A
15997,RANBP2,AAAS,A+
15998,RANBP2,SENP1,B+
15999,RANBP2,NXF1,A+
16000,RANBP2,Q9UF83,A
16001,RANBP2,NXT1,A
16002,RANBP2,NUP50,A+
16003,RANBP2,TELO2,B
16004,RAB7A,CHM,A+
16005,RAB7A,AAMDC,A+
16007,RAB7A,PDS5A,A
16008,RAB7A,SDCCAG8,B-
16009,RAB7A,SLC38A10,B-
16010,RAB7A,TPX2,A+
16011,RACGAP1,KIAA0528,A-
16012,RACGAP1,STX18,B-
16013,RACGAP1,DAPK2,A
16014,RACGAP1,BAZ2A,B
16015,RACGAP1,STON2,A+
16016,RACGAP1,KIF23,A
16017,RACGAP1,RSRC1,B-
16018,RACGAP1,ENTPD6,A
16019,RACGAP1,PCNT,B-
16020,RACGAP1,TRIM27,B
16021,RACGAP1,HMGA1,B+
16022,RACGAP1,AKT2,A-
16023,RACGAP1,HSD17B4,B
16024,RACGAP1,YWHAG,B
16027,RACGAP1,MED21,B-
16028,RACGAP1,ARID5B,B-
16029,RACGAP1,RABL6,A-
16030,RACGAP1,EOGT,A
16031,RACGAP1,RASIP1,B-
16032,RACGAP1,TCTN3,A
16033,RACGAP1,ANKRD11,B
16034,RACGAP1,MICAL3,A+
16035,RACGAP1,TRAPPC11,A-
16036,RACGAP1,PHLDB2,A+
16037,RACGAP1,ERC1,B
16039,RACGAP1,CHD6,A
16040,RACGAP1,DLG3,B
16041,RACGAP1,PKP4,B+
16042,RACGAP1,BCL7B,B-
16044,RACGAP1,ACTL8,A
16045,RACGAP1,SYBU,A-
16046,RACGAP1,MRPL35,B-
16047,RACGAP1,RAPGEF2,A
16048,RACGAP1,IPP,B-
16049,RACGAP1,CD2AP,A+
16053,KIF3C,ZC3H3,B-
16054,NCAPH,ATF7IP,B-
16055,NCAPH,SCAMP2,A
16056,NCAPH,HEXIM1,B-
16058,NCAPH,ALDOA,B-
16059,NCAPH,VCP,B-
16062,NCAPH,CEP85,B-
16063,NCAPH,HEATR3,B-
16064,NCAPH,RBM15B,B-
16066,NCAPH,KLC2,B-
16067,NCAPH,SLC38A10,B-
16072,MIS12,CDKN2A,B-
16073,MIS12,CENPC1,A+
16074,MIS12,KCTD2,B-
16075,MIS12,TJAP1,B-
16079,MIS12,CKAP2,B-
16081,MIS12,ATAD5,B-
16084,MIS12,KLC2,B-
16087,PTTG1,TTLL5,A
16088,PTTG1,PTTG1,A+
16089,PTTG1,PMS1,A-
16090,PTTG1,HSPG2,B-
16091,PTTG1,ESPL1,B+
16092,PTTG1,ZC3H3,B-
16093,PTTG1,HNRNPAB,B-
16094,PTTG1,ZCCHC17,B-
16095,DDB1,COPS6,B
16097,DDB1,PNP,B+
16098,DDB1,KRT6A,B
16099,DDB1,UQCRC2,B-
16101,DDB1,DSC1,A+
16102,DDB1,GPS1,B
16103,DDB1,CUL4A,A+
16107,DDB1,FLG2,B
16108,DDB1,DCAF10,A+
16109,DDB1,DCAF12,A+
16110,DDB1,HRNR,B-
16112,DDB1,GTF3C2,B
16113,DDB1,C12orf23,A-
16114,DDB1,ERCC4,B-
16115,DDB1,COPS4,B
16119,DDB1,MRPL47,B
16120,DDB1,KIAA1522,A+
16123,MSN,TCEB1,B-
16124,MSN,PRDX3,B-
16125,MSN,ACAD10,A-
16126,MSN,DYSF,B-
16127,MSN,KIF20A,A-
16128,MSN,EZR,A+
16129,MSN,GNS,A-
16130,MSN,MSN,A+
16131,MSN,RDX,A+
16132,MSN,HTT,B-
16133,MSN,NDUFV3,A-
16134,MSN,PSMD2,B
16135,MSN,FLOT2,B-
16136,MSN,ZFP64,B-
16137,MSN,ZMYM4,B-
16138,MSN,USP9X,B-
16139,MSN,DOCK6,B-
16140,MSN,HAUS7,B-
16141,MSN,ZNF624,B-
16142,MSN,CTSZ,B-
16143,MSN,RAPGEF2,A
16144,NIPBL,NIPBL,A+
16145,NIPBL,BRAT1,A-
16146,NIPBL,PPP1R13L,B-
16147,NIPBL,MAML1,A-
16148,NIPBL,KLC2,B-
16149,CSK,FRYL,A+
16150,CSK,HMGA1,B-
16151,CSK,UQCRC2,B-
16153,CSK,AFTPH,B
16154,CSK,PCGF5,B+
16155,CSK,LMAN2L,A+
16156,CSK,HOMER3,A+
16157,CSK,COX11,A+
16158,EDC4,ZNF33A;ZNF33B,B-
16159,EDC4,C4BPA,B-
16160,EDC4,DDX6,A+
16161,EDC4,SRP9,B-
16162,EDC4,PNRC1,A+
16163,EDC4,EDC4,A+
16164,EDC4,PATL1,A+
16165,EDC4,DCP2,A+
16166,EDC4,CCDC101,A+
16167,EDC4,EDC3,A+
16168,EDC4,DCP1A,A+
16169,EDC4,EIF2AK4,B
16170,EDC4,AZI1,A
16171,EDC4,KIAA0430,A+
16172,CEP55,LOC401307,A+
16173,CEP55,AP5M1,B-
16174,CEP55,PDLIM1,A-
16175,CEP55,CHMP2A,B
16176,CEP55,HNRNPC,A-
16177,CEP55,ATP6V1B2,B
16178,CEP55,IST1,A+
16179,CEP55,PCM1,A-
16180,CEP55,MAP7D1,B
16182,CEP55,PAXIP1,A
16183,CEP55,CLASP1,B-
16184,CEP55,GCC2,A+
16185,CEP55,GPRC5A,B-
16186,CEP55,PTP4A1,A+
16187,CEP55,FAM125A,A+
16188,CEP55,SPAG5,B
16189,CEP55,TSG101,B
16190,CEP55,RACGAP1,B+
16191,CEP55,CHMP4B,B
16192,CEP55,INTS7,B-
16193,CEP55,CEP72,B-
16194,CEP55,ZNF624,B
16195,CEP55,CTSZ,B
16196,CEP55,MAGED2,B
16197,CEP55,AZI1,A
16198,CEP55,CHMP2B,B-
16199,CEP55,CD2AP,B
16200,CEP55,CCDC61,A
16201,BATF3,SF3B2,B-
16202,BATF3,MACF1,B-
16203,BATF3,TIMM23;TIMM23B,A-
16204,BATF3,PNP,A-
16205,BATF3,JUNB,A+
16206,BATF3,JUND,A+
16207,BATF3,MSH3,B
16208,BATF3,TBC1D9B,A
16209,BATF3,NSL1,A-
16210,BATF3,TSEN34,A-
16211,BATF3,BATF3,A+
16212,BATF3,SRPRB,B-
16213,TCEAL4,USP11,A+
16214,TCEAL4,IFRD1,A+
16215,TCEAL4,SPTLC1,B
16216,TCEAL4,TRIM27,B
16217,TCEAL4,VPS41,B-
16218,TCEAL4,HLTF,B
16219,TCEAL4,C2orf18,B
16220,TCEAL4,RB1CC1,B
16221,TCEAL4,ATXN2L,B-
16222,TCEAL4,USP7,A+
16223,TCEAL4,TCEAL4,A+
16225,TCEAL4,ACTL8,A+
16226,TCEAL4,CAMSAP3,B
16227,TCEAL4,USP15,B+
16228,COPA,COPB2,A+
16229,COPA,BCAP29,A+
16230,COPA,COPZ1,A+
16231,COPA,COPE,A+
16232,COPA,N4BP3,A
16233,COPA,SIPA1L3,A
16234,COPA,ARCN1,A+
16235,COPA,BCAP31,A+
16236,COPA,COPB1,A+
16237,COPA,COPA,A+
16238,COPA,TNFAIP1,B+
16239,COPA,UBR4,B
16240,COPA,C12orf23,A
16241,COPA,LZTS2,A+
16242,COPA,KCTD10,B+
16243,COPA,COPG2,A+
16244,COPA,COPG1,A+
16245,SMC4,SMC2,A+
16246,SMC4,NCAPD3,A+
16247,SMC4,NCAPH,A+
16248,SMC4,NCAPD2,A+
16249,SMC4,NCAPH2,A+
16250,SMC4,NCAPG2,A+
16251,SMC4,NCAPG,A+
16252,SMC4,SMC4,A+
16253,WDR61,C5orf44,B
16254,WDR61,NCOA4,B-
16255,WDR61,PFDN6,B
16256,WDR61,PFDN1,A+
16257,WDR61,TCP1,A
16258,WDR61,NMT1,B-
16259,WDR61,CCT6A,A-
16260,WDR61,CCT5,A
16261,WDR61,CCT3,A-
16262,WDR61,CCT8,A
16263,WDR61,CCT4,A
16264,WDR61,CCT2,A-
16265,WDR61,CDC73,B+
16266,WDR61,TTC37,B-
16267,WDR61,NIN,B
16268,WDR61,PAF1,A+
16269,WDR61,LEO1,C+
16270,WDR61,PPP1R10,B+
16271,WDR61,CCT7,A
16272,WDR61,WDR61,A+
16273,WDR61,PFDN2,A
16274,HAUS1,NRD1,A-
16275,HAUS1,HAUS8,A
16276,HAUS1,LTF,B
16277,HAUS1,SBSN,A-
16278,HAUS1,HAUS5,A+
16279,HAUS1,KIF20A,A-
16280,HAUS1,SEC61B,B-
16281,HAUS1,YWHAH,B-
16282,HAUS1,CDC20,B-
16283,HAUS1,TRIP11,B-
16284,HAUS1,HAUS3,A+
16285,HAUS1,EFTUD1,B-
16286,HAUS1,FAM29A;HAUS6,A+
16287,HAUS1,ABCA7,B-
16288,HAUS1,GTF3C2,B-
16289,HAUS1,HAUS1,A+
16290,HAUS1,MRRF,B-
16291,HAUS1,PIGS,B-
16292,HAUS1,HAUS7,A-
16293,HAUS1,EPB41L4B,B-
16294,HAUS1,HAUS4,A+
16295,HAUS1,HAUS2,A+
16296,HAUS1,SENP1,B-
16297,HAUS1,PACSIN3,B-
16298,FLOT2,GNAS,B+
16299,FLOT2,CORO1C,B+
16300,FLOT2,CYBRD1,C+
16301,FLOT2,FARP1,A
16302,FLOT2,ABLIM1,B+
16303,FLOT2,SIPA1L1,B+
16304,FLOT2,DIXDC1,A
16305,FLOT2,ACTG1,A+
16306,FLOT2,DAPK3,B+
16307,FLOT2,ACTN4,C
16308,FLOT2,SIPA1L3,B+
16309,FLOT2,COBL,B+
16310,FLOT2,FLOT1,A+
16311,FLOT2,SVIL,A+
16312,FLOT2,ANXA2;ANXA2P2,B+
16313,FLOT2,TPM2,B+
16314,FLOT2,ATP6V1B2,A+
16315,FLOT2,FLNA,C
16316,FLOT2,APC,B
16317,FLOT2,TMOD1,A+
16318,FLOT2,NDUFV3,B-
16319,FLOT2,BASP1,A+
16320,FLOT2,SPTBN1,B+
16322,FLOT2,CAV1,B+
16323,FLOT2,NEXN,A+
16324,FLOT2,TWF1,A+
16325,FLOT2,FLII,B+
16326,FLOT2,SPTAN1,A+
16327,FLOT2,DSG2,A+
16328,FLOT2,CTTN,B+
16329,FLOT2,FLOT2,A+
16330,FLOT2,DBN1,B+
16331,FLOT2,INF2,A+
16332,FLOT2,TPRN,A+
16333,FLOT2,SPECC1,B+
16334,FLOT2,PTRF,A+
16335,FLOT2,MIS18BP1,A-
16336,FLOT2,ARHGAP11A,B+
16337,FLOT2,RAB11FIP2,B-
16338,FLOT2,SETX,B-
16339,FLOT2,LUZP1,A+
16340,FLOT2,C19orf21,B+
16341,FLOT2,SYNPO,B+
16342,FLOT2,AFAP1,B+
16343,FLOT2,GPRC5A,C+
16344,FLOT2,LMO7,B+
16345,FLOT2,PRKCDBP,B+
16346,FLOT2,TMEM237,A+
16347,FLOT2,PPP1R9B,B+
16348,FLOT2,ARPC5L,B+
16349,FLOT2,ZDHHC5,A+
16350,FLOT2,CGN,B+
16351,FLOT2,LIMA1,B+
16352,FLOT2,PACSIN3,A+
16353,FLOT2,KIDINS220,B+
16354,FLOT2,AKAP2,A+
16355,FLOT2,LRRFIP2,B+
16356,TNKS,SDC2,B-
16357,TNKS,SBSN,A
16358,TNKS,SSSCA1,A+
16359,TNKS,SH3BP5,A+
16360,TNKS,GMDS,A+
16361,TNKS,TNKS,A+
16362,TNKS,HERC2,A+
16363,TNKS,PSMD2,B
16364,TNKS,NUMA1,B
16365,TNKS,FAM175B,A+
16366,TNKS,SLX4,A
16367,TNKS,ZNF687,A+
16368,TNKS,MRPL24,B-
16369,TNKS,ATP5S,A+
16370,TNKS,TNKS1BP1,A+
16371,TNKS,TNKS2,A+
16372,TNKS,SLC39A10,B-
16373,TNKS,ZMYND8,A+
16377,CDC37,HSP90AA1,A+
16380,CDC37,PANX1,A
16381,CDC37,WDR6,A
16384,UBE2K,QARS,B-
16386,UBE2K,NCOA2,A
16387,UBE2K,PDS5A,A+
16388,UBE2K,SDCCAG8,A
16389,UBE2K,PPP1R10,B-
16390,UBE2K,PHF20,A
16391,UBE2K,KLF16,B-
16392,UBE2K,PUF60,B
16393,THEM6,SPICE1,B
16394,THEM6,THEM6,A+
16395,NAA50,WDR46,B
16396,NAA50,NAA50,A+
16397,NAA50,MLLT10,B
16398,NAA50,RPL10,B
16399,NAA50,ZNF292,B
16400,NAA50,SSX2IP,B
16401,NAA50,TFAP2A,B-
16402,NAA50,P4HA1,B
16403,NAA50,NAA10,A+
16404,NAA50,RPL11,B-
16405,NAA50,ERCC6,B
16406,NAA50,SETMAR,A
16407,NAA50,NAA16,A+
16408,NAA50,ATAD2,B
16409,NAA50,ERI1,B
16410,NAA50,DHX37,B-
16411,NAA50,XRN1,B-
16412,NAA50,FBXL6,A+
16413,NAA50,SRBD1,B-
16414,NAA50,C10orf12,B
16415,NAA50,KRI1,B-
16416,NAA50,C1orf131,B
16417,NAA50,NAA15,A+
16419,NAA50,PATZ1,A
16420,NAA50,JPH1,B
16421,NAA50,PNO1,B
16422,NAA50,IMP3,B-
16423,NAA50,HYPK,A+
16424,NAA50,MTUS1,B
16425,NAA50,MRPS2,B
16426,NAA50,MRPS16,B
16427,YWHAZ,PRCC,B-
16428,YWHAZ,PTPRA,A
16429,YWHAZ,SPRYD3,A
16430,YWHAZ,MYCBP2,A
16431,YWHAZ,WDR62,B
16432,YWHAZ,BRAF,A
16433,YWHAZ,YWHAQ,A+
16434,YWHAZ,MARK3,B-
16435,YWHAZ,YWHAB,A+
16437,YWHAZ,CLK3,B
16438,YWHAZ,YWHAG,A+
16440,YWHAZ,YWHAH,A+
